sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Donald Ray Williams (May 27, 1939 – September 8, 2017) was an American country singer, songwriter, and 2010 inductee into the Country Music Hall of Fame.",0,0,,1875304,C,0,1,2
"He began his solo career in 1971, singing popular ballads and amassing 17 number one country hits.",1,0,,1875304,C,0,0,1
"His straightforward yet smooth bass-baritone voice, soft tones, and imposing build earned him the nickname ""The Gentle Giant"".",2,0,,1875304,C,1,0,0
"In 1975, Williams starred in a movie with Burt Reynolds and Jerry Reed called W.W. and the Dixie Dancekings.",3,0,,1875304,C,4,0,1
Williams has had a strong influence over a variety of recording artists of different genres.,4,0,,1875304,N,0,0,0
"His hits have been covered by artists such as Johnny Cash, Eric Clapton, Juice Newton, Claude Russell Bridges, Lefty Frizzell, Josh Turner, Sonny James, Alison Krauss, Billy Dean, Charley Pride, Kenny Rogers, Lambchop, Alan Jackson, Tomeu Penya, Telly Savalas, Waylon Jennings, Pete Townshend, and Tortoise with Bonnie ""Prince"" Billy.",5,0,,1875304,C,28,0,0
"His music is also popular internationally, including in the UK, Australia, New Zealand, Ireland, Ukraine, India, Ethiopia, Cameroon, Nigeria, Ghana, Kenya, Malawi, South Africa, Sierra Leone, Uganda, Namibia and Zimbabwe.",6,0,,1875304,C,0,15,0
"In 2010, the Country Music Association inducted Don Williams into the Country Music Hall of Fame.",7,0,,1875304,C,2,0,1
Williams was among hundreds of artists whose material was destroyed in the 2008 Universal Studios fire.,8,0,,1875304,C,0,0,1
==,0,1,== Early years ==,1875304,N,0,0,0
Early years ==,1,1,== Early years ==,1875304,C,0,0,1
"Williams was born, the youngest of three sons, on May 27, 1939, in Floydada, Texas, United States.",0,2,== Early years ==,1875304,C,0,2,1
"His parents were Loveta Mae (née Lambert; 1914 – 2007) and James Andrew ""Jim"" Williams (1898 – 1982).",1,2,== Early years ==,1875304,C,2,0,2
"He grew up in Portland, Texas, and graduated from Gregory-Portland High School in 1958.",2,2,== Early years ==,1875304,C,0,1,1
"After Williams' parents divorced, Loveta Williams remarried, first to Chester Lang and then to Robert Bevers.",3,2,== Early years ==,1875304,C,0,1,0
"On July 20, 1963, Williams' eldest brother Kenneth died after being accidentally electrocuted when touching a live wire.",4,2,== Early years ==,1875304,C,0,0,1
