sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Gregor Piatigorsky (Russian: Григо́рий Па́влович Пятиго́рский, Grigoriy Pavlovich Pyatigorskiy; April 17 [O.S. April 4] 1903 – August 6, 1976) was a Russian-born American cellist.",0,0,,1254005,Y,2,1,3
==,0,1,== Biography ==,1254005,N,0,0,0
Biography ==,1,1,== Biography ==,1254005,N,0,0,0
===,0,2,== Biography == | === Early life ===,1254005,N,0,0,0
Early life =,1,2,== Biography == | === Early life ===,1254005,N,0,0,0
==,2,2,== Biography == | === Early life ===,1254005,N,0,0,0
"Gregor Piatigorsky was born in Ekaterinoslav (now Dnipro, Ukraine) into a Jewish family.",0,3,== Biography == | === Early life ===,1254005,Y,2,3,1
"As a child, he was taught violin and piano by his father.",1,3,== Biography == | === Early life ===,1254005,N,0,0,0
"After seeing and hearing the cello, he was determined to become a cellist and was given his first cello when he was seven.",2,3,== Biography == | === Early life ===,1254005,N,0,0,0
"Piatigorsky won a scholarship to the Moscow Conservatory, studying with Alfred von Glehn, Anatoliy Brandukov, and a certain Gubariov.",0,4,== Biography == | === Early life ===,1254005,C,1,0,0
"At the same time, he was earning money for his family by playing in local cafés.",1,4,== Biography == | === Early life ===,1254005,N,0,0,0
Piatigorsky was 13 when the Russian Revolution took place.,0,5,== Biography == | === Early life ===,1254005,C,1,0,0
"Shortly afterwards, he started playing in the Lenin Quartet.",1,5,== Biography == | === Early life ===,1254005,C,1,0,0
"At 15, he was hired as the principal cellist for the Bolshoi Theater.",2,5,== Biography == | === Early life ===,1254005,C,0,1,0
"The Soviet authorities, specifically Anatoly Lunacharsky, would not allow Piatigorsky to travel abroad to further his studies, so he smuggled himself and his cello into Poland on a cattle train with a group of artists.",0,6,== Biography == | === Early life ===,1254005,C,2,2,0
"One of the women was a heavy-set soprano who, when the border guards started shooting at them, grabbed Piatigorsky and his cello.",1,6,== Biography == | === Early life ===,1254005,C,1,0,0
"The cello did not survive intact, but it was the only casualty.",2,6,== Biography == | === Early life ===,1254005,N,0,0,0
"Now 18, Piatigorsky studied briefly in Berlin and Leipzig, with Hugo Becker and Julius Klengel, playing in a trio in a Russian café to earn money for food.",0,7,== Biography == | === Early life ===,1254005,Y,3,1,1
Among the patrons of the café were Emanuel Feuermann and Wilhelm Furtwängler.,1,7,== Biography == | === Early life ===,1254005,N,0,0,0
Furtwängler heard Piatigorsky and hired him as the principal cellist of the Berlin Philharmonic.,2,7,== Biography == | === Early life ===,1254005,C,1,0,0
===,0,8,== Biography == | === United States ===,1254005,N,0,0,0
United States ===,1,8,== Biography == | === United States ===,1254005,C,0,1,0
"In 1929, Piatigorsky first visited the United States, playing with the Philadelphia Orchestra under Leopold Stokowski and the New York Philharmonic under Willem Mengelberg.",0,9,== Biography == | === United States ===,1254005,Y,3,1,1
"In Ann Arbor, Michigan, in January 1937 he married Jacqueline de Rothschild, daughter of Édouard Alphonse James de Rothschild of the wealthy Rothschild banking family of France.",1,9,== Biography == | === United States ===,1254005,Y,2,2,1
"That fall, after returning to France, they had their first child, daughter Jephta.",2,9,== Biography == | === United States ===,1254005,C,0,1,1
"Following the Nazi occupation in World War II, the family fled the country back to the States and settled in Elizabethtown in the Adirondack Mountains, New York.",3,9,== Biography == | === United States ===,1254005,C,0,3,0
"Their son, Joram, was born in Elizabethtown in 1940.",4,9,== Biography == | === United States ===,1254005,C,1,0,1
