sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Paul Samuel 'Pops' Whiteman (March 28, 1890 – December 29, 1967) was an American bandleader, composer, orchestral director, and violist.",0,0,,100273,Y,2,1,1
"As the leader of one of the most popular dance bands in the United States during the 1920s and early 1930s, Whiteman produced recordings that were immensely successful, and press notices often referred to him as the ""King of Jazz"".",1,0,,100273,C,0,1,2
"His most popular recordings include ""Whispering"", ""Valencia"", ""Three O'Clock in the Morning"", ""In a Little Spanish Town"", and ""Parade of the Wooden Soldiers"".",2,0,,100273,C,0,2,1
"Whiteman led a usually large ensemble and explored many styles of music, such as blending symphonic music and jazz, as in his debut of Rhapsody in Blue by George Gershwin.",3,0,,100273,C,1,0,0
"Whiteman recorded many jazz and pop standards during his career, including ""Wang Wang Blues"", ""Mississippi Mud"", ""Rhapsody in Blue"", ""Wonderful One"", ""Hot Lips (He's Got Hot Lips When He Plays Jazz)"", ""Mississippi Suite"", ""Grand Canyon Suite"", and ""Trav'lin' Light"".",4,0,,100273,N,0,0,0
"He co-wrote the 1925 jazz classic ""Flamin' Mamie"".",5,0,,100273,C,0,0,1
"His popularity faded in the swing music era of the mid-1930s, and by the 1940s he was semi-retired from music.",6,0,,100273,C,0,0,1
"He experienced a revival and had a comeback in the 1950s with his own network television series, Paul Whiteman's Goodyear Revue, which ran for three seasons on ABC.",7,0,,100273,C,2,0,1
He also hosted the 1954 ABC talent contest show On the Boardwalk with Paul Whiteman.,8,0,,100273,C,2,0,1
Whiteman's place in the history of early jazz is somewhat controversial.,0,1,,100273,N,0,0,0
"Detractors suggest that his ornately orchestrated music was jazz in name only, lacking the genre's improvisational and emotional depth, and co-opted the innovations of black musicians.",1,1,,100273,N,0,0,0
Defenders note that Whiteman's fondness for jazz was genuine.,2,1,,100273,N,0,0,0
He worked with black musicians as much as was feasible during an era of racial segregation.,3,1,,100273,N,0,0,0
"His bands included many of the era's most esteemed white musicians, and his groups handled jazz admirably as part of a larger repertoire.",4,1,,100273,N,0,0,0
"Critic Scott Yanow declares that Whiteman's orchestra ""did play very good jazz...",5,1,,100273,C,1,0,0
His superior dance band used some of the most technically skilled musicians of the era in a versatile show that included everything from pop tunes and waltzes to semi-classical works and jazz.,6,1,,100273,N,0,0,0
[...],7,1,,100273,N,0,0,0
Many of his recordings (particularly those with Beiderbecke) have been reissued numerous times and are more rewarding than his detractors would lead one to believe.,8,1,,100273,N,0,0,0
"""In his autobiography, Duke Ellington declared, ""Paul Whiteman was known as the King of Jazz, and no one as yet has come near carrying that title with more certainty and dignity.""",9,1,,100273,C,4,0,0
==,0,2,== Biography ==,100273,N,0,0,0
Biography ==,1,2,== Biography ==,100273,N,0,0,0
===,0,3,== Biography == | === Early life ===,100273,N,0,0,0
Early life =,1,3,== Biography == | === Early life ===,100273,N,0,0,0
==,2,3,== Biography == | === Early life ===,100273,N,0,0,0
"Whiteman was born in Denver, Colorado.",0,4,== Biography == | === Early life ===,100273,C,0,1,0
"He came from a musical family: his father, Wilburforce James Whiteman was the supervisor of music for the Denver Public Schools, a position he held for fifty years, and his mother Elfrida (née Dallison) was a former opera singer.",1,4,== Biography == | === Early life ===,100273,C,0,1,1
"His father insisted that Paul learn an instrument, preferably the violin, but the young man chose the viola.",2,4,== Biography == | === Early life ===,100273,N,0,0,0
"According to Chris Popa, Whiteman was Protestant and of Scottish, Irish, English, and Dutch ancestry.",3,4,== Biography == | === Early life ===,100273,C,0,2,0
===,0,5,== Biography == | === Career ===,100273,N,0,0,0
Career =,1,5,== Biography == | === Career ===,100273,N,0,0,0
==,2,5,== Biography == | === Career ===,100273,N,0,0,0
"Whiteman's skill at the viola resulted in a place in the Denver Symphony Orchestra by 1907, joining the San Francisco Symphony in 1914.",0,6,== Biography == | === Career ===,100273,C,0,0,2
"In 1918, Whiteman conducted a 12-piece U.S. Navy band, the Mare Island Naval Training Camp Symphony Orchestra (NTCSO).",1,6,== Biography == | === Career ===,100273,C,0,2,1
"After World War I, he formed the Paul Whiteman Orchestra.",2,6,== Biography == | === Career ===,100273,C,2,0,0
That year he led a popular dance band in the city.,3,6,== Biography == | === Career ===,100273,C,0,0,1
"In 1920, he moved with his band to New York City where they began recording for the Victor Talking Machine Company.",4,6,== Biography == | === Career ===,100273,C,0,1,1
The popularity of these records led to national fame.,5,6,== Biography == | === Career ===,100273,N,0,0,0
"In his first five recordings sessions for Victor, August 9 – October 28, 1920, he used the name ""Paul Whiteman and His Ambassador Orchestra"", presumably because he had been playing at the Ambassador Hotel in Atlantic City.",6,6,== Biography == | === Career ===,100273,Y,2,2,1
"From November 3, 1920, he started using ""Paul Whiteman and His Orchestra.",7,6,== Biography == | === Career ===,100273,C,2,0,1
"""Whiteman became the most popular band director of that decade.",8,6,== Biography == | === Career ===,100273,C,0,0,1
"In a time when most dance bands consisted of six to ten men, Whiteman directed a more imposing group that reached of up to 35 musicians.",9,6,== Biography == | === Career ===,100273,N,0,0,0
"By 1922, Whiteman already controlled some 28 ensembles on the East Coast and was earning over $1,000,000 a year.",10,6,== Biography == | === Career ===,100273,C,0,1,2
"In 1926, Paul Whiteman was on tour in Vienna, Austria when he met and was interviewed by a young ambitious newspaper reporter named Billy Wilder who was also a fan of Whiteman's band.",11,6,== Biography == | === Career ===,100273,Y,3,2,1
"Whiteman liked young Wilder enough, that he took him with the band to Berlin where Wilder was able to make more connections in the entertainment field, leading him to become a screenwriter and director, eventually ending up in Hollywood.",12,6,== Biography == | === Career ===,100273,C,1,2,0
"In 1927, the Whiteman orchestra backed Hoagy Carmichael singing and playing on a recording of ""Washboard Blues"".",0,7,== Biography == | === Career ===,100273,C,2,0,1
"Whiteman signed with Columbia Records in May 1928, leaving the label in September 1930 when he refused a pay cut.",1,7,== Biography == | === Career ===,100273,C,0,0,2
He returned to RCA Victor between September 1931 and March 1937.,2,7,== Biography == | === Career ===,100273,C,0,0,1
====,0,8,"== Biography == | ==== ""The King of Jazz"" ====",100273,N,0,0,0
"""The King of Jazz"" =",1,8,"== Biography == | ==== ""The King of Jazz"" ====",100273,N,0,0,0
===,2,8,"== Biography == | ==== ""The King of Jazz"" ====",100273,N,0,0,0
"In the 1920s the media referred to Whiteman as ""The King of Jazz"".",0,9,"== Biography == | ==== ""The King of Jazz"" ====",100273,C,0,0,1
"Whiteman emphasized the way he approached the well-established style of jazz music, while also organizing its composition and style in his own fashion.",1,9,"== Biography == | ==== ""The King of Jazz"" ====",100273,N,0,0,0
"While most jazz musicians and fans consider improvisation to be essential to the musical style, Whiteman thought the genre could be improved by orchestrating the best of it, with formal written arrangements.",2,9,"== Biography == | ==== ""The King of Jazz"" ====",100273,N,0,0,0
"Eddie Condon criticized him for trying to ""make a lady"" out of jazz.",3,9,"== Biography == | ==== ""The King of Jazz"" ====",100273,C,2,0,0
