sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
Ernest Ranglin  (born 19 June 1932) is a Jamaican guitarist and composer who established his career while working as a session guitarist and music director for various Jamaican record labels including Studio One and Island Records.,0,0,,870413,C,2,0,1
Ranglin played guitar on many early ska recordings and helped create the rhythmic guitar style that defined the form.,1,0,,870413,N,0,0,0
"Ranglin has worked with Theophilus Beckford, Jimmy Cliff, Monty Alexander, Prince Buster, the Skatalites, Bob Marley and the Eric Deans Orchestra.",2,0,,870413,C,9,0,0
"He is noted for a chordal and rhythmic approach that blends jazz, mento and reggae with percussive guitar solos incorporating rhythm 'n' blues and jazz inflections.",3,0,,870413,N,0,0,0
==,0,1,== Early life ==,870413,N,0,0,0
Early life ==,1,1,== Early life ==,870413,N,0,0,0
"Ernest Ranglin was born in Manchester, Jamaica.",0,2,== Early life ==,870413,C,2,2,0
"His family moved to Kingston, where he attended the Providence Primary School, Kingston Senior School and Bodin College.",1,2,== Early life ==,870413,C,0,2,0
Ranglin's introduction to music was through two uncles who both played guitar.,2,2,== Early life ==,870413,N,0,0,0
Initially a self-taught guitarist; he received some tutoring on how to sight-read from a violin player named Tommy Tomlins.,3,2,== Early life ==,870413,N,0,0,0
"At the age of 15, Ranglin joined the Val Bennett Orchestra, which was followed by a period of employment with the Eric Deans Orchestra.",4,2,== Early life ==,870413,C,2,0,0
"While performing locally with these orchestras Ranglin was introduced to the jazz pianist Monty Alexander, which led to a lifelong friendship as well as numerous musical collaborations.",5,2,== Early life ==,870413,C,2,0,0
==,0,3,== Career ==,870413,N,0,0,0
Career ==,1,3,== Career ==,870413,N,0,0,0
"During the 1950s Ranglin played guitar on calypso and mento releases, some of which were recorded for the tourist market.",0,4,== Career ==,870413,C,0,0,1
The 1958 album The Wrigglers Sing Calypso at the Arawak is representative of the type of calypso floor show that Jamaican bands performed at hotels (some of the tracks from the original album were included on the 2010 CD release Jamaica - Mento 1951-1958).,1,4,== Career ==,870413,C,0,1,3
He was employed as a guitarist by the Jamaica Broadcasting Corporation (JBC) between the years 1958 and 1965 with public radio broadcasting (radio services had been established earlier with the first broadcast transmitted in November 1939) commencing in 1959 and television broadcasting commencing in 1963.,2,4,== Career ==,870413,C,0,0,4
"Ranglin also played with Cluett Johnson's studio band Clue J and the Blues Blasters; recording several tracks for Coxsone Dodd at Federal Studios, including the Theophilus Beckford hit ""Easy Snapping"" (recorded in 1956 and released in 1959), which he arranged and played guitar on.",3,4,== Career ==,870413,C,4,0,2
"Ranglin also played on the Beckford tracks ""Jack and Jill Shuffle"" and ""Shuffling Jug.""",4,4,== Career ==,870413,C,1,0,0
=== 1960s,0,5,== Career == | === 1960s ===,870413,C,0,0,1
===,1,5,== Career == | === 1960s ===,870413,N,0,0,0
"In 1962 the James Bond film Dr. No was being shot in Jamaica and Ranglin was hired by Carlos Malcolm, music director for JBC, to compose music for some of the scenes set in Jamaica.",0,6,== Career == | === 1960s ===,870413,Y,2,2,1
"Ranglin was also the bassist on many early Prince Buster hits, including the 1963 ska release ""Wash Wash"" - a situation that arose from his contractual obligations to Federal Records, which barred him from appearing as a named guitarist on recordings not made or licensed by them.",1,6,== Career == | === 1960s ===,870413,C,3,0,1
"In 1963 Ranglin played guitar on and arranged ""My Boy Lollipop"", which was sung by Millie Small, who had recently been signed to Blackwell's Island label.",2,6,== Career == | === 1960s ===,870413,C,2,0,2
"""My Boy Lollipop"" (a cover version of a song written by Robert Spencer of the doo-wop group the Cadillacs and originally recorded by Barbie Gaye in 1956) became a worldwide hit after being released by Island on licence to Fontana in March 1964.",3,6,== Career == | === 1960s ===,870413,C,1,0,2
