sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Melvin Howard Tormé (September 13, 1925 – June 5, 1999), nicknamed ""The Velvet Fog"", was an American musician, singer, composer, arranger, drummer, actor, and author.",0,0,,376223,C,0,1,1
"He composed the music for ""The Christmas Song"" (""Chestnuts Roasting on an Open Fire"") and co-wrote the lyrics with Bob Wells.",1,0,,376223,C,1,0,1
==,0,1,== Early life ==,376223,N,0,0,0
Early life ==,1,1,== Early life ==,376223,N,0,0,0
"Melvin Howard Tormé was born in Chicago, Illinois, United States, to William David Torme, a Polish-Jewish immigrant, and Betty Torme (née Sopkin), a New York City native.",0,2,== Early life ==,376223,C,1,3,0
He graduated from Hyde Park High School.,1,2,== Early life ==,376223,N,0,0,0
"A child prodigy, he first performed professionally at age four with the Coon-Sanders Orchestra, singing ""You're Driving Me Crazy"" at Chicago's Blackhawk restaurant.",2,2,== Early life ==,376223,C,0,1,0
He played drums in the drum-and-bugle corps at Shakespeare Elementary School.,3,2,== Early life ==,376223,C,1,0,0
"From 1933 to 1941, he acted in the radio programs The Romance of Helen Trent and Jack Armstrong, the All-American Boy.",4,2,== Early life ==,376223,Y,1,1,1
He wrote his first song at 13.,5,2,== Early life ==,376223,N,0,0,0
"Three years later his first published song, ""Lament to Love"", became a hit for bandleader Harry James.",6,2,== Early life ==,376223,C,1,0,1
==,0,3,== Career ==,376223,N,0,0,0
Career ==,1,3,== Career ==,376223,N,0,0,0
===,0,4,== Career == | === Jazz music ===,376223,N,0,0,0
Jazz music ===,1,4,== Career == | === Jazz music ===,376223,N,0,0,0
"From 1942 to 1943, he was a member of a band led by Chico Marx of the Marx Brothers.",0,5,== Career == | === Jazz music ===,376223,C,2,0,1
"He was the singer, drummer, and also created some arrangements.",1,5,== Career == | === Jazz music ===,376223,N,0,0,0
"In 1943, Tormé made his movie debut in Frank Sinatra's first film, the musical Higher and Higher.",2,5,== Career == | === Jazz music ===,376223,C,1,0,1
His appearance in the 1947 film musical Good News made him a teen idol.,3,5,== Career == | === Jazz music ===,376223,C,1,0,1
"In 1944, he formed the vocal quintet Mel Tormé and His Mel-Tones, modeled on Frank Sinatra and The Pied Pipers.",4,5,== Career == | === Jazz music ===,376223,C,1,0,1
"The Mel-Tones, which included Les Baxter and Ginny O'Connor, had several hits fronting Artie Shaw's band and on their own, including Cole Porter's ""What Is This Thing Called Love?""",5,5,== Career == | === Jazz music ===,376223,C,5,0,0
"The Mel-Tones were among the first jazz-influenced vocal groups, blazing a path later followed by The Hi-Lo's, The Four Freshmen, and The Manhattan Transfer.",6,5,== Career == | === Jazz music ===,376223,N,0,0,0
"Tormé was discharged from the United States Army in 1946, and soon returned to a life of radio, television, movies, and music.",0,6,== Career == | === Jazz music ===,376223,C,0,0,1
"In 1947, he started a solo singing career.",1,6,== Career == | === Jazz music ===,376223,C,0,0,1
"His appearances at New York's Copacabana led local disc jockey Fred Robbins to give him the nickname ""The Velvet Fog"" in honor of his high tenor and smooth vocal style.",2,6,== Career == | === Jazz music ===,376223,C,1,2,0
Tormé detested the nickname.,3,6,== Career == | === Jazz music ===,376223,N,0,0,0
