sentences,sentenceIndex,paragraphIndex,section,wikiId
"Sam John Farrar (born June 29, 1978) is an American musician, singer and record producer.",0,0,N/A,2210403
"He is best known as a member of the pop rock band Maroon 5, in which he plays several instruments.",1,0,N/A,2210403
"A frequent collaborator with the band since the 1990s, he joined as a touring member in 2012 and was promoted to an official member in 2016.",2,0,N/A,2210403
He has also been the bassist for the rock band Phantom Planet since their formation in 1994.,3,0,N/A,2210403
==,0,1,== Musical career ==,2210403
Musical career ==,1,1,== Musical career ==,2210403
===,0,2,== Musical career == | === 1994–2012: Phantom Planet and other side projects ===,2210403
1994–2012:,1,2,== Musical career == | === 1994–2012: Phantom Planet and other side projects ===,2210403
Phantom Planet and other side projects ===,2,2,== Musical career == | === 1994–2012: Phantom Planet and other side projects ===,2210403
Farrar is the bass guitar player for the American rock band Phantom Planet.,0,3,== Musical career == | === 1994–2012: Phantom Planet and other side projects ===,2210403
He also joined the band Operation Aloha with members of Gomez and Maroon 5.,1,3,== Musical career == | === 1994–2012: Phantom Planet and other side projects ===,2210403
"He and his wife, Stephanie, have started their own music project, called Bubble and Strife.",2,3,== Musical career == | === 1994–2012: Phantom Planet and other side projects ===,2210403
=== 2012–present: Maroon 5,0,4,== Musical career == | === 2012–present: Maroon 5 ===,2210403
===,1,4,== Musical career == | === 2012–present: Maroon 5 ===,2210403
"In 2012, Farrar became a touring member of Maroon 5, playing various instruments, including guitars, bass guitar (occasionally), percussion and additional keyboards, singing backing vocals and providing samples and other special effects (using the MPC).",0,5,== Musical career == | === 2012–present: Maroon 5 ===,2210403
"He formerly co-wrote and co-produced a few of the band's songs on almost all of their studio albums and also remixed one of their songs, which is called ""Woman"", on Call and Response: The Remix Album, released in 2008.",0,6,== Musical career == | === 2012–present: Maroon 5 ===,2210403
"On August 31, 2012 - during a show in Argentina on the Overexposed Tour - Farrar filled-in for Mickey Madden on the bass guitar for the very first time.",1,6,== Musical career == | === 2012–present: Maroon 5 ===,2210403
He subsequently filled-in for Madden on the next few shows of the tour.,2,6,== Musical career == | === 2012–present: Maroon 5 ===,2210403
