sentences,sentenceIndex,paragraphIndex,section,wikiId
"James ""Blood"" Ulmer (born February 8, 1940) is an American jazz, free funk and blues guitarist and singer.",0,0,N/A,739770
Ulmer plays a Gibson Byrdland guitar.,1,0,N/A,739770
"His guitar sound has been described as ""jagged"" and ""stinging"".",2,0,N/A,739770
"His singing has been called ""raggedly soulful"".",3,0,N/A,739770
==,0,1,== Biography ==,739770
Biography ==,1,1,== Biography ==,739770
"Willie James Ulmer was born in St. Matthews, South Carolina, United States.",0,2,== Biography ==,739770
"He began his career playing with soul jazz ensembles, first in Pittsburgh, Pennsylvania, from 1959 to 1964, and then in the Columbus, Ohio from 1964 to 1967.",1,2,== Biography ==,739770
He recorded with organist Hank Marr in 1964 (released 1967).,2,2,== Biography ==,739770
"After moving to New York in 1971, Ulmer played with Art Blakey's Jazz Messengers, Joe Henderson, Paul Bley, Rashied Ali, and Larry Young.",3,2,== Biography ==,739770
"In the early 1970s, Ulmer joined Ornette Coleman; he was the first electric guitarist to record and tour extensively with Coleman.",4,2,== Biography ==,739770
He has credited Coleman as a major influence.,5,2,== Biography ==,739770
Coleman's reliance on electric guitar in his fusion-oriented recordings owes a debt to Ulmer.,6,2,== Biography ==,739770
"His appearance on Arthur Blythe's two consecutive Columbia albums, Lenox Avenue Breakdown (1979) and Illusions (1980), was followed by Ulmer's signing to that label.",0,3,== Biography ==,739770
"That resulted in three albums: Free Lancing, Black Rock, and Odyssey, which was the inaugural release of Odyssey The Band with drummer Warren Benbow and violinist Charles Burnham.",1,3,== Biography ==,739770
"The trio was called ""avant-gutbucket"" by music critic Bill Milkowski to describe the music as ""conjuring images of Skip James and Albert Ayler jamming on the Mississippi Delta.""",2,3,== Biography ==,739770
"Ulmer formed Music Revelation Ensemble around 1980, co-led with David Murray for the first decade and lasting into the 1990s.",0,4,== Biography ==,739770
"Later versions of the band included Arthur Blythe, Sam Rivers, Pharoah Sanders, and John Zorn.",1,4,== Biography ==,739770
In the 1980s he co-led the quartet Phalanx with saxophonist George Adams.,2,4,== Biography ==,739770
"Ulmer has recorded as a leader, including blues-oriented albums produced by Vernon Reid: Memphis Blood, No Escape from the Blues, Bad Blood in the City, and Birthright.",3,4,== Biography ==,739770
He was a judge for the 8th annual Independent Music Awards to support independent musicians.,0,5,== Biography ==,739770
"In a 2005 Down Beat interview, he said guitar technique stagnated after the death of Jimi Hendrix.",1,5,== Biography ==,739770
"He stated technique could advance ""if the guitar would stop following the piano"" and indicated he tunes his guitar strings to A. In 2009, Ulmer started the label American Revelation.",2,5,== Biography ==,739770
"In spring 2011, he joined James Carter's organ trio as a special guest with Nicholas Payton on trumpet for a six-night stand of performances at Blue Note New York.",3,5,== Biography ==,739770
==,0,6,== Discography ==,739770
Discography ==,1,6,== Discography ==,739770
===,0,7,== Discography == | === As leader ===,739770
As leader ===,1,7,== Discography == | === As leader ===,739770
"Tales of Captain Black (Artists House, 1979)",0,8,== Discography == | === As leader ===,739770
Are You Glad to Be in America?,0,9,== Discography == | === As leader ===,739770
"(Rough Trade, 1980)",1,9,== Discography == | === As leader ===,739770
"Free Lancing (Columbia, 1981)",0,10,== Discography == | === As leader ===,739770
"Black Rock (CBS, 1982)",0,11,== Discography == | === As leader ===,739770
"Odyssey (CBS, 1983)",0,12,== Discography == | === As leader ===,739770
"Part Time (Rough Trade, 1984)",0,13,== Discography == | === As leader ===,739770
"Live at the Caravan of Dreams (Caravan of Dreams, 1986)",0,14,== Discography == | === As leader ===,739770
America - Do You Remember the Love?,0,15,== Discography == | === As leader ===,739770
"(Blue Note, 1987)",1,15,== Discography == | === As leader ===,739770
"Blues Allnight (Bellaphon, 1990)",0,16,== Discography == | === As leader ===,739770
"Revealing (In+Out, 1990)",0,17,== Discography == | === As leader ===,739770
"Black and Blues (DIW, 1991)",0,18,== Discography == | === As leader ===,739770
"Blues Preacher (DIW, 1993)",0,19,== Discography == | === As leader ===,739770
"Live at the Bayerischer Hof (In+Out, 1994)",0,20,== Discography == | === As leader ===,739770
"Music Speaks Louder than Words (DIW, 1995)",0,21,== Discography == | === As leader ===,739770
"Plays the Music of Ornette Coleman (DIW, 1996)",0,22,== Discography == | === As leader ===,739770
"Harmolodic Guitar with Strings (DIW, 1997)",0,23,== Discography == | === As leader ===,739770
"Reunion (Knitting Factory, 1997)",0,24,== Discography == | === As leader ===,739770
"Forbidden Blues (DIW, 1998)",0,25,== Discography == | === As leader ===,739770
"Memphis Blood: The Sun Sessions (Label M, 2001)",0,26,== Discography == | === As leader ===,739770
"Blue Blood (Innerhythmic, 2001)",0,27,== Discography == | === As leader ===,739770
"No Escape from the Blues: The Electric Lady Sessions (Hyena, 2003)",0,28,== Discography == | === As leader ===,739770
"Back in Time (Pi, 2005)",0,29,== Discography == | === As leader ===,739770
"Birthright (Hyena, 2005)",0,30,== Discography == | === As leader ===,739770
"Bad Blood in the City: The Piety Street Sessions (Hyena, 2007)",0,31,== Discography == | === As leader ===,739770
"In and Out (In+Out, 2009)",0,32,== Discography == | === As leader ===,739770
"Black Rock Reunion (American Revelation, 2009)",0,33,== Discography == | === As leader ===,739770
"Blues Odyssey (American Revelation, 2010)",0,34,== Discography == | === As leader ===,739770
"Live at Birdland (American Revelation, 2010)",0,35,== Discography == | === As leader ===,739770
"Freelancing Live (American Revelation, 2013)With Music Revelation Ensemble",0,36,== Discography == | === As leader ===,739770
"No Wave (Moers, 1980)",0,37,== Discography == | === As leader ===,739770
"Music Revelation Ensemble (DIW, 1988)",0,38,== Discography == | === As leader ===,739770
"Elec. Jazz (DIW, 1990)",0,39,== Discography == | === As leader ===,739770
