sentences,sentenceIndex,paragraphIndex,section,wikiId
"E. Jane (born 1990), also known by their performance name MHYSA, is an American interdisciplinary new media artist and musician.",0,0,N/A,60964921
==,0,1,== Early life and education ==,60964921
Early life and education,1,1,== Early life and education ==,60964921
==,2,1,== Early life and education ==,60964921
"Jane was born in Bethesda, Maryland in 1990.",0,2,== Early life and education ==,60964921
Jane graduated from Marymount Manhattan College in 2012 with a Bachelor of Arts in art history.,1,2,== Early life and education ==,60964921
"In 2016, they graduated with a Master of Fine Arts in interdisciplinary art from the University of Pennsylvania School of Design.",2,2,== Early life and education ==,60964921
==,0,3,== Career ==,60964921
Career ==,1,3,== Career ==,60964921
"They have participated in various exhibitions and festivals internationally, including Wandering/WILDING: Blackness on the Internet at IMT Gallery in London in 2016, Post-Cyber Feminist International in 2017, and Glasgow International in 2018.",0,4,== Career ==,60964921
"They were based in Philadelphia, Pennsylvania.",1,4,== Career ==,60964921
"Jane is currently a 2019–2020 Artist-in-Residence at The Studio Museum in Harlem, and they are based in Brooklyn, New York.",2,4,== Career ==,60964921
===,0,5,== Career == | === MHYSA ===,60964921
MHYSA =,1,5,== Career == | === MHYSA ===,60964921
==,2,5,== Career == | === MHYSA ===,60964921
"Jane performs under the musical alter ego name, ""MHYSA.""",0,6,== Career == | === MHYSA ===,60964921
"MHYSA is also a part of the music duo SCRAAATCH, along with collaborator ""lawd knows"" (who also goes by ""chukwumaa"").",1,6,== Career == | === MHYSA ===,60964921
"In 2017, MHYSA released their debut album, fantasii.",2,6,== Career == | === MHYSA ===,60964921
"In February 2020, they released the album NEVAEH for Hyperdub.",3,6,== Career == | === MHYSA ===,60964921
"The New York Times has said MHYSA's work contains a ""wobbly, dreamy club sound.""",4,6,== Career == | === MHYSA ===,60964921
Others have noted the performance as referencing or being connected to 1990s R&B music.,5,6,== Career == | === MHYSA ===,60964921
"MHYSA has described themselves as ""an underground pop star for the cyber resistance.""",6,6,== Career == | === MHYSA ===,60964921
==,0,7,== Selected works ==,60964921
Selected works ==,1,7,== Selected works ==,60964921
===,0,8,== Selected works == | === Lavendra (2015–) ===,60964921
Lavendra (2015–),1,8,== Selected works == | === Lavendra (2015–) ===,60964921
===,2,8,== Selected works == | === Lavendra (2015–) ===,60964921
Lavendra is a multimedia installation.,0,9,== Selected works == | === Lavendra (2015–) ===,60964921
"It was displayed in exhibitions at the PennDesign MFA Program in 2015 and 2016, and as a solo exhibition at the Brooklyn gallery American Medium in 2017 and the Glasgow International in Scotland in 2018.",1,9,== Selected works == | === Lavendra (2015–) ===,60964921
"The installation includes references to 1990s R&B (rhythm and blues) divas, such as portrait collages of 1990s black female musicians and songs selected from the time.",2,9,== Selected works == | === Lavendra (2015–) ===,60964921
"Digital performances by MHYSA were shown on monitors, and the room was covered in purple light.",3,9,== Selected works == | === Lavendra (2015–) ===,60964921
===,0,10,== Selected works == | === Alive #NotYetDead (2015) ===,60964921
Alive #NotYetDead (2015),1,10,== Selected works == | === Alive #NotYetDead (2015) ===,60964921
===,2,10,== Selected works == | === Alive #NotYetDead (2015) ===,60964921
Alive was started in 2015 in response to the death of Sandra Bland.,0,11,== Selected works == | === Alive #NotYetDead (2015) ===,60964921
Bland was found hanged in a cell after a traffic arrest in 2015.,1,11,== Selected works == | === Alive #NotYetDead (2015) ===,60964921
"Jane created a photobooth background with the word ""ALIVE"" for black women to take pictures with and share on social media using the hashtag #notyetdead.",2,11,== Selected works == | === Alive #NotYetDead (2015) ===,60964921
These selfies were uploaded to a website and also displayed in an installation.,3,11,== Selected works == | === Alive #NotYetDead (2015) ===,60964921
==,0,12,== Personal life ==,60964921
Personal life ==,1,12,== Personal life ==,60964921
Jane uses they and them pronouns.,0,13,== Personal life ==,60964921
==,0,14,== Awards and honors ==,60964921
Awards and honors ==,1,14,== Awards and honors ==,60964921
"In 2016, they received the Wynn Newhouse Award.",0,15,== Awards and honors ==,60964921
