sentences,sentenceIndex,paragraphIndex,section,wikiId
"Izaly Iosifovich Zemtsovsky (Russian: Изалий Иосифович Земцовский; born February 22, 1936) is a Russian-born American ethnomusicologist.",0,0,N/A,35645891
He is a visiting professor at Stanford University.,1,0,N/A,35645891
"Zemtsovsky is known in ethnomusicology for his wide range of subjects of study, including the theory of melodic formulas, rhythmic formulas, comparative research of various regions of the world, study of musical universals and the importance of musical data in ethno-genetic reconstructions.",2,0,N/A,35645891
==,0,1,== Biography ==,35645891
Biography ==,1,1,== Biography ==,35645891
"Zemtsovsky proposed the notions of ""melosphere"", ""Homo musicus"", and proposed a new scholarly discipline, ethnogeomusicology, and a new research approach, known as ""historical morphology of the folk song"".",0,2,== Biography ==,35645891
"Zemtsovsky has been a lifelong advocate of Russian Soviet musicologist Boris Asafiev's ""intonation theory"" and contributed to its use at European and American universities.",1,2,== Biography ==,35645891
"He has lived in the US since 1994, teaching first at UCLA, then at the University of Wisconsin at Madison, Wisconsin, Berkeley, and now at Stanford University.",2,2,== Biography ==,35645891
"Zemtsovsky graduated from Leningrad Conservatory with degrees in ethnomusicology and composition, and graduated Leningrad University as a folklorist and linguist.",3,2,== Biography ==,35645891
"In the 1970s-1990s, Zemtsovsky was widely regarded as a key figure of Russian (and Soviet) ethnomusicology.",0,3,== Biography ==,35645891
"As a prolific teacher (for several decades he was a professor at the Leningrad State Institute of Theatre, Music and Cinema), he affected the formation of Russian and other ethnic schools of musicologists in former Soviet Union (including Baltic, Caucasian, and Central Asian republics, from the 1990s – independent states) and countries of the Eastern Europe.",1,3,== Biography ==,35645891
He maintains professional contacts with Russia.,2,3,== Biography ==,35645891
"Zemtsovsky is married to Alma Kunanbaeva, a Kazakh ethnomusicologist.",0,4,== Biography ==,35645891
Zemtsovsky is the author of over 20 books and over 500 articles on numerous European and Asian languages.,0,5,== Biography ==,35645891
"From 2006, Zemtsovsky is the director (and founder) of Silk Road House, a non-profit organization focused on the culture of the Silk Road, in Berkeley, California.",0,6,== Biography ==,35645891
In 2011 in recognition of his research activity and prolific teaching Zemtsovsky was awarded the Fumio Koizumi Prize for ethnomusicology.,0,7,== Biography ==,35645891
