sentences,sentenceIndex,paragraphIndex,section,wikiId
Jodie Ferneyhough is the current (as of 2008) President of the Canadian Music Publishers Association.,0,0,N/A,18199531
He was Creative Director for Universal Music Publishing Canada for almost a decade until leaving the company in 2001.,1,0,N/A,18199531
Ferneyhough joined UMPG-Canada in June 2001 as creative director and worked his way up to managing director.,0,1,N/A,18199531
"He was instrumental in the careers of such Canadian artists as k-os, Sam Roberts and Hedley.",1,1,N/A,18199531
"He also worked with established international acts Jann Arden, Shania Twain, and Avril Lavigne.",2,1,N/A,18199531
"Before joining Universal he was music publisher peermusic's creative director, and before that he worked in management, booking and as a festival and trade show coordinator.",3,1,N/A,18199531
"He told Billboard.biz that ""I've done pretty much everything there is in the business except for work for a record label"".",4,1,N/A,18199531
==,0,2,== Beginnings ==,18199531
Beginnings ==,1,2,== Beginnings ==,18199531
"Ferneyhough worked as an artist manager, promoter, tour agent, product buyer and warehouse clerk, throughout his long career, before he began his career in music publishing in 1989 at peermusic.",0,3,== Beginnings ==,18199531
==,0,4,== Artists ==,18199531
Artists ==,1,4,== Artists ==,18199531
"He has worked with such artists as Sam Roberts, KOS, Theory of a Deadman and Mobile, as well as such established musicians as Jann Arden, Shania Twain, Daniel Lavoie and Avril Lavigne.",0,5,== Artists ==,18199531
==,0,6,== Awards ==,18199531
Awards ==,1,6,== Awards ==,18199531
"He was named Canadian Music Publisher of the Year at the 2003 and 2005 CCMAs, as well as Publisher of the Year at the annual CMW Industry Awards in 2005.",0,7,== Awards ==,18199531
==,0,8,== Lecturer and guest speaker engagements ==,18199531
Lecturer and guest speaker engagements ==,1,8,== Lecturer and guest speaker engagements ==,18199531
"Ferneyhough has lectured at the Harris Institute for the Arts, the  Trebas Institute, the Canadian Design Academy and at the Osgoode Law School.",0,9,== Lecturer and guest speaker engagements ==,18199531
"He has been a guest speaker and panelist at the Canadian Music Week and NxNE Festivals in Toronto, the East Coast Music Awards, the Music West Festival in Vancouver, the CMJ in New York City and Concrete Foundations in Los Angeles.",1,9,== Lecturer and guest speaker engagements ==,18199531
==,0,10,== References ==,18199531
References ==,1,10,== References ==,18199531
==,0,11,== External links ==,18199531
External links ==,1,11,== External links ==,18199531
SOCAN Board of Directors website,0,12,== External links ==,18199531
Canadian songwriters website,0,13,== External links ==,18199531
Conference speaker at the CMW (2008),0,14,== External links ==,18199531
Atlantic Film site,0,15,== External links ==,18199531
