sentences,sentenceIndex,paragraphIndex,section,wikiId
"Jonathan Michael Batiste (born November 11, 1986) is an American musician, bandleader, and television personality.",0,0,N/A,16897736
"He has recorded and performed with artists in various genres of music (Stevie Wonder, Prince, Willie Nelson, Lenny Kravitz, Ed Sheeran, Roy Hargrove, and Mavis Staples), released his own recordings, and performed in more than 40 countries.",1,0,N/A,16897736
"Batiste regularly tours with his band Stay Human, and appears with them nightly as bandleader and musical director on The Late Show with Stephen Colbert since 2015.",2,0,N/A,16897736
Batiste also serves as the music director of The Atlantic and the Creative Director of the National Jazz Museum in Harlem.,3,0,N/A,16897736
"In 2020, he co-composed the score for  the Pixar animated film Soul, for which he received an Academy Award, a Golden Globe Award, and a BAFTA Film Award (all shared with Trent Reznor and Atticus Ross).",4,0,N/A,16897736
"As of 2021, Batiste has garnered 14 Grammy Award nominations.",5,0,N/A,16897736
==,0,1,== Early life and education ==,16897736
Early life and education,1,1,== Early life and education ==,16897736
==,2,1,== Early life and education ==,16897736
"Jon Batiste was born in Metairie, Louisiana in a Catholic family.",0,2,== Early life and education ==,16897736
"He grew up in Kenner, Louisiana.",1,2,== Early life and education ==,16897736
"Batiste is a member of a New Orleans musical dynasty, the Batiste family, that includes Lionel Batiste of the Treme Brass Band, Milton Batiste of the Olympia Brass Band, and Russell Batiste Jr.",2,2,== Early life and education ==,16897736
"At the age of 8, he played percussion and drums with his family's band, the Batiste Brothers Band.",3,2,== Early life and education ==,16897736
"At the age of 11, he switched to piano at his mother's suggestion.",4,2,== Early life and education ==,16897736
"Batiste developed his piano skills by taking classical music lessons and transcribing songs from video games such as Street Fighter Alpha, Final Fantasy VII and Sonic the Hedgehog.",5,2,== Early life and education ==,16897736
"At 17, Batiste released his debut album Times in New Orleans.",6,2,== Early life and education ==,16897736
He attended St. Augustine High School and New Orleans Center for Creative Arts with Trombone Shorty in New Orleans and graduated in 2004.,7,2,== Early life and education ==,16897736
"He then went on to attend the Juilliard School, receiving a Bachelor of Music in 2011 and a Master of Music in 2013.",8,2,== Early life and education ==,16897736
"While at Juilliard, he released his second album, Live in New York: At the Rubin Museum of Art.",9,2,== Early life and education ==,16897736
"By the end of 2006, Batiste had been a featured performer in South Africa, London, Lisbon, Spain, Paris and the United States.",10,2,== Early life and education ==,16897736
==,0,3,== Career ==,16897736
Career ==,1,3,== Career ==,16897736
"In 2007, Batiste made his debut at the Concertgebouw in Amsterdam at the age of 20, producing and performing his own show.",0,4,== Career ==,16897736
"He conducted music clinics, classes and workshops throughout the Netherlands in inner-city schools and underprivileged neighborhoods.",1,4,== Career ==,16897736
He was invited to Carnegie Hall to produce and perform in his own show with six young musicians from the Netherlands.,2,4,== Career ==,16897736
"The performance concluded with a finale he composed for choir, jazz combo and orchestral instruments.",3,4,== Career ==,16897736
"In the following years, Batiste released a number of music projects including Social Music (2013), which spent over a month at the top of the Billboard and iTunes jazz charts; The Late Show EP (2016) with Stay Human; and a holiday album Christmas with Jon Batiste (2016).",4,4,== Career ==,16897736
"In 2017, he released the singles ""Ohio"" with Leon Bridges and Gary Clark Jr. as well as ""Battle Hymn of the Republic"" for The Atlantic.",5,4,== Career ==,16897736
"Batiste's cover of ""St. James Infirmary Blues"" was nominated for a Grammy in 2019, in the category of Best American Roots Performance.",6,4,== Career ==,16897736
Batiste's debut solo album Hollywood Africans was released by Verve Records in September 2018.,7,4,== Career ==,16897736
"""Don't Stop"" served as the lead single.",8,4,== Career ==,16897736
"Leading up to the album release, he completed a Summer Festival tour across the U.S. with The Dap-Kings.",9,4,== Career ==,16897736
"Batiste's notable career performances include a tribute to Chuck Berry and Fats Domino during the 60th annual Grammy Awards (performing alongside Gary Clark Jr.); the Kennedy Center Honors' tribute to Carmen De Lavallade; the Concert for Peace and Justice in Montgomery, Alabama; the National Anthem at the 2017 NBA All Star Game; and Opening Night of the 2017 US Open.",0,5,== Career ==,16897736
"He has curated the Global Citizen Advocacy Concert with Tom Morello and the Louis Armstrong Wonderful World Festival in Queens, N.Y.",1,5,== Career ==,16897736
"Batiste was cast in the HBO television series Treme, appearing as himself in seasons 2, 3 and 4.",0,6,== Career ==,16897736
He was also cast as T.K. Hazelton in director Spike Lee's film Red Hook Summer and composed and performed the Hammond B-3 organ music that was a part of the film score.,1,6,== Career ==,16897736
Other film scores composed by Batiste include the television documentary Duke 91 & 92:,2,6,== Career ==,16897736
Back to Back and the short film Melody of Choice.,3,6,== Career ==,16897736
He also appears in the films Da Sweet Blood of Jesus by Spike Lee and Thrive by Paul Szynol.,4,6,== Career ==,16897736
===,0,7,== Career == | === Stay Human ===,16897736
Stay Human =,1,7,== Career == | === Stay Human ===,16897736
==,2,7,== Career == | === Stay Human ===,16897736
"In 2005, Batiste began performing regularly in New York with his Juilliard peers, bassist Phil Kuehn and drummer Joe Saylor.",0,8,== Career == | === Stay Human ===,16897736
He later added Eddie Barbash on alto saxophone and Ibanda Ruhumbika on tuba.,1,8,== Career == | === Stay Human ===,16897736
"Batiste named the band Stay Human, which draws its moniker from the belief that human interaction during a live musical performance can uplift humanity in the midst of the ""plug in, tune out"" nature of modern society.",2,8,== Career == | === Stay Human ===,16897736
"The band leads impromptu street performances, which Batiste calls ""love riots"".",3,8,== Career == | === Stay Human ===,16897736
"Notable artists were often seen accompanying Batiste, including Wynton Marsalis, The Potash Twins and more.",4,8,== Career == | === Stay Human ===,16897736
"In 2011, Stay Human released the album MY N.Y., which was recorded in its entirety on New York City Subway trains, an idea that came to Batiste after questioning how to connect with people.",5,8,== Career == | === Stay Human ===,16897736
"On April 22, 2017, the band played for the March for Science rally at the Washington Monument in Washington, D.C.",6,8,== Career == | === Stay Human ===,16897736
"In 2014, Batiste and Stay Human appeared on The Colbert Report to perform the group's single ""Express Yourself"", written and produced with Austin Bis.",7,8,== Career == | === Stay Human ===,16897736
===,0,9,== Career == | === The Late Show with Stephen Colbert ===,16897736
The Late Show with Stephen Colbert =,1,9,== Career == | === The Late Show with Stephen Colbert ===,16897736
==,2,9,== Career == | === The Late Show with Stephen Colbert ===,16897736
"On June 4, 2015, it was announced that Jon Batiste and Stay Human would serve as house band on The Late Show with Stephen Colbert.",0,10,== Career == | === The Late Show with Stephen Colbert ===,16897736
"The show premiered on CBS on September 8, 2015.",1,10,== Career == | === The Late Show with Stephen Colbert ===,16897736
"On the show, Batiste and Stay Human have performed alongside Billy Joel, Will Smith, Wynton Marsalis, John Legend, Grace VanderWaal, and Nas.",2,10,== Career == | === The Late Show with Stephen Colbert ===,16897736
===,0,11,== Career == | === Juneteenth celebration ===,16897736
Juneteenth celebration =,1,11,== Career == | === Juneteenth celebration ===,16897736
==,2,11,== Career == | === Juneteenth celebration ===,16897736
