sentences,sentenceIndex,paragraphIndex,section,wikiId
"Brian Vollmer (born June 30, 1955) is the lead singer and only remaining original member of Canadian hard rock group Helix.",0,0,N/A,25442944
"Since the band's inception in 1974, Vollmer had gone from lead singer to de facto leader of the band, weathering numerous lineup changes.",1,0,N/A,25442944
"Vollmer was born in Listowel, Ontario before relocating to Kitchener.",2,0,N/A,25442944
"He currently resides in London, Ontario with his wife, Lynda.",3,0,N/A,25442944
==,0,1,== Life and career ==,25442944
Life and career ==,1,1,== Life and career ==,25442944
===,0,2,== Life and career == | === Helix ===,25442944
Helix =,1,2,== Life and career == | === Helix ===,25442944
==,2,2,== Life and career == | === Helix ===,25442944
"Helix were formed in 1974 for a Battle of the Bands contest in Kitchener, Ontario, Canada by drummer Bruce Arnold.",0,3,== Life and career == | === Helix ===,25442944
"Their original name was the Helix Field Band, soon shortened to simply Helix.",1,3,== Life and career == | === Helix ===,25442944
"By 1976 the band lineup had solidified to include twins Brent ""The Doctor"" Doerner (guitar) & Brian Doerner (drums), as well as Paul Hackman (guitar) and Keith ""Bert"" Zurbrigg (bass).",2,3,== Life and career == | === Helix ===,25442944
"With management under Kitchener's William Seip, Helix released two independent albums on their own H&S Records, entitled Breaking Loose and White Lace & Black Leather, in 1979 and 1981 respectively.",3,3,== Life and career == | === Helix ===,25442944
"Their second album, White Lace & Black Leather saw more lineup changes, with Brian Vollmer now the last remaining original member.",4,3,== Life and career == | === Helix ===,25442944
"In 1983, Helix finally signed to Capitol Records after being rejected by them three times.",0,4,== Life and career == | === Helix ===,25442944
"In 1983 they released No Rest for the Wicked, their major label debut.",1,4,== Life and career == | === Helix ===,25442944
"The ""classic"" '80s lineup of Helix formed after this, now consisting of Brent Doerner, Paul Hackman, Greg ""Fritz"" Hinz (drums) and Daryl Gray (bass).",2,4,== Life and career == | === Helix ===,25442944
"This lineup recorded three more records for Capitol:  Walkin' the Razor's Edge (1984), Long Way to Heaven (1985), and Wild in the Streets (1987).",3,4,== Life and career == | === Helix ===,25442944
"By 1990, Brent Doerner had left the band, setting off a chain of member changes that would leave Vollmer as the sole constant member.",4,4,== Life and career == | === Helix ===,25442944
"The 1990s started off with the Back for Another Taste CD, and a special reunion show in Kitchener featuring Keith Zurbrigg and the Doerner brothers.",5,4,== Life and career == | === Helix ===,25442944
At this time Brian Vollmer began working on his first solo album.,6,4,== Life and career == | === Helix ===,25442944
