sentences,sentenceIndex,paragraphIndex,section,wikiId
"Peter Crossley-Holland (born 28 January 1916, London; died 27 April 2001, London) was a composer and ethnomusicologist.",0,0,N/A,46355037
He wrote several books on the music of Tibetan Buddhism and composed music in ethnic styles including Celtic.,1,0,N/A,46355037
==,0,1,== Early life and education ==,46355037
Early life and education,1,1,== Early life and education ==,46355037
==,2,1,== Early life and education ==,46355037
Crossley-Holland attended Abbotsholme School.,0,2,== Early life and education ==,46355037
"Although he was a keen pianist, he studied medicine not music at St John's College, Oxford, when he matriculated in 1933.",1,2,== Early life and education ==,46355037
"However, his composition ""Fantasy Quintet"" for piano and strings enjoyed a professional performance in Sheffield by George Linstead.",2,2,== Early life and education ==,46355037
"Further his ""Violin Sonata"" and ""Suite No. 1 for strings"", both composed in 1938, won him a composition scholarship at the Royal College of Music, where he was taught by John Ireland.",3,2,== Early life and education ==,46355037
He later he returned to Oxford for a B. Mus. degree.,4,2,== Early life and education ==,46355037
"His graduating piece was in the celtic style, ""A Song of Saint Columba.""",5,2,== Early life and education ==,46355037
==,0,3,== Career ==,46355037
Career ==,1,3,== Career ==,46355037
"From 1948, he was a producer for the BBC Radio classical music station called the Third Programme, until he moved to Germany from 1964 to 1966 where he was Assistant Director of the Institute for Musical Research in Berlin.",0,4,== Career ==,46355037
"After teaching assignments in Illinois and Hawaii universities, he was appointed Professor of Music (Ethnomusicology) at UCLA in 1969.",1,4,== Career ==,46355037
He retired in 1983 and moved to Wales.,2,4,== Career ==,46355037
==,0,5,== Compositions ==,46355037
Compositions ==,1,5,== Compositions ==,46355037
"In 1983, Robert Stevenson of UCLA listed 92 performed compositions by Crossley-Holland in ""Selected Reports in Ethnomusicology, Volume IV: Essays in Honour of Peter Crossley-Holland on his Sixty-Fifth Birthday"":",0,6,== Compositions ==,46355037
1933–1937 (14 works),0,7,== Compositions ==,46355037
1938–1943 (15),0,8,== Compositions ==,46355037
1943–1947 (16),0,9,== Compositions ==,46355037
"1948–1960 (49)After the publication of this Festschrift and his retirement from UCLA, he completed and performed an additional 16 works.",0,10,== Compositions ==,46355037
===,0,11,== Compositions == | === Symphony in D ===,46355037
Symphony in D =,1,11,== Compositions == | === Symphony in D ===,46355037
==,2,11,== Compositions == | === Symphony in D ===,46355037
The symphony was composed over the period 1988 to 1994.,0,12,== Compositions == | === Symphony in D ===,46355037
"It was recorded by the Royal Scottish National Orchestra, conducted by Martin Yates.",1,12,== Compositions == | === Symphony in D ===,46355037
"Writing for AllMusic, James Leonard criticised it saying ""...though well-composed and effectively orchestrated, lacks drive and cogency.",2,12,== Compositions == | === Symphony in D ===,46355037
"Each movement rolls forward without going anywhere in particular...""",3,12,== Compositions == | === Symphony in D ===,46355037
"Greenfield and Layton, writing in The Penguin Guide, were kinder, noting ""...the ideas unfolding inevitably and organically.",4,12,== Compositions == | === Symphony in D ===,46355037
The idiom is distinctly diatonic but there is a real sense of purpose.,5,12,== Compositions == | === Symphony in D ===,46355037
"He writes well for the orchestra and always holds the listener.""",6,12,== Compositions == | === Symphony in D ===,46355037
==,0,13,== Personal life ==,46355037
Personal life ==,1,13,== Personal life ==,46355037
He married Joan Mary Cowper in 1939.,0,14,== Personal life ==,46355037
"They had two children, Kevin and Sally.",1,14,== Personal life ==,46355037
"He set some of his son's poems to music; his final work, the song ""The Philosopher Bird"" has words by his son Kevin and is dedicated to his daughter Sally.",2,14,== Personal life ==,46355037
He and his wife were divorced in 1970.,3,14,== Personal life ==,46355037
"He subsequently married Dr. Nicole Crossley-Holland (née Marzac), a French medieval historian who has taught at Aberystwyth University since 1985.",4,14,== Personal life ==,46355037
"He died of a heart attack on 27 April 2001, age 85.",5,14,== Personal life ==,46355037
==,0,15,== References ==,46355037
References ==,1,15,== References ==,46355037
