sentences,sentenceIndex,paragraphIndex,section,wikiId
"Antonio Gino Bibalo (18 January 1922 – 20 June 2008) was an Italian-Norwegian pianist and composer of contemporary classical music, primarily operas.",0,0,N/A,23524405
==,0,1,== Biography ==,23524405
Biography ==,1,1,== Biography ==,23524405
Bibalo was born in Trieste and studied piano at the conservatory there.,0,2,== Biography ==,23524405
His path to Norway and a career as a composer was a convoluted one.,1,2,== Biography ==,23524405
During World War II he was drafted into the Italian army and ended up in military prison when he tried to desert.,2,2,== Biography ==,23524405
"He escaped from prison, was caught by the German army, and then forced to fight with them at Monte Cassino.",3,2,== Biography ==,23524405
"During the battle, he was captured by the American army and sent to the United States as a prisoner of war.",4,2,== Biography ==,23524405
"When he eventually returned to Trieste in 1946, he received his diploma from the conservatory and worked as a bar pianist to support himself.",5,2,== Biography ==,23524405
"He then walked to Marseille, hoping to study composition, but ended up in the French Foreign Legion and was sent to Oman where he was assigned to entertain in the officer's mess, and teach piano to their wives.",6,2,== Biography ==,23524405
Once again he escaped and eventually ended up in London in 1953 where he studied with Elisabeth Lutyens.,7,2,== Biography ==,23524405
In 1956 he settled in Norway.,8,2,== Biography ==,23524405
There he supported himself while composing by working as a music copyist and as bar pianist at the Grand Hotel in Oslo.,9,2,== Biography ==,23524405
Bibalo’s international breakthrough came with his opera The Smile at the Foot of the Ladder (1962) based on Henry Miller's novel; the world premiere in Hamburg in 1965 garnered considerable international media attention.,10,2,== Biography ==,23524405
"Bibalo followed up with another opera, Miss Julie (1975) based on August Strindberg's play.",11,2,== Biography ==,23524405
"In 1990, Bibalo received a commission for the opera Ghosts, premiered at the opera of Kiel in the same year.",12,2,== Biography ==,23524405
"1990 saw the world premiere of another key Bibalo opera, Macbeth, staged at the ISCM World Music Days in Oslo.",13,2,== Biography ==,23524405
The remainder of Bibalo’s compositional output is predominantly instrumental.,14,2,== Biography ==,23524405
Bibalo wrote two piano concertos and two symphonies.,15,2,== Biography ==,23524405
"For his own instrument, the piano, he wrote a number of sonatas and a suite.",16,2,== Biography ==,23524405
"Central works in Bibalo’s chamber music production includes Autunnale (1968), The Savage"" (1983), 2 wind quintets as well as a string quartet.",17,2,== Biography ==,23524405
"In 1992 Bibalo was awarded the Royal Norwegian Order of Saint Olav, first class.",18,2,== Biography ==,23524405
He was also awarded the Lindeman Prize in 1992.,19,2,== Biography ==,23524405
Antonio Bibalo died on 20 June 2008 in his adopted city of Larvik at the age of 86.,20,2,== Biography ==,23524405
==,0,3,== Production ==,23524405
Production ==,1,3,== Production ==,23524405
