sentences,sentenceIndex,paragraphIndex,section,wikiId
Humphrey Searle (26 August 1915 – 12 May 1982) was an English composer and writer on music.,0,0,N/A,905217
"His music combines aspects of late Romanticism and modernist serialism, particularly reminiscent of his primary influences, Franz Liszt, Arnold Schoenberg and Anton Webern, who was briefly his teacher.",1,0,N/A,905217
"As a writer on music, Searle published texts on numerous topics; he was an authority on the music of Franz Liszt, and created the initial cataloguing system for his works.",2,0,N/A,905217
==,0,1,== Biography ==,905217
Biography ==,1,1,== Biography ==,905217
"Searle was the son of Humphrey and Charlotte Searle and, through his mother, a grandson of Sir William Schlich.",0,2,== Biography ==,905217
"He was born in Oxford where he was a classics scholar before studying—somewhat hesitantly—with John Ireland at the Royal College of Music in London, after which he went to Vienna on a six-month scholarship to become a private pupil of Anton Webern, which became decisive in his composition career.",1,2,== Biography ==,905217
"Searle was one of the foremost pioneers of serial music in the United Kingdom, and used his role as a producer at the BBC from 1946 to 1948 to promote it.",2,2,== Biography ==,905217
He was General Secretary of the International Society for Contemporary Music from 1947 to 1949.,3,2,== Biography ==,905217
"He accepted this post with the encouragement of the new president, Edward Clark.",4,2,== Biography ==,905217
"For Clark, he composed the Quartet for Clarinet, Bassoon, Violin and Viola, Op.",5,2,== Biography ==,905217
"12, a musical palindrome.",6,2,== Biography ==,905217
"Searle wrote his Piano Sonata, Op.",7,2,== Biography ==,905217
"21 for a recital at the Wigmore Hall on 22 October 1951, given by the Australian pianist Gordon Watson to celebrate the 140th anniversary of the birth of Franz Liszt.",8,2,== Biography ==,905217
(Watson also performed the complete Transcendental Études on that occasion.),9,2,== Biography ==,905217
"The Sonata was loosely based on Liszt's Sonata in B minor and has been described as ""probably, both the finest and most original piano work ever produced by a British composer"".",10,2,== Biography ==,905217
"Searle taught throughout his life, with students that include Michael Finnissy, Jonathan Elias, Nicola LeFanu and Wolfgang Rihm.",11,2,== Biography ==,905217
"Other works of note include a Poem for 22 Strings (1950), premiered at Darmstadt, a Gogol opera, The Diary of a Madman (1958, awarded the first prize at UNESCO's International Rostrum of Composers in 1960), and five symphonies (the first of which was commercially recorded by the London Philharmonic Orchestra conducted by Sir Adrian Boult).",12,2,== Biography ==,905217
"Searle also contributed humorous compositions to some of the Hoffnung Music Festivals, including a setting of Young Lochinvar and a parody of serialism, Punkt Kontrapunkt.",0,3,== Biography ==,905217
Searle wrote the monographs Twentieth Century Counterpoint and The Music of Franz Liszt.,1,3,== Biography ==,905217
"He also developed the most authoritative catalogue of Liszt's works, which are frequently identified using Searle's numbering system, abbreviated as ""S."".",2,3,== Biography ==,905217
"He also composed film scores, including music for The Baby and the Battleship (1956), Beyond Mombasa (1956), Action of the Tiger (1957), The Abominable Snowman (1957), Law and Disorder (1958), Left Right and Centre (1959), October Moth (1960) and The Haunting (1963), as well the 1965 Doctor",0,4,== Biography ==,905217
Who serial The Myth Makers.,1,4,== Biography ==,905217
"Among his notable pupils were composers Hugh Davidson, Brian Elias, Michael Finnissy, Alistair Hinton, Geoffrey King, and Graham Newcater.",2,4,== Biography ==,905217
See: List of music students by teacher:,3,4,== Biography ==,905217
R to S#Humphrey Searle.,4,4,== Biography ==,905217
Searle married Fiona Nicholson in 1960.,0,5,== Biography ==,905217
"He died in London in 1982, aged 66.",1,5,== Biography ==,905217
==,0,6,== List of works ==,905217
List of works ==,1,6,== List of works ==,905217
Source,0,7,== List of works ==,905217
==,0,8,== Selected bibliography ==,905217
Selected bibliography ==,1,8,== Selected bibliography ==,905217
Source,0,9,== Selected bibliography ==,905217
"Searle, Humphrey (1954).",0,10,== Selected bibliography ==,905217
The Music of Liszt.,1,10,== Selected bibliography ==,905217
London: Williams & Norgate.,2,10,== Selected bibliography ==,905217
OCLC 1150845218.,3,10,== Selected bibliography ==,905217
——.,0,11,== Selected bibliography ==,905217
Twentieth Century Counterpoint.,1,11,== Selected bibliography ==,905217
New York: John De Graff Inc.,2,11,== Selected bibliography ==,905217
—— (1958).,0,12,== Selected bibliography ==,905217
Ballet Music: An Introduction.,1,12,== Selected bibliography ==,905217
New York: Dover Publications Inc.,2,12,== Selected bibliography ==,905217
==,0,13,== References ==,905217
References ==,1,13,== References ==,905217
==,0,14,== Sources ==,905217
Sources ==,1,14,== Sources ==,905217
"Mason, Colin (2001).",0,15,== Sources ==,905217
"""Searle, Humphrey"".",1,15,== Sources ==,905217
Grove Music Online.,2,15,== Sources ==,905217
Revised by Hugo Cole and David C.F. Wright.,3,15,== Sources ==,905217
Oxford: Oxford University Press.,4,15,== Sources ==,905217
doi:10.1093/gmo/9781561592630.article.25279.,5,15,== Sources ==,905217
(subscription or UK public library membership required),6,15,== Sources ==,905217
"Watson, Derek (6 January 2011)",0,16,== Sources ==,905217
[23 September 2004].,1,16,== Sources ==,905217
"""Searle, Humphrey"".",2,16,== Sources ==,905217
Oxford Dictionary of National Biography.,3,16,== Sources ==,905217
Oxford: Oxford University Press.,4,16,== Sources ==,905217
doi:10.1093/ref:odnb/31668.,5,16,== Sources ==,905217
(subscription or UK public library membership required),6,16,== Sources ==,905217
==,0,17,== External links ==,905217
External links ==,1,17,== External links ==,905217
Humphrey Searle: British Composer (1915–1982),0,18,== External links ==,905217
"Humphrey Searle, profile by Robert Clements, Classical Net",0,19,== External links ==,905217
Humphrey Searle at IMDb,0,20,== External links ==,905217
Images of Humphrey Searle on the National Portrait Gallery website,0,21,== External links ==,905217
