sentences,sentenceIndex,paragraphIndex,section,wikiId
"Elizabeth Mary Landreaux (March 31, 1895 – March 17, 1963), known by the stage name Lizzie Miles, was an Afro-Creole blues singer in the United States.",0,0,N/A,171888
==,0,1,== Biography ==,171888
Biography ==,1,1,== Biography ==,171888
"Miles was born in the Faubourg Marigny neighborhood of New Orleans, Louisiana, in an Afro-Creole Kouri-Vini (Louisiana Creole) speaking family.",0,2,== Biography ==,171888
"As a child, she sang in her Catholic church and performed at parties and dances.",1,2,== Biography ==,171888
"She worked with Joe Oliver, Kid Ory, Bunk Johnson, and A.J. Piron from 1909 to 1911.",2,2,== Biography ==,171888
"She then toured the South, performing in theaters, circuses, and with minstrel shows owned/managed by J. Augustus Jones, Elmer H. Jones and their family.",3,2,== Biography ==,171888
"In 1917 she sang in Chicago with Manuel Manetta, and then, in 1921 with Freddie Keppard, Charlie Elgar, and again with Oliver.",4,2,== Biography ==,171888
She moved to New York and made her first phonograph recordings in 1922.,5,2,== Biography ==,171888
"They were blues songs, but she did not like to be referred to as a blues singer since she sang a wide repertoire.",6,2,== Biography ==,171888
Miles toured Europe in 1924 and 1925 and then returned to New York and worked in clubs from 1926 to 1931.,0,3,== Biography ==,171888
"During this time she worked with her half-brother, Herb Morand.",1,3,== Biography ==,171888
"Miles recorded as leader of a trio with Oliver, and in a duo with Jelly Roll Morton.",2,3,== Biography ==,171888
There is uncertainty in that some sources suggest that several of the Miss Frankie recordings were the work of Lizzie Miles.,3,3,== Biography ==,171888
"This particularly applies to the tracks ""When You Get Tired of Your New Sweetie"", and ""Shooting Star Blues"", issued on Conqueror Records (January 1928).",4,3,== Biography ==,171888
"She suffered a serious illness and retired from the music industry in the 1930s, not before she recorded ""My Man o' War"", described by one music journalist as ""a composition stuffed with rococo suggestiveness"".",5,3,== Biography ==,171888
"Despite her illness, Miles appeared in two films in the early 1930s.",6,3,== Biography ==,171888
"She began working regularly again in 1935, performing with Paul Barbarin at the Strollers Club in New York.",7,3,== Biography ==,171888
She sang with Fats Waller in 1938 and then worked in Chicago until she left music in 1942.,8,3,== Biography ==,171888
"In 1950, Miles lived in California where she sang with George Lewis in 1953 and 1954.",0,4,== Biography ==,171888
"She performed and spent time with Bob Scobey in Las Vegas, Nevada, from 1955 to 1957.",1,4,== Biography ==,171888
She sang with Joe Darensbourg in Chicago in 1958 and 1959.,2,4,== Biography ==,171888
"She returned to New Orleans, where she appeared with Freddie Kohlman and Paul Barbarin.",3,4,== Biography ==,171888
"She recorded with several Dixieland and traditional jazz bands, appeared at the Monterey Jazz Festival in 1958, and made regular radio broadcasts before retiring in 1959.",4,4,== Biography ==,171888
"In 1959 she quit singing, except for gospel music.",0,5,== Biography ==,171888
"She died of a heart attack, in March 1963, in New Orleans and was buried there in Saint Louis Cemetery No. 3.",1,5,== Biography ==,171888
"Woody Allen included her version of ""A Good Man Is Hard to Find"" on the soundtrack of his 2013 film Blue Jasmine.",2,5,== Biography ==,171888
"Her half-sister, Edna Hicks, was also a blues singer.",3,5,== Biography ==,171888
==,0,6,== Personal life ==,171888
Personal life ==,1,6,== Personal life ==,171888
"She married August Pajaud in New Orleans, Louisiana on May 9, 1912.",0,7,== Personal life ==,171888
The marriage certificate indicates that she was 19 [sic].,1,7,== Personal life ==,171888
"She married John C. Miles, from whom she took her stage name, in Norfolk, Virginia in 1914.",2,7,== Personal life ==,171888
He was a bandleader also working for the Jones brothers.,3,7,== Personal life ==,171888
"J.C. Miles died of Spanish flu in Shreveport, Louisiana on October 19, 1918 while on tour and was buried in Crown Hill Cemetery, Indianapolis, Indiana.",4,7,== Personal life ==,171888
==,0,8,== Selected discography ==,171888
Selected discography ==,1,8,== Selected discography ==,171888
===,0,9,== Selected discography == | === Singles released in 1922 ===,171888
Singles released in 1922 ===,1,9,== Selected discography == | === Singles released in 1922 ===,171888
The following singles were all released in 1922 by Okeh Records:,0,10,== Selected discography == | === Singles released in 1922 ===,171888
"""Wicked Blues""",0,11,== Selected discography == | === Singles released in 1922 ===,171888
"""Take It 'Cause It's All Yours""",0,12,== Selected discography == | === Singles released in 1922 ===,171888
"""Lonesome Monday Morning Blues""",0,13,== Selected discography == | === Singles released in 1922 ===,171888
"""Please Don't Tickle Me, Babe""",0,14,== Selected discography == | === Singles released in 1922 ===,171888
"""He May Be Your Man, but He Comes to See Me Sometimes""",0,15,== Selected discography == | === Singles released in 1922 ===,171888
"""Muscle Shoals Blues""",0,16,== Selected discography == | === Singles released in 1922 ===,171888
"""She Walked Right Up and Took My Man""",0,17,== Selected discography == | === Singles released in 1922 ===,171888
