sentences,sentenceIndex,paragraphIndex,section,wikiId
"Hillard ""Sweet Pea"" Atkinson (September 20, 1945 – May 5, 2020) was an American R&B singer known as one of the vocalists for the band Was (Not Was).",0,0,N/A,53634023
==,0,1,== Biography ==,53634023
Biography ==,1,1,== Biography ==,53634023
"Atkinson was born in Oberlin, Ohio, and moved to Detroit as a child.",0,2,== Biography ==,53634023
"He worked at the Chrysler factory, and sang with colleagues in a local band, Hi Energy.",1,2,== Biography ==,53634023
"He met Don Was in the late 1970s, when he was rehearsing at the studio used by Was.",2,2,== Biography ==,53634023
Atkinson joined Was (Not Was) as joint lead vocalist alongside Harry Bowens.,3,2,== Biography ==,53634023
He also featured on some of the band's most successful recordings.,4,2,== Biography ==,53634023
"In 1982, shortly after the release of the first Was (Not Was) album, he recorded and released his first solo album, Don't Walk Away.",5,2,== Biography ==,53634023
The album was co-produced by David and Don Was.,6,2,== Biography ==,53634023
"In 1997, along with Kris Kristofferson, Atkinson starred in a 15-minute short film included on Don Was' album Forever's a Long, Long Time, which Was released under the alias Orquestra Was.",7,2,== Biography ==,53634023
"Atkinson also performed as lead vocalist on most of the songs on the album, on which Was interprets songs by Hank Williams.",8,2,== Biography ==,53634023
"Atkinson later joined forces with blues guitarist Randy Jacobs – also a longtime Was (Not Was) session guitarist who co-wrote the band's most successful hit, ""Walk the Dinosaur"" – in a band called the Boneshakers.",9,2,== Biography ==,53634023
"Together they released three albums, two of which were studio recordings: Book of Spells in 1997 and Shake the Planet in 1999, both on Point Blank Records.",10,2,== Biography ==,53634023
"The third album was Live in Seattle, with saxophonist Mindi Abair, which was released on Concord Records.",11,2,== Biography ==,53634023
Two more albums were credited to Mindi Abair and the Boneshakers: The EastWest Sessions (2017) and All I Got for Christmas Is the Blues (2018).,12,2,== Biography ==,53634023
"Atkinson also toured for ten years with Lyle Lovett, and sang on recordings by Bonnie Raitt, Bob Dylan, Elton John, Brian Wilson, Willie Nelson, Iggy Pop, Jackson Browne, Jimmy Barnes, and many others.",13,2,== Biography ==,53634023
==,0,3,== Death ==,53634023
Death ==,1,3,== Death ==,53634023
"He died on May 5, 2020 from a heart attack in Los Angeles, aged 74.",0,4,== Death ==,53634023
==,0,5,== Reviews ==,53634023
Reviews ==,1,5,== Reviews ==,53634023
"Robert Christgau gave Don't Walk Away an A– grade, writing, ""Trouper that he is, Atkinson will sing any nonsense [the Was brothers] hand him, but he obviously finds his truth in Dionne Warwick, the Tymes, General Johnson, and Eddie Rabbitt, and I'll go along with that.""",0,6,== Reviews ==,53634023
AllMusic's William Ruhlmann gave the album 3 stars out of 5.,1,6,== Reviews ==,53634023
"In his review, Ruhlmann wrote that ""For all intents and purposes, this is a Was (Not Was) record"" and that ""mostly this record has the same sarcastic undercurrent of most of Was (Not Was)'s product.""",2,6,== Reviews ==,53634023
==,0,7,== Solo discography ==,53634023
Solo discography ==,1,7,== Solo discography ==,53634023
"Don't Walk Away (Island, 1982)",0,8,== Solo discography ==,53634023
Get What You Deserve (2017),0,9,== Solo discography ==,53634023
===,0,10,== Solo discography == | === Singles ===,53634023
Singles =,1,10,== Solo discography == | === Singles ===,53634023
==,2,10,== Solo discography == | === Singles ===,53634023
"""Dance or Die"" (number 27 on Billboard Dance Club Songs, 1982)",0,11,== Solo discography == | === Singles ===,53634023
==,0,12,== References ==,53634023
References ==,1,12,== References ==,53634023
==,0,13,== External links ==,53634023
External links ==,1,13,== External links ==,53634023
Sweet Pea Atkinson discography at Discogs,0,14,== External links ==,53634023
