sentences,sentenceIndex,paragraphIndex,section,wikiId
"Bob Bain (26 January 1924 – 21 June 2018) was an American guitarist mainly known for his film music contributions, including “Dr. Zhivago” (1965), where he played the balalaika in the score for certain scenes where “Lara’s Theme” is heard.",0,0,N/A,60068533
"A long time collaborator with composer Henry Mancini, he is also credited with the instantly recognisable guitar introduction to the theme from the popular 1950's television private detective series ""Peter Gunn"".",1,0,N/A,60068533
The soundtrack album from the series features several other memorable contributions of Bain's.,2,0,N/A,60068533
"Bain also contributed guitar on another of Mancini's significant soundtrack albums, the musical score to the movie ""Breakfast at Tiffany's"", as well as playing on the soundtrack to the television Western series ""Bonanza"".",3,0,N/A,60068533
Bain's professional career began in the 1940's playing guitar in popular big band outfits led by Tommy Dorsey and Bob Crosby.,4,0,N/A,60068533
"He is credited with guitar on one of Dorsey's biggest hits, ""Opus No. 1"".",5,0,N/A,60068533
"He was an unusually early adopter of the electric guitar, playing an early Gibson Les Paul model before switching to a modified 1953 Fender Telecaster.",6,0,N/A,60068533
"Like most jazz guitarists, he also favoured semi-acoustic models such as the Gibson L-5 and ES-150.",7,0,N/A,60068533
==,0,1,== Discography ==,60068533
Discography ==,1,1,== Discography ==,60068533
1958: Rockin' Rollin' Strollin'  (Capitol),0,2,== Discography ==,60068533
1958:,0,3,== Discography ==,60068533
"Theme from ""Peter Gunn"" (RCA)",1,3,== Discography ==,60068533
1960:,0,4,== Discography ==,60068533
Latin Love	(Capitol),1,4,== Discography ==,60068533
1960:,0,5,== Discography ==,60068533
Guitar De Amor	(Capitol),1,5,== Discography ==,60068533
2014:,0,6,== Discography ==,60068533
The Guitars of Bob Bain (Blue Moon Producciones Discográficas S.L.),1,6,== Discography ==,60068533
==,0,7,== References ==,60068533
References ==,1,7,== References ==,60068533
==,0,8,== External links ==,60068533
External links ==,1,8,== External links ==,60068533
Bob Bain entry at IMDb,0,9,== External links ==,60068533
