sentences,sentenceIndex,paragraphIndex,section,wikiId
"Natalie Gioia is an electronic music vocalist and songwriter, based in Kyiv, Ukraine.",0,0,N/A,41671416
"Natalie grew up in the small town of Armavir, Russia.",0,1,N/A,41671416
"At the age of 16, Natalie decided to try herself as a vocalist.",1,1,N/A,41671416
"Later, when she reached 20, she was invited as a solo singer to Japan's tour with show ballet Bourgeois.",2,1,N/A,41671416
Tunisia was the next step in her career.,3,1,N/A,41671416
"Touring in the African country, Natalie met  Italian impresario Flavio Demichelis, who invited her to collaborate in Italy.",4,1,N/A,41671416
In the 2006 she signed contract and later released a new song Che donna vorei.,5,1,N/A,41671416
It was success in the eyes of critics.,6,1,N/A,41671416
"In the 2009 Natalie came to Ukraine, where she met her love.",7,1,N/A,41671416
This fact influenced Natalie's music tastes and she tried to sing on the EDM tracks.,8,1,N/A,41671416
"After her first EDM collaboration was released through Angelu music label, Natalie immediately caught the attention of producers like EDU and Tucandeo, what developed her professionalism in this genre of music.",9,1,N/A,41671416
"Understanding this song are not the ones, which could be the center of her music career, she started to collaborate with Alex M.O.R.P.H.",10,1,N/A,41671416
"As the result, track Dreams was released on the A State of Trance (Armada) label.",11,1,N/A,41671416
Dreams of Alex and Natalie reached TOP5 tracks (Beatport.com Trance Chart) and was included to the Universal Religion Chapter 7 (by Armin van Buuren).,12,1,N/A,41671416
==,0,2,== Discography ==,41671416
Discography ==,1,2,== Discography ==,41671416
===,0,3,== Discography == | === Singles ===,41671416
Singles =,1,3,== Discography == | === Singles ===,41671416
==,2,3,== Discography == | === Singles ===,41671416
==,0,4,== Awards and nominations ==,41671416
Awards and nominations ==,1,4,== Awards and nominations ==,41671416
"No. 22 Future Sound Of Egypt, Wonder of the Year 2019 (by Aly & Fila) with the track ""Save The World""27 A State of Trance, Tune of the Year 2019 (by Armin van Buuren) with the track ""One Million Seconds""",0,5,== Awards and nominations ==,41671416
"18 A State of Trance, Tune of the Year 2018 (by Armin van Buuren) with the track ""For The One You Love""",0,6,== Awards and nominations ==,41671416
"3 A State of Trance, Tune of the Year 2014 (by Armin van Buuren) with the track ""The Reason""",0,7,== Awards and nominations ==,41671416
No. 21,0,8,== Awards and nominations ==,41671416
"A State of Trance, Tune of the Year 2014 (by Armin van Buuren) with the track ""My Heaven""",1,8,== Awards and nominations ==,41671416
No. 7,0,9,== Awards and nominations ==,41671416
"A State of Trance, Tune of the Year 2013 (by Armin van Buuren) with the track ""Dreams""",1,9,== Awards and nominations ==,41671416
==,0,10,== References ==,41671416
References ==,1,10,== References ==,41671416
==,0,11,== External links ==,41671416
External links ==,1,11,== External links ==,41671416
Natalie Gioia Soundcloud Page,0,12,== External links ==,41671416
Natalie Gioia Facebook Page,0,13,== External links ==,41671416
Natalie Gioia Twitter Page,0,14,== External links ==,41671416
Natalie Gioia YouTube Account,0,15,== External links ==,41671416
