sentences,sentenceIndex,paragraphIndex,section,wikiId
"Donald Theodore Kent (April 20, 1944 – August 9, 2015) was an American collector of blues and bluegrass recordings, a founder and owner of record labels (such as Mamlish Records, Country Turtle Records, and Flying Crow Records), and a much sought-after writer of liner notes not only on his own labels' issues but also on others', such as Yazoo Records.",0,0,N/A,7219379
Many of the blues reissue albums of the 1960s and 1970s use 78-rpm records from his large collection.,1,0,N/A,7219379
"Kent was born in Chicago, Illinois.",2,0,N/A,7219379
He was employed as a social worker in the New York City Department of Social Services.,3,0,N/A,7219379
"In the 1960s he was a member of the so-called Blues Mafia in New York City, a group of blues enthusiasts, whose other members were Steve Calt (author of liner notes and books), Samuel Charters (RBF Records), Lawrence ""Larry"" Cohn (CBS/Epic, Columbia/Sony Records), John Fahey (also known as Blind Joe Death, Takoma Records), Michael Stewart (also known as Backwards Sam Firk), Stefan Grossman (also known as Kid Future, Kicking Mule Records), Tom Hoskins (also known as Fang, who ""rediscovered""  Mississippi John Hurt), Bernie Klatzko (Herwin Records), Jim McKune, Nick Perls (Yazoo and Blue Goose Records), Phil Spiro (who, along with Nick Perls and Dick Waterman, ""rediscovered"" Eddie ""Son"" House) and Pete Whelan (Origin Jazz Library).",4,0,N/A,7219379
"He died at the Regional Medical Center in Spartanburg, South Carolina, aged 71.",0,1,N/A,7219379
==,0,2,== References ==,7219379
References ==,1,2,== References ==,7219379
==,0,3,== External links ==,7219379
External links ==,1,3,== External links ==,7219379
"John Jeremiah Sullivan, ""The Listener"", New York Times, 14 August 2015",0,4,== External links ==,7219379
Illustrated Mamlish Records discography,0,5,== External links ==,7219379
Illustrated Country Turtle Records discography,0,6,== External links ==,7219379
