sentences,sentenceIndex,paragraphIndex,section,wikiId
"Radojka Adžić (Serbian Cyrillic: Радојка Аџић; born 21 May 1976), better known as Dara Bubamara, is a Serbian singer and media personality from Novi Sad.",0,0,N/A,5084342
==,0,1,== Life and career ==,5084342
Life and career ==,1,1,== Life and career ==,5084342
"Born on May 21, 1976, in Novi Sad, Radojka Adžić was raised in a working-class family as the oldest child to her brother.",0,2,== Life and career ==,5084342
"She demonstrated her music abilities from an early age, appearing on popular televised variety shows and competing in children's music festivals such as Zmaj Children Games, where she took first prize.",1,2,== Life and career ==,5084342
"Adžić debuted on the music scene in 1989 as a member of Vojvodina based Dara Bubamara Show band, from which she got her stage name.",2,2,== Life and career ==,5084342
"As her popularity with the band grew, Dara eventually decided to pursue a solo career in 1994 when she released her first album under PGP-RTS.",3,2,== Life and career ==,5084342
"With stand-out hits like: ""Ja neću da ga vidim"", ""Polje jagoda"", ""Vero nevero"", ""Javite mi, javite"" and ""Zidovi"" she became one of the most popular Serbian pop-folk singers.",4,2,== Life and career ==,5084342
"Her 2007 album, titled Dodirni me, was sold in close to 300,000 copies.",5,2,== Life and career ==,5084342
"During the 2010s, she rebranded herself to a more urban image by collaborating with hip hop producers Rasta and Coby on her singles such as ""Opasan"", ""Karera"" (2014) and ""Nevolja"" (2016).",6,2,== Life and career ==,5084342
"To celebrate close to thirty years of career, in April 2018 Dara held a concert in Belgrade Arena.",7,2,== Life and career ==,5084342
"Additionally, she appeared as a contestant on the third Serbian season of Your Face Sounds Familiar in 2016, finishing in eighth place.",8,2,== Life and career ==,5084342
"Between 2016 and 2017, Dara also served as a judge on the singing competition Pinkove Zvezde.",9,2,== Life and career ==,5084342
"Between 2002 and 2007, Adžić was married to controversial businessman, Lazar Dugalić.",0,3,== Life and career ==,5084342
"She then got married to Serbian-born French businessman, Milan Kesić, with whom she has a son, named Konstantin (b. 2009).",1,3,== Life and career ==,5084342
"In 2016, Dara stated that she divorced from her second husband.",2,3,== Life and career ==,5084342
"Over the years, Dara has also been involved in several sex scandals in which her explicit personal content leaked to the public, like the 2015 case when her private photos were published by tabloids.",3,3,== Life and career ==,5084342
==,0,4,== Discography ==,5084342
Discography ==,1,4,== Discography ==,5084342
Dara Bubamara Show BandKošava sa,0,5,== Discography ==,5084342
Dunava (1993)Solo studio albumsDosada (1995),1,5,== Discography ==,5084342
Dara Bubamara (1996),0,6,== Discography ==,5084342
Dunav (1997),0,7,== Discography ==,5084342
Dara (1999),0,8,== Discography ==,5084342
Dvojnica (2001),0,9,== Discography ==,5084342
Dara Bubamara (2003),0,10,== Discography ==,5084342
Polje jagoda (2003),0,11,== Discography ==,5084342
Bez milosti (2005),0,12,== Discography ==,5084342
Dodirni me (2007),0,13,== Discography ==,5084342
Sangrija (2010),0,14,== Discography ==,5084342
Dara 2013 (2013),0,15,== Discography ==,5084342
Biografija (2017),0,16,== Discography ==,5084342
