sentences,sentenceIndex,paragraphIndex,section,wikiId
"Ted Dwane (born Edward James Milton Dwane, 15 August 1984) is a British musician and photographer, best known for being the bassist of the Grammy Award-winning British folk rock band Mumford & Sons.",0,0,N/A,29319130
Before this he was the bassist in experimental folk band Moulettes.,1,0,N/A,29319130
==,0,1,== Music career ==,29319130
Music career ==,1,1,== Music career ==,29319130
Dwane is a founding member of the British folk band Mumford & Sons.,0,2,== Music career ==,29319130
"He plays the double bass, bass guitar, drums, guitar and provides backing vocals.",1,2,== Music career ==,29319130
"Dwane performed with two of his current band members, Marcus Mumford and Winston Marshall, with Laura Marling before Mumford & Sons.",2,2,== Music career ==,29319130
==,0,3,== Photography ==,29319130
Photography ==,1,3,== Photography ==,29319130
Dwane is a keen photographer and has a photography blog on the Mumford & Sons website.,0,4,== Photography ==,29319130
"Dwane held his first solo photography exhibition, A Show of Faces, on 16 to 24 November 2013 in Shoreditch, London.",0,5,== Photography ==,29319130
==,0,6,== Health ==,29319130
Health ==,1,6,== Health ==,29319130
"On 31 May 2013, whilst performing at the Greek Theatre Berkeley, Dwane had an acute subdural haematoma which went undiagnosed for over a week.",0,7,== Health ==,29319130
Dwane went on to perform six gigs before finally being correctly diagnosed and treated in Austin on 11 June.,1,7,== Health ==,29319130
He was discharged on 13 June after a successful operation.,2,7,== Health ==,29319130
Mumford & Sons had to cancel three performances in America including the 2013 Bonnaroo Music Festival so Dwane could fully recover.,3,7,== Health ==,29319130
Touring for the band resumed three weeks later for their headline slot at Glastonbury Festival.,4,7,== Health ==,29319130
==,0,8,== References ==,29319130
References ==,1,8,== References ==,29319130
