sentences,sentenceIndex,paragraphIndex,section,wikiId
Richard Malden Heckstall-Smith (26 September 1934 – 17 December 2004) was an English jazz and blues saxophonist.,0,0,N/A,1333014
He played with some of the most influential English blues rock and jazz fusion bands of the 1960s and 1970s.,1,0,N/A,1333014
==,0,1,== Early years ==,1333014
Early years ==,1,1,== Early years ==,1333014
"Dick Heckstall-Smith was born in the Royal Free Hospital, in Ludlow, Shropshire, England, and was raised in Knighton, Radnorshire, learning to play piano, clarinet and alto saxophone in childhood.",0,2,== Early years ==,1333014
"He attended a York boarding school but refused a second term there, instead enrolling in Gordonstoun, where his father had accepted a job as headmaster of the local grammar school.",1,2,== Early years ==,1333014
"Heckstall-Smith completed his education at Dartington Hall School, before reading agriculture – and co-leading the university jazz band – at Sidney Sussex College, Cambridge, from 1953.",2,2,== Early years ==,1333014
"Aged 15, he had taken up the soprano sax while at Dartington, captivated by the sound of Sidney Bechet.",3,2,== Early years ==,1333014
Then Lester Young and tenor saxophonist bebop jazzman Wardell Gray proved to be major influences for him.,4,2,== Early years ==,1333014
==,0,3,== Musical career ==,1333014
Musical career ==,1,3,== Musical career ==,1333014
Heckstall-Smith was an active member of the London jazz scene from the late 1950s (including a six-month stint from December 1957 with the band led by clarinettist Sandy Brown).,0,4,== Musical career ==,1333014
"He joined Blues Incorporated, Alexis Korner's groundbreaking blues group, in 1962, recording the album R&B from the Marquee.",1,4,== Musical career ==,1333014
"The following year, he was a founding member of that band's breakaway unit, The Graham Bond Organisation.",2,4,== Musical career ==,1333014
(The lineup also included two future members of the blues-rock supergroup Cream: bassist Jack Bruce and drummer Ginger Baker.),3,4,== Musical career ==,1333014
"In 1967, Heckstall-Smith became a member of guitarist-vocalist John Mayall's blues rock band, Bluesbreakers.",0,5,== Musical career ==,1333014
"That jazz-skewed edition of the band also included drummer Jon Hiseman, bassist Tony Reeves, and future Rolling Stones guitarist Mick Taylor.",1,5,== Musical career ==,1333014
They released the album Bare Wires in 1968.,2,5,== Musical career ==,1333014
"From 1968 to 1971, Heckstall-Smith, Hiseman, and Reeves were members of the pioneering UK jazz-rock band Colosseum.",3,5,== Musical career ==,1333014
"The band afforded Heckstall-Smith an opportunity to showcase his writing and instrumental virtuosity, playing two saxophones simultaneously.",4,5,== Musical career ==,1333014
"When Colosseum broke up in October 1971, Heckstall-Smith recorded solo albums and fronted and played in several other fusion units, including Manchild, Sweet Pain, Big Chief, Tough Tenors, The Famous Bluesblasters, Mainsqueeze, and DHSS.",5,5,== Musical career ==,1333014
"Collaborating musicians common to many of these outfits included Victor Brox, Keith Tillman and harp player John O'Leary, a founder member of Savoy Brown.",6,5,== Musical career ==,1333014
In the 1980s in his Electric Dream ensemble Heckstall-Smith also worked with the South African percussionist Julian Bahula.,7,5,== Musical career ==,1333014
"From 1983 to 1986 Heckstall-Smith was a member of 3-Space with John James (guitar), fellow Mainsqueeze member Dave Moore (keys), and Chris Billings (bass), with Paul Harris on keys for one tour.",8,5,== Musical career ==,1333014
"Apart from tenor and soprano sax, Heckstall-Smith also played baritone sax in 3-Space.",9,5,== Musical career ==,1333014
Heckstall-Smith participated in a 1990s reunion of the original Colosseum lineup and played in the hard-working Hamburg Blues Band.,0,6,== Musical career ==,1333014
"In 2001 he recorded the all-star project Blues and Beyond, which reunited him with Mayall, Bruce, Taylor, ex-Mayall and Fleetwood Mac guitarist Peter Green.",1,6,== Musical career ==,1333014
