sentences,sentenceIndex,paragraphIndex,section,wikiId
Jonathan Kelly (born 1969) is an English oboist.,0,0,N/A,13945496
He is Principal Oboe in the Berlin Philharmonic.,1,0,N/A,13945496
"Kelly was born in 1969 and was educated at Magdalen College School, Brackley, Northants, UK, where he began playing the oboe.",2,0,N/A,13945496
He won a County Music Scholarship which enabled him to study with Helen Armstrong.,3,0,N/A,13945496
While at school he played in the National Youth Orchestra of Great Britain and later in the European Community Youth Orchestra where he was the first recipient of the Mick Baines Award.,4,0,N/A,13945496
"He took a degree in history at Cambridge and then studied under Celia Nicklin at the Royal Academy of Music, where he won the President's Prize.",5,0,N/A,13945496
Further studies were undertaken in Paris with Maurice Bourgue.,6,0,N/A,13945496
Kelly is a visiting tutor at the Royal Birmingham Conservatoire and the Royal Academy of Music.,7,0,N/A,13945496
"In 1991, he was appointed Principal Oboe in the City of Birmingham Symphony Orchestra, under Simon Rattle, where he remained until 2003 when he was appointed Solo (Principal) Oboe in the Berlin Philharmonic, also under Rattle.",0,1,N/A,13945496
==,0,2,== References ==,13945496
References ==,1,2,== References ==,13945496
