sentences,sentenceIndex,paragraphIndex,section,wikiId
Aaron Goodvin is a Canadian-American country music singer and songwriter.,0,0,N/A,60808985
"Active since 2016, he has charted multiple singles on the Billboard Canada Country charts, including the number-one hits ""You Are"" and ""Boy Like Me"", and the double platinum-certified ""Lonely Drum"".",1,0,N/A,60808985
==,0,1,== Biography ==,60808985
Biography ==,1,1,== Biography ==,60808985
"Goodvin was born in Spirit River, Alberta, Canada.",0,2,== Biography ==,60808985
He took interest in music after winning a singing competition at a local shopping mall at age 12.,1,2,== Biography ==,60808985
"His family moved to St. Albert, Alberta, by the time he was a teenager.",2,2,== Biography ==,60808985
"At age 25, Goodvin moved to Nashville, Tennessee, to pursue his career in country music.",3,2,== Biography ==,60808985
"After performing in local venues, he was signed to a songwriting contract with Warner Chappell Music, which led to him writing the track ""Out Like That"" on Luke Bryan's 2013 album Crash My Party.",4,2,== Biography ==,60808985
Scottish-Canadian country singer Johnny Reid then began mentoring Goodvin and hired him as an opening act.,5,2,== Biography ==,60808985
This led to him signing a contract with Warner Music Canada in April 2016.,6,2,== Biography ==,60808985
"The label issued Goodvin's self-titled debut album in 2016, which accounted for three entries on the Billboard Canada Country charts.",7,2,== Biography ==,60808985
"""Lonely Drum"", one of the singles, was certified double platinum by Music Canada and received a nomination for Songwriter of the Year at the Canadian Country Music Awards.",8,2,== Biography ==,60808985
"In 2019, Goodvin released his second album, V, which includes the singles ""You Are"", ""Bars & Churches"", ""Good Ol' Bad Days"", and ""Every Time You Take Your Time"".",9,2,== Biography ==,60808985
The album received a Juno Award nomination for Country Album of the Year at the Juno Awards of 2020.,10,2,== Biography ==,60808985
==,0,3,== Discography ==,60808985
Discography ==,1,3,== Discography ==,60808985
===,0,4,== Discography == | === Albums ===,60808985
Albums ===,1,4,== Discography == | === Albums ===,60808985
===,0,5,== Discography == | === Extended plays ===,60808985
Extended plays =,1,5,== Discography == | === Extended plays ===,60808985
==,2,5,== Discography == | === Extended plays ===,60808985
===,0,6,== Discography == | === Singles ===,60808985
Singles =,1,6,== Discography == | === Singles ===,60808985
==,2,6,== Discography == | === Singles ===,60808985
==,0,7,== Awards and Nominations ==,60808985
Awards and Nominations ==,1,7,== Awards and Nominations ==,60808985
==,0,8,== Notes ==,60808985
Notes ==,1,8,== Notes ==,60808985
==,0,9,== References ==,60808985
References ==,1,9,== References ==,60808985
