sentences,sentenceIndex,paragraphIndex,section,wikiId
Antonietta Rudge (13 June 1885 – 14 July 1974) was a Brazilian pianist of international fame.,0,0,N/A,55691306
==,0,1,== Early life ==,55691306
Early life ==,1,1,== Early life ==,55691306
"Rudge was born in 1885, in São Paulo, to Anna Emília da Silva Telles and João Henrique Rudge.",0,2,== Early life ==,55691306
"She was a descendant of the English settler John Rudge, from Stroud, who came to Brazil in the early 19th century.",1,2,== Early life ==,55691306
Rudge demonstrated a talent for playing the piano since she was four years old.,2,2,== Early life ==,55691306
"Her parents hired her a private teacher, the Frenchman Gabriel Giraudon.",3,2,== Early life ==,55691306
"She debuted in a public piano concert in 1892, at age seven, at the Casa Levy hall.",4,2,== Early life ==,55691306
"She performed at São Paulo clubs, such as Clube Internacional and Clube Germânia, playing works by Beethoven.",5,2,== Early life ==,55691306
"That time, Rudge was a pupil of Luigi Chiaffarelli.",6,2,== Early life ==,55691306
"Rudge's repertoire also included Mozart's concertos, Chopin's sonatas and nocturnes, Bach's The Well-Tempered Clavier, Schumann, and Liszt's Hungarian Rhapsody no.6.",7,2,== Early life ==,55691306
==,0,3,== Career ==,55691306
Career ==,1,3,== Career ==,55691306
"In 1907, Rudge started a two-year European tour, playing in England, Germany and France.",0,4,== Career ==,55691306
"Her performances were acclaimed, garnering her praise from artists like Isidor Philipp and Charles Widor.",1,4,== Career ==,55691306
She toured Europe again  in 1911.,2,4,== Career ==,55691306
"Back to Brazil, she did concerts in Brazilian capitals.",0,5,== Career ==,55691306
"In a concert in Rio de Janeiro in 1918, Rudge and Guiomar Novaes were praised by Arthur Rubinstein, who called them ""brilliant"".",1,5,== Career ==,55691306
"Rudge played less frequently in public, dedicating herself to musical education.",2,5,== Career ==,55691306
In 1927 she founded the Musical Conservatory in Santos.,3,5,== Career ==,55691306
In the 1930s and 1940s she recorded some 78rpm discs with performances of Wagner's Liebestod and Chopin's Barcarolle.,4,5,== Career ==,55691306
Those recordings were reissued in 2000 in a CD.,5,5,== Career ==,55691306
Rudge died on 14 July 1974.,6,5,== Career ==,55691306
Her body is buried at the Cemitério da Consolação.,7,5,== Career ==,55691306
==,0,6,== Personal life ==,55691306
Personal life ==,1,6,== Personal life ==,55691306
"In 1905, Antonietta Rudge married Charles Miller, known for introducing the game of football (soccer) to Brazil with whom she had two children.",0,7,== Personal life ==,55691306
"They divorced in 1925, and she started a relationship with Modernist poet Menotti del Picchia.",1,7,== Personal life ==,55691306
==,0,8,== References ==,55691306
References ==,1,8,== References ==,55691306
