paragraph,paragraphIndex,section
"Palmenia del Carmen Pizarro González (born 19 July 1941), better known as Palmenia Pizarro, is a Chilean singer.
",0,N/A
"== Biography ==
",1,== Biography ==
"Palmenia Pizarro was born in San Felipe, Valparaíso Region, in the neighborhood of El Almendral. She discovered her taste for music in childhood. Her parents and her teacher motivated her to start a long career, full of difficulties, at age seven.
",2,== Biography ==
"When she was eleven, she moved to Santiago to try her luck as a singer. At sixteen, her talent was recognized by some radio stations, and she was awarded as ""Best Folkloric Performer"". Her participation in the Así Canta Perú radio contest in 1962 led the EMI label to hire her.
",3,== Biography ==
"In 1963, songs like ""Mi Pobreza"" and ""Amarga Experiencia"" achieved spectacular sales. Her shows were blockbusters, achieving the recognition of both critics and the Chilean public.
",4,== Biography ==
"It was with the song ""Cariño Malo"" by Peruvian composer Augusto Polo Campos that Pizarro achieved her breakthrough. However, a series of events, exacerbated by some journalists and Chilean television presenters (including Don Francisco), forced her to settle in Mexico. From a performance on the Televisa program Siempre en Domingo, and at the hand of the great Chavela Vargas, she achieved a successful career in that country. From there she obtained the necessary recognition to start a successful international career, which led her to appear in countries such as Australia, the United States, Argentina, and Japan (where she met Atahualpa Yupanqui and recorded two songs in Japanese).
",5,== Biography ==
"In 1997, Pizarro returned to Chile, where she achieved important recognitions and tributes from both the world of culture and her fans.
",6,== Biography ==
"In 2007 she joined the Canal 13 television program Cantando por un sueño as mentor of the pair of participants Carolina Vargas and Lizardo Garrido. Palmenia Pizarro has influenced different musicians in Chile, including Mon Laferte and Los Vásquez.
",7,== Biography ==
"== Discography ==
",8,== Discography ==
"=== Studio albums ===
",9,== Discography == | === Studio albums ===
"1962 – Un Corazón Que Canta
",10,== Discography == | === Studio albums ===
"1963 – A Mi Madre
",11,== Discography == | === Studio albums ===
"1964 – Palmenia Pizarro
",12,== Discography == | === Studio albums ===
"1965 – Qué Lindo Canta Palmenia
",13,== Discography == | === Studio albums ===
"1966 – Palmenia, Siempre Palmenia
",14,== Discography == | === Studio albums ===
"1967 – Sonríele a la Vida
",15,== Discography == | === Studio albums ===
"1968 – Yo Soy Su Señora
",16,== Discography == | === Studio albums ===
"1970 – Sapo Cancionero
",17,== Discography == | === Studio albums ===
"1985 – Reencuentro
",18,== Discography == | === Studio albums ===
"1988 – Palmenia Pizarro Hoy
",19,== Discography == | === Studio albums ===
"1989 – Boleros Inmortales
",20,== Discography == | === Studio albums ===
"1990 – Volumen II de Boleros Inmortales
",21,== Discography == | === Studio albums ===
"1991 – Para Cantarle al Mundo
",22,== Discography == | === Studio albums ===
"1992 – 35 Años de Canto
",23,== Discography == | === Studio albums ===
"1996 – No Morirá Mi Amor
",24,== Discography == | === Studio albums ===
"1997 – Te Voy a Autografiar Mi Corazón
",25,== Discography == | === Studio albums ===
"2000 – Con el Corazón en la Mano
",26,== Discography == | === Studio albums ===
"2003 – Sin Concesiones
",27,== Discography == | === Studio albums ===
"2008 – Contigo Viviré
",28,== Discography == | === Studio albums ===
"2015 – Íntimo
",29,== Discography == | === Studio albums ===
"2018 – Homenaje a Augusto Polo Campos
",30,== Discography == | === Studio albums ===
"=== Others ===
",31,== Discography == | === Others ===
"2002 – ¡¡Para que se escuche bonito!! (Sony Music), ""Sonríele a la Vida"", theme by Luis T. Jackson
",32,== Discography == | === Others ===
"=== Special appearances ===
",33,== Discography == | === Special appearances ===
"2003 – Generaciones, Dos Épocas en Dueto (Sony Music)
",34,== Discography == | === Special appearances ===
"== Recognitions ==
",35,== Recognitions ==
"In 1992 Pizarro was declared a ""Distinguished Citizen in Chile"". In 1999 and 2000 she received the award of the Association of Entertainment Journalists (APES) as ""Best Performer"", and in 2001 she was anointed with the newly created Chilean National Music President of the Republic Award. In the same year, Palmenia Pizarro debuted at the Viña del Mar Festival, where the public gave her the Silver Seagull and Gold Seagull statuettes, and the newspaper La Cuarta gave her a prize for pleasantness.
",36,== Recognitions ==
"In 2002 she celebrated her 40-year career with a performance in her native San Felipe, with songs like ""Recuerdos de mi pueblo"", dedicated to her childhood neighborhood of El Almendral. In addition, the song festival that takes place in San Felipe in February came to be named the ""Palmenia Pizarro de San Felipe Song Festival"".
",37,== Recognitions ==
"She was also named ""Illustrious Daughter and Cultural Ambassador of the Ever Heroic City of San Felipe de Aconcagua"", and the city of Los Andes named her ""Outstanding Andina"" for her prolific artistic career. 
",38,== Recognitions ==
"== References ==
",39,== References ==
"== External links ==
",40,== External links ==
Official website,41,== External links ==
