paragraph,paragraphIndex,section
"Matthew Edward Kimber (born August 6, 1977), better known by his stage name Josh Martinez, is a Canadian rapper, record producer and record label executive. In the early 2000s, Martinez started his own label, Camobear Records, to which fellow rap artist Moka Only is signed. Josh Martinez was once named by Urb Magazine as one of its ""Next 100 Rising Stars"".
",0,N/A
"== Biography ==
",1,== Biography ==
"In addition to pursuing a solo career, Martinez is a founding member of both the Chicharones and the Pissed Off Wild. The Chicharones is an underground pop and hip hop project in collaboration with rapper Sleep of Oldominion, following a chance meeting between the two at South By Southwest that led to the eventual formation of the group. The Pissed Off Wild, (or the P.O.W.), is a live rock band which Martinez fronts. Musically the band draws from artists such as 333 Foreign and Beck.
",2,== Biography ==
"Martinez' 2005 solo album, Midriff Music, produced by Southern California DJ Samix won the ""Best Rap Recording"" award at the 2005 Western Canadian Music Awards. After the success of his many solo albums and Chicharones material, he proceeded to work on material for his follow-up solo album, World Famous Sex Buffet. Working with some of his regular production partners, he also enlisted the help of some notable guests artists whom he had met over the years. These include Devin The Dude, Classified, Pigeon John, indie rock band Mother Mother, Sleep and Awol One. Touring the world, Martinez has shared the stage and road with acts such as Sage Francis, Sole and Alias of Anticon.
",3,== Biography ==
"Martinez currently resides in Portland, Oregon.
",4,== Biography ==
"== Discography ==
",5,== Discography ==
"=== Studio albums ===
",6,== Discography == | === Studio albums ===
"The Cracker (1998) (with Crackbeat Society)
",7,== Discography == | === Studio albums ===
"Josh Martinez & the Hooded Fang (1999)
",8,== Discography == | === Studio albums ===
"Made in China (2000)
",9,== Discography == | === Studio albums ===
"Buck Up Princess (2003)
",10,== Discography == | === Studio albums ===
"Midriff Music (2005)
",11,== Discography == | === Studio albums ===
"When Pigs Fly (2005) (with Sleep, as The Chicharones)
",12,== Discography == | === Studio albums ===
"Splitsville (2007) (with DJ Moves & Awol One)
",13,== Discography == | === Studio albums ===
"The World Famous Sex Buffet (2008)
",14,== Discography == | === Studio albums ===
"Pissed Off Wild (2011)
",15,== Discography == | === Studio albums ===
"Swine Flew (2012) (with Sleep, as The Chicharones)
",16,== Discography == | === Studio albums ===
"Blotto (2013)
",17,== Discography == | === Studio albums ===
"=== EPs ===
",18,== Discography == | === EPs ===
"Maximum Wellbeing (1998)
",19,== Discography == | === EPs ===
"Rumble Pie (2002)
",20,== Discography == | === EPs ===
"The Good Life (2002)
",21,== Discography == | === EPs ===
"Boss Hogs EP (2003) (with Sleep, as The Chicharones)
",22,== Discography == | === EPs ===
"Pork Rind Disco EP (2005) (with Sleep, as The Chicharones)
",23,== Discography == | === EPs ===
"Skullduggery (2008)
",24,== Discography == | === EPs ===
"Swine Country (2009) (with Sleep, as The Chicharones)
",25,== Discography == | === EPs ===
"=== Mixtapes ===
",26,== Discography == | === Mixtapes ===
"Por Que? (Pork Eh?) (2012) (with Sleep, as The Chicharones)
",27,== Discography == | === Mixtapes ===
"=== Compilations ===
",28,== Discography == | === Compilations ===
"Low Pressure The Compilation (with DJ Moves) (2001)
",29,== Discography == | === Compilations ===
"A Trash Up (2006)
",30,== Discography == | === Compilations ===
"Toke City Special (2010) (with Sleep, as The Chicharones)
",31,== Discography == | === Compilations ===
"=== Live ===
",32,== Discography == | === Live ===
"On and Cracklin' (2006) (with Sleep, as The Chicharones)
",33,== Discography == | === Live ===
"Live in Bozeman, MT (2009) (with Sleep, as The Chicharones)
",34,== Discography == | === Live ===
"=== Singles ===
",35,== Discography == | === Singles ===
"Offbeats 7"" Series Vol. 1 (2002) (with Omid)
",36,== Discography == | === Singles ===
"Hard Fall (2004)
",37,== Discography == | === Singles ===
"Nightmares Remix (2005)
",38,== Discography == | === Singles ===
"=== Appears on ===
",39,== Discography == | === Appears on ===
"Factor – ""The Leen"" from Chandelier (2008)
",40,== Discography == | === Appears on ===
"Noah23 – ""Moon Landing"" from Rock Paper Scissors (2008)
",41,== Discography == | === Appears on ===
"Factor – ""PopStravaganza"" from Lawson Graham (2010)
",42,== Discography == | === Appears on ===
"Factor – ""Where I'm at Now"" from Old Souls Vol. 2 (2010)
",43,== Discography == | === Appears on ===
""" Drive Thru"" from Raise the Bridges ""Beauty in the Trenches""(2011)
",44,== Discography == | === Appears on ===
"== References ==
",45,== References ==
"== External links ==
",46,== External links ==
"Josh Martinez
",47,== External links ==
"Josh Martinez MySpace
",48,== External links ==
"The Chicharones
",49,== External links ==
"Camobear Records
",50,== External links ==
"Haligonian Poesy in Effect: The Tumbling Verse of Josh Martinez
",51,== External links ==
Breakout West – 2005 Awards,52,== External links ==
