paragraph,paragraphIndex,section
"Han Bennink (born 17 April 1942) is a Dutch jazz drummer and percussionist. On occasion his recordings have featured him playing clarinet, violin, banjo and piano.
",0,N/A
"Though perhaps best known as one of the pivotal figures in early European free jazz and free improvisation, Bennink has worked in essentially every school of jazz, and is described by critic Chris Kelsey as ""one of the unfortunately rare musicians whose abilities and interests span jazz's entire spectrum."" Known for often injecting slapstick and absurdist humor into his performances, Bennink has had especially fruitful long-term partnerships with pianist Misha Mengelberg and saxophonist Peter Brötzmann. Han is a brother of saxophonist Peter Bennink.
",1,N/A
"== Early life and education ==
",2,== Early life and education ==
"Bennink was born in Zaandam, the son of a classical percussionist. He played the drums and the clarinet during his teens.
",3,== Early life and education ==
"== Performing career ==
",4,== Performing career ==
"Through the 1960s he was the drummer with a number of American musicians visiting the Netherlands, including Dexter Gordon, Wes Montgomery, Sonny Rollins and Eric Dolphy (he is present on Dolphy's recording, Last Date (1964)). He subsequently became a central figure in the emerging European free improvisation scene. In 1963 he formed a quartet with pianist Misha Mengelberg and saxophonist Piet Noordijk which performed at the 1966 Newport Jazz Festival. In 1967 he was a co-founder of the Instant Composers Pool with Mengelberg and Willem Breuker, which sponsored Dutch avant garde performances. From the late 1960s, he played in a trio with saxophonist Peter Brötzmann and Belgian pianist Fred Van Hove, which became a duo after Van Hove's departure in 1976. Through much of the 1990s, he played in Clusone 3 (also known as the Clusone Trio), a trio with saxophonist/clarinetist Michael Moore and cellist Ernst Reijseger. He has often played duos with Mengelberg and collaborated with him alongside other musicians.
",5,== Performing career ==
"From the late 1980s through the early 2000s, Bennik collaborated closely with Dutch post-punk band The Ex, appearing on their 1995 album Instant and travelling and playing with them on their first tour to Ethiopia.
",6,== Performing career ==
"== Recordings ==
",7,== Recordings ==
"As well as playing with these long-standing groups, Bennink has performed and recorded solo (Tempo Comodo (1982) being among his solo recordings) and played with many free improvisation and free jazz musicians including Derek Bailey, Conny Bauer, Don Cherry and Alexander von Schlippenbach, as well as more conventional jazz musicians such as Lee Konitz. In 1983 he collaborated with boogie-woogie pianist and vocalist Little Willie Littlefield for his album, I'm in the Mood.
",8,== Recordings ==
"== Style ==
",9,== Style ==
"Bennink's style is wide-ranging, running from conventional jazz drumming to highly unconventional free improvisation, for which he often uses whatever found objects happen to be onstage (chairs, music stands, instrument cases), his own body (a favourite device involves putting a drumstick in his mouth and striking it with the other stick), and the entire performance space—the floor, doors, and walls. He makes frequent use of birdcalls and whatever else strikes his fancy (one particularly madcap performance in Toronto in the 1990s involved a deafening fire alarm bell placed on the floor).
",10,== Style ==
"== Discography ==
",11,== Discography ==
"The following is a partial list of recordings by Han Bennink.
",12,== Discography ==
"=== Solo albums ===
",13,== Discography == | === Solo albums ===
"1970: Solo (Instant Composers Pool)
",14,== Discography == | === Solo albums ===
"1973: Nerve Beats (UMS, ALP, Atavistic)
",15,== Discography == | === Solo albums ===
"1979: Solo - West/East (FMP)
",16,== Discography == | === Solo albums ===
"1982: Tempo Comodo (Data Records)
",17,== Discography == | === Solo albums ===
"1997: Serpentine (Songlines Recordings)
",18,== Discography == | === Solo albums ===
"2001: Nerve Beats (Atavistic)
",19,== Discography == | === Solo albums ===
"2007: Amplified Trio (Treader Records)
",20,== Discography == | === Solo albums ===
"2009: Parken (ILK Music)
",21,== Discography == | === Solo albums ===
"=== Collaborations ===
",22,== Discography == | === Collaborations ===
"As leader
",23,== Discography == | === Collaborations ===
"1968: Instant Composers Pool, (Instant Composers Pool), with Misha Mengelberg and John Tchicai
",24,== Discography == | === Collaborations ===
"1972: Derek Bailey & Han Bennink (Ictus) with Derek Bailey
",25,== Discography == | === Collaborations ===
"1979: A European Proposal (Live In Cremona) (Horo Records), including with Misha Mengelberg, Paul Rutherford and Mario Schiano
",26,== Discography == | === Collaborations ===
"1997: 3 (VIA Jazz), with Michiel Borstlap and Ernst Glerum
",27,== Discography == | === Collaborations ===
"2000: Jazz Bunker (Golden Years Of New Jazz), with Eugene Chadbourne and Toshinori Kondo
",28,== Discography == | === Collaborations ===
"2004: Free Touching (Live In Beijing At Keep In Touch) (Noise Asia), with Wong Young, Andreas Schreiber, Dennis Rea, Steffen Schorn, and Claudio Puntin
",29,== Discography == | === Collaborations ===
"2004: Home Safely (Favorite), with  Curtis Clark and Ernst Glerum
",30,== Discography == | === Collaborations ===
"2004: 3 (55 Records), with Michiel Borstlap and Ernst Glerum
",31,== Discography == | === Collaborations ===
"2005: BBG (Favorite), with Michiel Borstlap and Ernst Glerum
",32,== Discography == | === Collaborations ===
"2008: Monk Volume One (Gramercy Park Music), with Michiel Borstlap and Ernst Glerum
",33,== Discography == | === Collaborations ===
"2010: Laiv (Bassesferec), with Fabrizio Puglisi and Ernst GlerumWith Ray Anderson and Christy Doran
",34,== Discography == | === Collaborations ===
"1994: Azurety (hat ART)
",35,== Discography == | === Collaborations ===
"1995: Cheer Up (hat ART)
",36,== Discography == | === Collaborations ===
"2011: Who Is In Charge? (Kemo), including with Frank Möbus, Ernst Glerum, and Paul van KemenadeWith Gary Bartz, Lee Konitz, Jackie McLean and Charlie Mariano
",37,== Discography == | === Collaborations ===
"Altissimo (Philips, 1973)With Paul Bley and Annette Peacock
",38,== Discography == | === Collaborations ===
"1971: Improvisie (America)
",39,== Discography == | === Collaborations ===
"1972: Dual Unity (Freedom)With Anthony Braxton
",40,== Discography == | === Collaborations ===
"Anthony Braxton's Charlie Parker Project 1993 (HatART, 1993 [1995])With Steve Beresford
",41,== Discography == | === Collaborations ===
"1987: Directly To Pyjamas (Nato)
",42,== Discography == | === Collaborations ===
"2002: B + B (Instant Composers Pool)With Willem Breuker
",43,== Discography == | === Collaborations ===
"1967: New Acoustic Swing Duo (Instant Composers Pool)With Eric Dolphy
",44,== Discography == | === Collaborations ===
"1964: Last Date (Limelight Records)
",45,== Discography == | === Collaborations ===
"1964: Playing: Epistrophy, June 1, 1964 In Eindhoven, Holland (ICP; includes Misha Mengelberg and Jacques Schols; rehearsal tape for the above concert issued 1975)With Peter Brötzmann
",46,== Discography == | === Collaborations ===
