paragraph,paragraphIndex,section
"Ohad Talmor (born 1970 in Lyon ) is a jazz saxophonist, clarinetist, composer, conductor and arranger.
",0,N/A
"== Life and work ==
",1,== Life and work ==
"=== Early Years ===
",2,== Life and work == | === Early Years ===
"Talmor grew up in Geneva, Switzerland where he began piano lessons at the age of 5 at the local conservatory. 
",3,== Life and work == | === Early Years ===
"He met virtuoso pianist Martha Argerich in his teens who exposed him to a world of music and musicians which helped shape his musical upbringing both as an instrumentalist and as a composer.
",4,== Life and work == | === Early Years ===
"Talmor discovered the saxophone while attending high school in the US in 1987. Back in Switzerland, he devoted himself to this instrument while briefly studying musicology and philosophy at the University of Geneva. He also studied composition with Russian pianist and composer Alexander Rabinovitch.
",5,== Life and work == | === Early Years ===
"In 1989, he met alto saxophonist Lee Konitz at a recording session. Lee Konitz would prove pivotal in Ohad Talmor's career, mentoring him closely for years to come. Eventually Talmor became one of Lee Konitz's privileged musical partner, resulting in 4 records and over 200 concerts worldwide.[1]
",6,== Life and work == | === Early Years ===
"From 1990 to 1995, Talmor was deeply involved in the European Jazz scene, leading his own quartet or quintet which featured American trombonist Glenn Ferris. During this time, he collaborated with many of Europe's leading musicians including Joachim Kühn, Matthieu Michel, Benoit Delbecq. 
",7,== Life and work == | === Early Years ===
"In 1994 and 1995 he toured Europe with Lee Konitz, Steve Swallow and different large ensembles (including string quartet ) featuring music he had composed.
",8,== Life and work == | === Early Years ===
"Talmor eventually moved to New York in 1995 getting a Composition degree from the Manhattan School of Music in 1997.
",9,== Life and work == | === Early Years ===
"=== Present day ===
",10,== Life and work == | === Present day ===
"Ohad Talmor lives currently in New York where he plays regularly with his own project NEWSREEL; a flexible group mirroring his multi-faceted musical identity and which features some of New York's most creative musicians: Dan Weiss, Jacob Sacks, Miles Okazaki, Shane Endsley and Matt Pavolka. 
",11,== Life and work == | === Present day ===
"Talmor's other projects include: 
",12,== Life and work == | === Present day ===
"""Steve Swallow/Ohad Talmor/Adam Nussbaum TRIO""
",13,== Life and work == | === Present day ===
"""MASS TRANSFORMATION"" a Nonet focusing on the Music of Anton Bruckner and featuring Austria's Spring String 4tet, singer Judith Berkson, Pete McCann, Shane Endsley, Mark Ferber.
",14,== Life and work == | === Present day ===
"""TRIO"", with Miles Okazaki and Dan Weiss. The group's original repertoire focuses on short forms with highly interactive rhythmic studies.
",15,== Life and work == | === Present day ===
"Since 2004, he is a devoted student of Hindustani music, playing the bansuri under the guidance of his teacher, virtuoso flutist Steve Gorn.
",16,== Life and work == | === Present day ===
"Talmor is involved with the bustling Brooklyn Jazz scene  and performs regularly with Jason Moran, Joshua Redman, Gregoire Maret, Fred Hersh, Kurt Rosenwinkel, Chris Cheek, Dave Douglas, Carla Bley, Joe Lovano, Chris Potter, Billy Hart.
",17,== Life and work == | === Present day ===
"As a Composer and Arranger, Talmor is equally involved in writing for Jazz and Classical idioms. 
",18,== Life and work == | === Present day ===
"Talmor has composed, arranged and conducted music written for large ensemble and the following soloists:  Kurt Rosenwinkel, Joshua Redman/Mark Turner/Chris Cheek, Gregoire Maret, Lee Konitz, Chris Potter.
",19,== Life and work == | === Present day ===
"His music has been performed by various Jazz ensembles all over the world, including: Germany ""WDR Big Band"", Portugal's ""OJM Big Band"", Switzerland's ""Big Band de Lausanne"", ""Lucerne Jazz Orchestra"" and ""DKSJ All Stars"", Brazil's ""SoundScape Orquestra"", Belgium's ""Bruxelles Jazz Orchestra"" and NYC's ""MSM Big Band"" with the Brecker Brothers.
",20,== Life and work == | === Present day ===
"His contributions to the Classical idiom include music for pianist Martha Argerich, São Paulo's Symphonic Band, the Spring String Quartet from Austria or Portugal National Orchestra. Talmor's large form composition include his Concerto for Piano/Drums and Double Orchestras ""LAYAS""  premiered in February 2010 by the Porto National Orchestra, the OJM Big Band with Jason Moran and Dan Weiss as featured soloists.
",21,== Life and work == | === Present day ===
"=== Other Activities ===
",22,== Life and work == | === Other Activities ===
"Talmor is actively involved as a composer for films and radio plays. 
",23,== Life and work == | === Other Activities ===
"His latest score is for the movie  ""Low Down"" featuring John Hawkes, Elle Fanning, Glenn Close and musician Flea. The movie was primed at the Sundance and Karlovy Vary  (Czech Rep)  Film Festivals in 2014.
",24,== Life and work == | === Other Activities ===
"He has contributed numerous scores to Sci-Fi's Radio Drama Channel Seeing Ear Theater including the Tales from the Crypt audio series
",25,== Life and work == | === Other Activities ===
"Talmor is a Professor of Composition and Arranging at the Geneva Conservatory of Music. 
",26,== Life and work == | === Other Activities ===
"He is also an Adjunct Professor at the New School and Queens College CUNY in New York City.
",27,== Life and work == | === Other Activities ===
"In 2011 Talmor founded the Performance Space SEEDS::Brooklyn located in Prospect Heights in Brooklyn, NY. [2][4]
",28,== Life and work == | === Other Activities ===
"In 2012 he was awarded the Jazz prize from Switzerland's SUISA Foundation for Music for his ""innovative and creative jazz work"". [3]
",29,== Life and work == | === Other Activities ===
"In 2015 Talmor was awarded the EBU (European Broadcasting Union) Award for European Jazz Composer of the year.
",30,== Life and work == | === Other Activities ===
"== Discography ==
",31,== Discography ==
"(discography partially complete)
",32,== Discography ==
"The Other Quartet ""13 pieces"" (with Russ Johnson, Jim Hershman, Mike Sarin) (Knitting Factory, 1998)
",33,== Discography ==
"The Other Quartet ""Sound Stains"" (with Russ Johnson, Pete McCann, Mark Ferber) (Knitting Factory, 2001)
",34,== Discography ==
"MOB Trio ""Loose"" and ""Quite Live in Brooklyn"" (with Matt Wilson, Bob Bowen) (Omnitone, 1999)Lee Konitz, Ohad Talmor & Axis Quartet Plays French Impressionist Music of the 20th Century (Palmetto, 2000)
",35,== Discography ==
"BlueSeven ""Dexter"" (with Daniel D'Alcántara, Denis Lee, David Richards, Ricardo Castellanos, Bob Bowen, Matt Wilson, Rogerio Boccato) (BSR, 2002)
",36,== Discography ==
"Christophe Schweizer ""Full Circle Rainbow"" (with Jason Moran, Billy Hart ) (TCB Records, 2003)
",37,== Discography ==
"MOB Trio ""Quite Live in Brooklyn"" (with Matt Wilson, Bob Bowen) (Omnitone, 2004)Steve Swallow-Ohad Talmor 6tet ""Bum's Tale"" (with Greg Tardy, Russ Johnson, Meg Okura, Jacob Garchik) (Palmetto, 2004)Lee Konitz, Ohad Talmor String Project Inventions (Spring String 4tet) (Omnitone, 2004)
",38,== Discography ==
"Demian Cabaud ""Naranja"" (with Phil Grenadier, Leo Genovese, Gerald Cleaver) (FreshSound, 2008)Lee Konitz New Nonet (Directed by Ohad Talmor) (Omnitone, 2005)Steve Swallow / Ohad Talmor / Adam Nussbaum ""Playing in Traffic"" (Auand Records, 2008)
",39,== Discography ==
"TOAP Collectivo in Guimaraes ""Vol. IV"" (with Bernardo Sassetti, Demian Cabaud, Dan Weiss) (TOAP, 2009)
",40,== Discography ==
"Ohad Talmor NEWSREEL (with Shane Endsley, Miles Okazaki, Jacob Sacks, Matt Pavolka, Dan Weiss; Auand Records 2008/9)
",41,== Discography ==
"Evaristo Perez Trio feat Ohad Talmor ""Why"" (with Evaristo Perez, Cédric Gysler, Tobie Langel) (2009)
",42,== Discography ==
"BlueSeven ""Collage"" (Daniel D'Alcántara, Denis Lee, Luis Neto, Josué dos Santos, Djalma Lima, R. Castellanos, Sidiel Vieira, C. Teixeira) (BSR, 2010)Kurt Rosenwinkel and OJM ""Our Secret World"" (WOM, 2010)
",43,== Discography ==
"Evaristo Perez Trio feat Ohad Talmor ""Suite Paul Klee"" (with Evaristo Perez, Cédric Gysler, David Meier) (2012)
",44,== Discography ==
"Sebastien Ammann ""Samadhi"" (with Dave Ambrosio, Eric McPherson) (FreshSound, 2013)Steve Swallow / Ohad Talmor / Adam Nussbaum ""Singular Curves"" (Auand Records, 2014)
",45,== Discography ==
"Dan Weiss ""Fourteen"" (Pi Records, 2014)
",46,== Discography ==
"Axel Fischbacher 4tet feat Ohad Talmor  ""Normal"" (with Axel Fischbacher, Adam Nussbaum, Johannes Weidenmüller) (Jazzsick Records, 2015)
",47,== Discography ==
"Justin Mullens Octet ""The Cornucopiad"" (BJU Records, 2016)
",48,== Discography ==
"Dan Weiss ""Sixteen:Drummers Suite"" (Pi Records, 2016)
",49,== Discography ==
"Ohad Talmor - Christoph Irniger CounterpointS ""Subway Lines"" (with Baenz Oester, Vinnie Sperrazza) (FreshSounds Records, 2017)Adam Nussbaum ""Lead Belly Project"" (with Steve Cardenas, Nate Radley) (Sunnysides Records, 2018)
",50,== Discography ==
"Lee Konitz Nonet ""Old Songs New"" (Sunnyside Records 2019)
",51,== Discography ==
"Ohad Talmor NewsReel Sextet ""Long Forms"" (Intakt Records 2020)Adam Nussbaum ""Lead Belly Reimagined"" (with Steve Cardenas, Nate Radley) (Sunnysides Records, 2020)
",52,== Discography ==
"== External links ==
",53,== External links ==
"Website of Ohad TalmorOhad Talmor at Allmusic (English)
",54,== External links ==
"== References ==
",55,== References ==
"1. A composer speak [1]
",56,== References ==
"2. Meeting Lee Konitz-Ohad Talmor Big Band: Portology ([2])
",57,== References ==
"3. All That Jazz The borough Brooklyn is where it's at, Village Voice from January 23, 2013 [2]
",58,== References ==
"4. Press release SUISA
",59,== References ==
"5. Downbeat 80 Coolest places [4]
",60,== References ==
