paragraph,paragraphIndex,section
"Harvey Call Cobbs Jr. (January 30, 1911 – September 21, 1971), known as Call Cobbs, was an American jazz pianist, electric harpsichordist, and organist. He is remembered for his work with saxophonist Albert Ayler in the mid- and late-1960s.
",0,N/A
"== Early life ==
",1,== Early life ==
"Cobbs was born in Urbana, Ohio, to Harvey Call Cobbs Sr. and Ethel Hill Cobbs. His father, known as Harry Cobbs, was a church janitor. In his youth, Cobbs served as companion and guide to the pianist Art Tatum and later accompanied Billie Holiday and replaced Hampton Hawes in the band of Wardell Gray.
",2,== Early life ==
"== Career ==
",3,== Career ==
"Cobbs worked and recorded with the alto saxophonist Johnny Hodges in 1954, when Hodges' band included John Coltrane. He studied the Schillinger System of musical composition.
",4,== Career ==
"He is best remembered for his work with the free jazz saxophonist Albert Ayler from 1964 through 1970, playing piano, rocksichord, and electronic organ in live performances and recordings. He also acted as Ayler's copyist and musical director. When Ayler's body was found floating in the East River in New York City on November 25, 1970, Cobbs was called upon to identify the body.
",5,== Career ==
"== Death ==
",6,== Death ==
"Cobbs was killed in a hit and run collision on September 21, 1971. He died at Jacobi Medical Center in The Bronx at the age of 60.
",7,== Death ==
"== Discography ==
",8,== Discography ==
"With Albert Ayler
",9,== Discography ==
"Swing Low Sweet Spiritual (Osmosis, 1964 [1971])
",10,== Discography ==
"Spirits Rejoice (ESP-Disk, 1965)
",11,== Discography ==
"Love Cry (Impulse!, 1967)
",12,== Discography ==
"New Grass (Impulse!, 1969)
",13,== Discography ==
"Nuits de la Fondation Maeght Vols. 1 & 2 (Shandar, 1970)
",14,== Discography ==
"Holy Ghost: Rare & Unissued Recordings (1962–70) ( Revenant, 2004)
",15,== Discography ==
"Live on the Riviera (ESP-Disk, 2005)With John Coltrane
",16,== Discography ==
"First Giant Steps. Rare Live RecordingsWith Johnny Hodges
",17,== Discography ==
"The Blues (Norgran, 1952–54, [1955])
",18,== Discography ==
"Used to Be Duke (Norgran, 1954)With Jack McVea
",19,== Discography ==
"Two Timin' Baby (Juke Box Lil)With Jimmy Rushing
",20,== Discography ==
"1946–1953 (Jazz Classics)
",21,== Discography ==
"== References ==
",22,== References ==
"== Sources ==
",23,== Sources ==
"Call Cobbs: Credits. Allmusic. Accessed July 2, 2007.
",24,== Sources ==
"""Final Bar."" Downbeat, November 11, 1971: p. 9.",25,== Sources ==
