paragraph,paragraphIndex,section
"William Edwards Deming (October 14, 1900 – December 20, 1993) was an American engineer, statistician, professor, author, lecturer, and management consultant. Educated initially as an electrical engineer and later specializing in  mathematical physics, he helped develop the sampling techniques still used by the U.S. Department of the Census and the Bureau of Labor Statistics.
",0,N/A
"== Overview ==
",1,== Overview ==
"Deming received a BS in electrical engineering from the University of Wyoming at Laramie (1921), an MS from the University of Colorado (1925), and a PhD from Yale University (1928). Both graduate degrees were in mathematics and physics. He had an internship at Western Electric's Hawthorne Works in Cicero, Illinois, while studying at Yale. He later worked at the U.S. Department of Agriculture and the Census Department. While working under Gen. Douglas MacArthur as a census consultant to the Japanese government, he was asked to teach a short seminar on statistical process control (SPC) methods to members of the Radio Corps, at the invitation of Homer Sarasohn. During this visit, he was contacted by the Union of Japanese Scientists and Engineers (JUSE) to talk directly to Japanese business leaders, not about SPC, but about his theories of management, returning to Japan for many years to consult. Later, he became a professor at New York University, while engaged as an independent consultant in Washington, DC.
",2,== Overview ==
"Deming was the author of Quality Productivity and Competitive Position, Out of the Crisis (1982–1986), and The New Economics for Industry, Government, Education (1993), and books on statistics and sampling. Deming played the flute and drums and composed music throughout his life, including sacred choral compositions and an arrangement of The Star Spangled Banner. In 1993, he founded the W. Edwards Deming Institute in Washington, DC, where the Deming Collection at the U.S. Library of Congress includes an extensive audiotape and videotape archive. The aim of the institute is to ""Enrich society through the Deming philosophy.""  Deming's teachings and philosophy are clearly illustrated by examining the results they produced after they were adopted by Japanese industry, as the following example (called the Ford-Mazda study) shows. Ford Motor Company was simultaneously manufacturing a car model with transmissions made in Japan (by Mazda) and the United States (by Ford). Soon after the car model was on the market (c. 1950), Ford customers were requesting the model with Japanese transmissions over the US-made transmissions, and they were willing to wait for the Japanese model. As both transmissions were made to the same specifications, Ford engineers could not understand the customer preference for the model with Japanese transmissions. Finally, Ford engineers decided to take apart the two different transmissions. The American-made car parts were all within specified tolerance levels. However, the Japanese car parts were virtually identical to each other, and much closer to the nominal values for the parts—e.g., if a part was supposed to be one foot long, plus or minus 1/8 of an inch (300 mm ± 3 mm)—then the Japanese parts were all within 1/16 of an inch (1.5 mm), less variation. This made the Japanese cars run more smoothly and customers experienced fewer problems. In his book The New Economics for Industry, Government, and Education Deming championed the work of Walter Shewhart, including statistical process control, operational definitions, and what Deming called the ""Shewhart Cycle,"" which had evolved into Plan-Do-check-Act (PDCA). Deming is best known for his work in Japan after WWII, particularly his work with the leaders of Japanese industry. That work began in July and August 1950, in Tokyo and at the Hakone Convention Center, when Deming delivered speeches on what he called ""Statistical Product Quality Administration"". Many in Japan credit Deming as one of the inspirations for what has become known as the Japanese post-war economic miracle of 1950 to 1960, when Japan rose from the ashes of war on the road to becoming the second-largest economy in the world through processes partially influenced by the ideas Deming taught:
",3,== Overview ==
"Better design of products to improve service
",4,== Overview ==
"Higher level of uniform product quality
",5,== Overview ==
"Improvement of product testing in the workplace and in research centers
",6,== Overview ==
"Greater sales through side [global] marketsDeming is best known in the United States for his 14 Points (Out of the Crisis, by W. Edwards Deming, preface) and his system of thought he called the ""System of Profound Knowledge"". The system includes four components or ""lenses"" through which to view the world simultaneously:
",7,== Overview ==
"Appreciating a system
",8,== Overview ==
"Understanding variation
",9,== Overview ==
"Psychology
",10,== Overview ==
"Epistemology, the theory of knowledgeDeming made a significant contribution to Japan's reputation for innovative, high-quality products, and for its economic power. He is regarded as having had more impact on Japanese manufacturing and business than any other individual not of Japanese heritage. Despite being honored in Japan in 1951 with the establishment of the Deming Prize, he was only just beginning to win widespread recognition in the United States at the time of his death in 1993. President Ronald Reagan awarded him the National Medal of Technology in 1987. The following year, the National Academy of Sciences gave Deming the Distinguished Career in Science award.
",11,== Overview ==
"== Early life ==
",12,== Early life ==
"William Edwards Deming was born in Sioux City, Iowa, but he was raised in Polk City, Iowa, on his grandfather Henry Coffin Edwards's chicken farm, then later on a 40-acre (16 ha) farm purchased by his father in Powell, Wyoming. He was the son of William Albert Deming and Pluma Irene Edwards,
",13,== Early life ==
"His parents were well-educated and emphasized the importance of education to their children. Pluma had studied in San Francisco and was a musician. William Albert had studied mathematics and law.
",14,== Early life ==
"He was a direct descendant of John Deming, (1615–1705) an early Puritan settler and original patentee of the Connecticut Colony, and Honor Treat, the daughter of Richard Treat (1584–1669), an early New England settler, deputy to the Connecticut Legislature and also a patentee of the Royal Charter of Connecticut, 1662.
",15,== Early life ==
"== Career ==
",16,== Career ==
"Deming was a professor of statistics in New York University graduate school of business administration (1946–1993) and taught at Columbia University's graduate school of business (1988–1993). He also was a consultant for private business.
",17,== Career ==
"In 1927, Deming was introduced to Walter A. Shewhart of the Bell Telephone Laboratories by C.H. Kunsman of the United States Department of Agriculture (USDA). Deming found great inspiration in the work of Shewhart, the originator of the concepts of statistical control of processes and the related technical tool of the control chart, as Deming began to move toward the application of statistical methods to industrial production and management. Shewhart's idea of common and special causes of variation led directly to Deming's theory of management. Deming saw that these ideas could be applied not only to manufacturing processes, but also to the processes by which enterprises are led and managed. This key insight made possible his enormous influence on the economics of the industrialized world after 1950. In 1936, he studied under Sir Ronald Fisher and Jerzy Neyman at University College, London, England.
",18,== Career ==
"Deming edited a series of lectures delivered by Shewhart at USDA, Statistical Method from the Viewpoint of Quality Control, into a book published in 1939. One reason he learned so much from Shewhart, Deming remarked in a videotaped interview, was that, while brilliant, Shewhart had an ""uncanny ability to make things difficult."" Deming thus spent a great deal of time both copying Shewhart's ideas and devising ways to present them with his own twist. Deming developed the sampling techniques that were used for the first time during the 1940 U.S. Census, formulating the Deming-Stephan algorithm for iterative proportional fitting in the process. During World War II, Deming was a member of the five-man Emergency Technical Committee. He worked with H.F. Dodge, A.G. Ashcroft, Leslie E. Simon, R.E. Wareham, and John Gaillard in the compilation of the American War Standards (American Standards Association Z1.1–3 published in 1942) and taught SPC techniques to workers engaged in wartime production. Statistical methods were widely applied during World War II, but faded into disuse a few years later in the face of huge overseas demand for American mass-produced products.
",19,== Career ==
"=== Japan ===
",20,== Career == | === Japan ===
"In 1947, Deming was involved in early planning for the 1951 Japanese Census. The Allied powers were occupying Japan, and he was asked by the United States Department of the Army to assist with the census.  He was brought over at the behest of General Douglas MacArthur, who grew frustrated at being unable to complete so much as a phone call without the line going dead due to Japan's shattered postwar economy. While in Japan, his expertise in quality-control techniques, combined with his involvement in Japanese society, brought him an invitation from the Union of Japanese Scientists and Engineers (JUSE). JUSE members had studied Shewhart's techniques, and as part of Japan's reconstruction efforts, they sought an expert to teach statistical control. From June–August 1950, Deming trained hundreds of engineers, managers, and scholars in SPC and concepts of quality. He also conducted at least one session for top management (including top Japanese industrialists of the likes of Akio Morita, the cofounder of Sony Corp.)  Deming's message to Japan's chief executives was that improving quality would reduce expenses, while increasing productivity and market share.  Perhaps the best known of these management lectures was delivered at the Mt. Hakone Conference Center in August 1950.
",21,== Career == | === Japan ===
