paragraph,paragraphIndex,section
"Maurice Nikolaevich Yaklashkin (Russian: Мори́с Никола́евич Якла́шкин; born on August 4, 1947,. village Chuteevo of the Yantikovsky District of the Chuvash ASSR) is a choral, opera and symphony conductor, music teacher, People's Artist of Russia, Honored Art Worker of the Chuvash ASSR, professor. Now he is the artistic director and chief conductor of the Chuvash State Symphony Capella.
",0,N/A
"== Biography ==
",1,== Biography ==
"Maurice Yaklashkin born on August 4, 1947 in the village Chuteevo of the Yantikovsky District of the Chuvash ASSR (RSFSR/USSR).
",2,== Biography ==
"In 1966 he graduated from the music department Kanash pedagogic college school. In 1968-69 Maurice Yaklashkin taught in the Jantikovo secondary school, thereafter, in 1973–77, he worked at Kanash pedagogic college.
",3,== Biography ==
"In 1973 Maurice Yaklashkin receive a diploma of the Chuvash State Pedagogical Institute.
",4,== Biography ==
"In 1982 he graduated from the Gorky State Conservatory (in the class of Professor A. A. Lebedinsky.)
",5,== Biography ==
"== References ==
",6,== References ==
"== External links ==
",7,== External links ==
"Maurice Yaklashkin in YouTube
",8,== External links ==
"Maurice Yaklashkin in Chuvash encyclopedia
",9,== External links ==
"Тухтăр пулас вырăнне дирижера çаврăннă Яклашкин çитмĕл çул тултарнă
",10,== External links ==
"Минкультуры Чувашии поздравляет дирижера, народного артиста России Мориса Яклашкина с юбилеем",11,== External links ==
