paragraph,paragraphIndex,section
"Suzee Ikeda is an American singer who was the first Asian-American solo artist at Motown.  However, she is best known for her work ""behind the scenes"" at Motown with such acts as Michael Jackson and The Temptations.
",0,N/A
"== Biography ==
",1,== Biography ==
"Born Susan Wendy Ikeda on August 25, 1947, in Chicago, Illinois, the daughter of a Japanese father and an American mother.
",2,== Biography ==
"Initially assigned to Mowest, Motown's subsidiary label, her first single was a cover version of ""Zip-A-Dee-Doo-Dah"" from the Disney film, Song of the South. The single failed to chart.
",3,== Biography ==
"In April 1973, Suzee released her first single on the Motown label, a ballad written by Charles Fox and Norman Gimbel called, ""Time For Me to Go.""  Unfortunately, the single and her solo career went nowhere.
",4,== Biography ==
"During her tenure at Motown she was described as a ""creative confidant"" of Michael Jackson. “Michael Jackson could make you forget he was so young,” writes Suzee Ikeda, in her introductory essay to Hello World: The Complete Motown Solo Collection. Ikeda's rapport with artists soon led to a new role behind the scenes as a production executive for the company. One of her early projects was the A Song for You album by The Temptations, released in 1975.
",5,== Biography ==
"In 1983, Ikeda became one of  the principal players in Super Three, a division of Motown responsible for developing new and existing acts.  Other participants in the partnership were off again-on again Motown figure Ray Singleton and Guy Costa (nephew of musician and arranger Don Costa), the latter who served as the entity's creative director.
",6,== Biography ==
"== Selected credits ==
",7,== Selected credits ==
"=== Singles ===
",8,== Selected credits == | === Singles ===
"==== As a recording artist ====
",9,== Selected credits == | ==== As a recording artist ====
"=== Albums ===
",10,== Selected credits == | === Albums ===
"==== Serving in various capacities ====
",11,== Selected credits == | ==== Serving in various capacities ====
"== External links ==
",12,== External links ==
"All Music Guide
",13,== External links ==
"First Universal Network
",14,== External links ==
== References ==,15,== References ==
