paragraph,paragraphIndex,section
"Rodney ""Don Vito"" Richard (born July 9, 1978) is an American record producer. He is best known as the producer who collaborated with Kandi Burruss on projects portrayed on The Real Housewives of Atlanta, including Kim Zolciak's breakout single ""Tardy for the Party"", as a judge on The Kandi Factory airing on Bravo, and as executive producer for Kandi Burruss'  weekly webisode series Kandi Koated Nights.
",0,N/A
"== Personal life ==
",1,== Personal life ==
"Don Vito was born on July 9, 1978, in Gary, Indiana to Louis and Juanita Richard. While in high school, he learned the art of DJing and would perform at school dances and local house parties. After being discharged from the Marine Corps, Vito moved to Atlanta, Georgia.
",2,== Personal life ==
"On August 21, 2013, it was reported that Don Vito and his girlfriend, LaTavia Roberson, formerly of Destiny's Child, welcomed a baby girl named Lyric.
",3,== Personal life ==
" On September 23, 2019, Don Vito and Roberson welcomed son Londyn.
",4,== Personal life ==
"== Music career ==
",5,== Music career ==
"Vito was introduced to record producer, DJ Cooley C, who gave him the opportunity to work with hip hop artist, Ghetto Mafia and Kilo. Later, he met Ian Burke who introduced him to rapper Solé, signed to RedZone Entertainment. Tricky Stewart signed him to Redzone, working with artists such as Solé, Mýa, and Blu Cantrell. Less than four years later, Don Vito ventured out with the R&B group, Cherish.
",6,== Music career ==
"In 2005, Don Vito launched Don Vito Productions, a music & video production company.
",7,== Music career ==
"== Discography ==
",8,== Discography ==
"=== Credits ===
",9,== Discography == | === Credits ===
"=== Singles ===
",10,== Discography == | === Singles ===
"== Awards and nominations ==
",11,== Awards and nominations ==
"2010, BMI, Nomination Special Background Performance Cue
",12,== Awards and nominations ==
"2007, Songwriter Award, Cherish, Do It to It
",13,== Awards and nominations ==
