paragraph,paragraphIndex,section
"Joshua Alexander ""Josh"" White (born May 25, 1973) is an American Christian musician, worship leader, and pastor, who primarily plays Christian pop and contemporary worship music. He has released two solo albums, since 2010. He is still the lead singer of the Christian rock band Telecast.
",0,N/A
"== Early and personal life ==
",1,== Early and personal life ==
"Joshua Alexander White was born on May 25, 1973.  He is the pastor of Door of Hope in Portland, Oregon, where he resides with his wife, Darcy.
",2,== Early and personal life ==
"Josh White was an active singer/ songwriter in the Seattle Scene before recording Christian music. He was in the bands Marble, Medicate and Man Ray before going solo in 1999, and then moving to Portland with Darcy and starting Telecast in 2002.
",3,== Early and personal life ==
"== Music career ==
",4,== Music career ==
"Josh started singing and writing music when he was just 12. He was in the band Marble, releasing a self titled album in 1995. He got a big break with his band Man Ray with the album ""Casual Thinking"" recorded at AVAST! studios in Seattle and released on Mercury Records in 1997. The label pushed Hansen instead of ManRay.
",5,== Music career ==
"They played many, many shows all over Seattle and Portland. With a Huge local following, but no real label backing ManRay went on hiatus, and then Josh had Medicate and played a ton of shows, but did not record, although AVAST! has unreleased songs by Josh.
",6,== Music career ==
"After a regrouping, and marrying Darcy, he recorded his first solo album ""Coming Undone"" released in 1999 on Emperor Records. Moving to Portland he changed direction, went back to his Christian roots and began his Christian band Telecast. Josh is still the frontman for the Christian rock band Telecast. Much later in 2010, he released a second solo album, Achor, that was released on November 9, 2010, by BEC Recordings. He released, Absolution, on November 23, 2013, with Deeper Well Records.
",7,== Music career ==
"== Discography ==
",8,== Discography ==
"AlbumsMarble - Marble (Bedazzled Records 1995) Recorded at Mars Studios Bellingham
",9,== Discography ==
"Casual Thinking - ManRay (Mercury Recods 1997) Recorded at AVAST! Seattle
",10,== Discography ==
"Coming Undone - Josh White (Emperor Records 1999) Recorded at Cherub Way and Josh's Basement Seattle
",11,== Discography ==
"The Beauty Of Simplicity - Telecast (BEC 2002) Recorded Compund Recording Seattle
",12,== Discography ==
"Eternity Is Now - Telecast (BEC 2005) Recorded at Compound Seattle and Super Natural Portland
",13,== Discography ==
"Achor (November 9, 2010, BEC)
",14,== Discography ==
"Wounded Healer (November 23, 2013, Deeper Well)
",15,== Discography ==
"Absolution (November 23, 2013, Deeper Well)
",16,== Discography ==
"Pilgrim (2013, Deeper Well)
",17,== Discography ==
"Josh White and Josh Garrels EP (2018)
",18,== Discography ==
"What's Done Is Done (2020, Deeper Well/Humble Beast)
",19,== Discography ==
"Holy Haunt - EP (2021, Humble Beast, Deeper Well)
",20,== Discography ==
"== References ==
",21,== References ==
"== External links ==
",22,== External links ==
"Record label website
",23,== External links ==
"Church website
",24,== External links ==
[1],25,== External links ==
