time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"June 15 , 1909 – April 30 , 1985","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
about four years old,IN CD NNS JJ,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,MODIFIER NUMERAL TIME MODIFIER,time_reference,2,2
three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,4,3
1930,CD,YEAR_REGEX_1,TIME,time_reference,4,3
1977,CD,YEAR_REGEX_1,TIME,time_reference,8,3
One evening,CD NN,BASIC_NUMBER_REGEX_1 DAY_TIME_REGEX,NUMERAL TIME,,0,6
The next day,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,4,6
a few days,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,4,6
about a year,IN DT NN,PREFIX_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,8
1929,CD,YEAR_REGEX_1,TIME,time_reference,2,8
1930,CD,YEAR_REGEX_1,TIME,time_reference,5,8
recently,RB,TIMELINE_REGEX,TIME,time_reference,1,9
1932,CD,YEAR_REGEX_1,TIME,time_reference,2,9
another year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,3,9
1935,CD,YEAR_REGEX_1,TIME,time_reference,3,9
lasted every summer,VBD DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 SEASON_REGEX,MODIFIER MODIFIER TIME,,1,10
1935 to 1939,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,10
1939,CD,YEAR_REGEX_1,TIME,time_reference,3,10
1942,CD,YEAR_REGEX_1,TIME,time_reference,0,12
"30,000 a week",CD DT NN,DIGIT_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,NUMERAL MODIFIER TIME,,3,12
1945,CD,YEAR_REGEX_1,TIME,time_reference,5,12
1946,CD,YEAR_REGEX_1,TIME,time_reference,0,14
a week,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,14
more than a year,JJR IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER TIME,time_reference,2,14
1947,CD,YEAR_REGEX_1,TIME,time_reference,2,14
some years previously,DT NNS RB,PREFIX_REGEX_1 TIME_UNIT_REGEX TIMELINE_REGEX,MODIFIER TIME TIME,time_reference,1,15
three days,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,3,15
1947,CD,YEAR_REGEX_1,TIME,time_reference,5,15
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,28
1948,CD,YEAR_REGEX_1,TIME,time_reference,1,28
1951 to 1956,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,29
nightclub,NN,DAY_TIME_REGEX,TIME,time_reference,0,29
1952,CD,YEAR_REGEX_1,TIME,time_reference,1,29
year,NN,TIME_UNIT_REGEX,TIME,time_reference,2,29
the next 25 years,DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,2,29
1953,CD,YEAR_REGEX_1,TIME,time_reference,3,29
four more years,CD JJR NNS,BASIC_NUMBER_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,NUMERAL MODIFIER TIME,,3,29
1955,CD,YEAR_REGEX_1,TIME,time_reference,0,30
The following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,30
1958,CD,YEAR_REGEX_1,TIME,time_reference,2,30
1961,CD,YEAR_REGEX_1,TIME,time_reference,4,30
a night,DT NN,INARTICLE_REGEX DAY_TIME_REGEX,MODIFIER TIME,time_reference,5,30
1993,CD,YEAR_REGEX_1,TIME,time_reference,1,35
The 2003,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,36
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,37
the years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,39
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,41
1929,CD,YEAR_REGEX_1,TIME,time_reference,2,43
1998,CD,YEAR_REGEX_1,TIME,time_reference,2,44
1905-1978,JJ,YEAR_REGEX_1,TIME,time_reference,1,45
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,45
1890-1954,CD,YEAR_REGEX_1,TIME,time_reference,1,46
1890-1954,CD,YEAR_REGEX_1,TIME,time_reference,2,46
1986,CD,YEAR_REGEX_1,TIME,time_reference,2,46
2009,CD,YEAR_REGEX_1,TIME,time_reference,2,47
2005,CD,YEAR_REGEX_1,TIME,time_reference,0,48
2005,CD,YEAR_REGEX_1,TIME,time_reference,1,49
