time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"October 27 , 1948 – March 18 , 2017","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Bernard Albert Wrightson (October 27, 1948 – March 18, 2017), sometimes credited as Bernie Wrightson, was an American artist, known for co-creating the Swamp Thing, his adaptation of the novel Frankenstein illustration work, and for his other horror comics and illustrations, which feature his trademark intricate pen and brushwork.",0,0,,75785
"October 27 , 1948","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Wrightson was born October 27, 1948, in Dundalk, Maryland.",0,2,== Early life ==,75785
"Dec. 15 , 1965","NNP CD , CD",MONTH_ABBR_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"He published a piece of fan art, containing a headstone bearing the inscription ""Berni Wrightson, Dec. 15, 1965"", on page 33 of Warren Publishing's Creepy #9 (cover-dated June 1966).",3,2,== Early life ==,75785
June 1966,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"He published a piece of fan art, containing a headstone bearing the inscription ""Berni Wrightson, Dec. 15, 1965"", on page 33 of Warren Publishing's Creepy #9 (cover-dated June 1966).",3,2,== Early life ==,75785
1966,CD,YEAR_REGEX_1,TIME,time_reference,"In 1966, Wrightson began working for The Baltimore Sun newspaper as an illustrator.",0,4,== Career ==,75785
Sun,NNP,WEEK_ABBR_REGEX,TIME,time_reference,"In 1966, Wrightson began working for The Baltimore Sun newspaper as an illustrator.",0,4,== Career ==,75785
The following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"The following year, after meeting artist Frank Frazetta at a comic-book convention in New York City, he was inspired to produce his own stories.",1,4,== Career ==,75785
1968,CD,YEAR_REGEX_1,TIME,time_reference,"In 1968, he showed copies of his sequential art to DC Comics editor Dick Giordano and was given a freelance assignment.",2,4,== Career ==,75785
1968,CD,YEAR_REGEX_1,TIME,time_reference,"In 1968, he drew his first professional comic book story, ""The Man Who Murdered Himself"", which appeared in House of Mystery #179 (cover-dated March–April 1969).",0,5,== Career ==,75785
1969,CD,YEAR_REGEX_1,TIME,time_reference,"In 1968, he drew his first professional comic book story, ""The Man Who Murdered Himself"", which appeared in House of Mystery #179 (cover-dated March–April 1969).",0,5,== Career ==,75785
a few years,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"He continued to work on a variety of mystery and anthology titles for both DC and, a few years later, its principal rival, Marvel Comics.",1,5,== Career ==,75785
the 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"It was for Marvel's Chamber of Darkness and Tower of Shadows titles where he was first encouraged to slightly simplify his intricate pen-and-ink drawing, and where his lush brushwork, a hallmark of his comics inking in the 1970s, was first evidenced.",2,5,== Career ==,75785
the 1970s and 1980s,DT CD CC CD,PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER TIME MODIFIER TIME,time_reference,"Like many artists in the 1970s and 1980s, Wrightson moved to New York in hopes of finding work with comics publishers such as DC Comics or Marvel Comics.",0,6,== Career ==,75785
3 a.m,CD NN,DIGIT_REGEX_1 HALFDAY_REGEX_1,NUMERAL TIME,,"Simonson recalls, ""We'd get together at 3 a.m.",2,6,== Career ==,75785
days,NNS,TIME_UNIT_REGEX,TIME,time_reference,"I pretty much knew at the time, 'These are the good ole days.'""",5,6,== Career ==,75785
July 1971,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"With writer Len Wein, Wrightson co-created the muck creature Swamp Thing in House of Secrets #92 (July 1971) in a standalone horror story set in the Victorian era.",0,8,== Career == | === Swamp Thing ===,75785
19 and 20 years old,CD CC CD NNS JJ,DIGIT_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL MODIFIER NUMERAL TIME MODIFIER,time_range,"Wein later recounted how Wrightson became involved with the story: ""Bernie Wrightson had just broken up with a girlfriend, and we were sitting in my car just talking about life – all the important things to do when you're 19 and 20 years old.",1,8,== Career == | === Swamp Thing ===,75785
now,RB,TIMELINE_REGEX,TIME,time_reference,"And I said, 'You know, I just wrote a story that actually kind of feels like the way you feel now.'",3,8,== Career == | === Swamp Thing ===,75785
summer 1972,NN CD,SEASON_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"'""In summer 1972 he published Badtime Stories, a horror/science fiction comics anthology featuring his own scripts and artwork (from the period 1970–1971), each story being drawn in a different medium (ink wash, tonal pencil drawings, duoshade paper, screen tones, e.g., along with traditional pen-and-ink and brushwork).",5,8,== Career == | === Swamp Thing ===,75785
1970–1971,CD,YEAR_REGEX_1,TIME,time_reference,"'""In summer 1972 he published Badtime Stories, a horror/science fiction comics anthology featuring his own scripts and artwork (from the period 1970–1971), each story being drawn in a different medium (ink wash, tonal pencil drawings, duoshade paper, screen tones, e.g., along with traditional pen-and-ink and brushwork).",5,8,== Career == | === Swamp Thing ===,75785
1972,CD,YEAR_REGEX_1,TIME,time_reference,"He and writer Marv Wolfman co-created Destiny in Weird Mystery Tales #1 (July–Aug. 1972), a character which would later be used in the work of Neil Gaiman.",0,9,== Career == | === Swamp Thing ===,75785
the fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"In the fall of 1972 the Swamp Thing returned in his own series, set in the contemporary world and in the general DC continuity.",1,9,== Career == | === Swamp Thing ===,75785
of 1972,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In the fall of 1972 the Swamp Thing returned in his own series, set in the contemporary world and in the general DC continuity.",1,9,== Career == | === Swamp Thing ===,75785
