time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
30 November,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,0
18 November,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,0
1859 – 8 November 1924,CD $ CD NNP CD,YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1859,CD,YEAR_REGEX_1,TIME,time_reference,0,2
1878,CD,YEAR_REGEX_1,TIME,time_reference,3,2
1883,CD,YEAR_REGEX_1,TIME,time_reference,0,3
1885,CD,YEAR_REGEX_1,TIME,time_reference,1,3
"the 1860s , now","DT NNS , RB",PREFIX_REGEX_1 YEAR_REGEX_1 COMMA_REGEX TIMELINE_REGEX,MODIFIER TIME MODIFIER TIME,time_reference,2,3
1893,CD,YEAR_REGEX_1,TIME,time_reference,0,4
now,RB,TIMELINE_REGEX,TIME,time_reference,0,4
1897,CD,YEAR_REGEX_1,TIME,time_reference,1,4
the 1890s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,4
1904,CD,YEAR_REGEX_1,TIME,time_reference,0,5
1907,CD,YEAR_REGEX_1,TIME,time_reference,0,5
the spring,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,2,5
of 1910,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,5
1910–1911,CD,YEAR_REGEX_1,TIME,time_reference,4,5
1911,CD,YEAR_REGEX_1,TIME,time_reference,0,6
1923,CD,YEAR_REGEX_1,TIME,time_reference,1,6
the following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,6
many years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,6
1927,CD,YEAR_REGEX_1,TIME,time_reference,6,6
1949,CD,YEAR_REGEX_1,TIME,time_reference,7,6
1883,CD,YEAR_REGEX_1,TIME,time_reference,1,13
1890,CD,YEAR_REGEX_1,TIME,time_reference,1,15
1896,CD,YEAR_REGEX_1,TIME,time_reference,1,17
1886,CD,YEAR_REGEX_1,TIME,time_reference,1,25
1898,CD,YEAR_REGEX_1,TIME,time_reference,1,27
Summer night,NNP NN,SEASON_REGEX DAY_TIME_REGEX,TIME TIME,time_reference,0,34
1887,CD,YEAR_REGEX_1,TIME,time_reference,1,42
1897,CD,YEAR_REGEX_1,TIME,time_reference,1,43
1900,CD,YEAR_REGEX_1,TIME,time_reference,1,45
1902,CD,YEAR_REGEX_1,TIME,time_reference,1,46
The autumn,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,1,56
1907,CD,YEAR_REGEX_1,TIME,time_reference,1,58
1909,CD,YEAR_REGEX_1,TIME,time_reference,1,76
1910–11,CD,YEAR_REGEX_1,TIME,time_reference,1,87
1911,CD,YEAR_REGEX_1,TIME,time_reference,1,88
1911,CD,YEAR_REGEX_1,TIME,time_reference,1,89
1911,CD,YEAR_REGEX_1,TIME,time_reference,1,90
1912,CD,YEAR_REGEX_1,TIME,time_reference,1,93
1912,CD,YEAR_REGEX_1,TIME,time_reference,1,94
1912,CD,YEAR_REGEX_1,TIME,time_reference,1,95
1912,CD,YEAR_REGEX_1,TIME,time_reference,1,96
1912,CD,YEAR_REGEX_1,TIME,time_reference,1,97
Pastorale,NNP,TIMELINE_REGEX,TIME,time_reference,1,99
Pastorale,NNP,TIMELINE_REGEX,TIME,time_reference,2,100
1913,CD,YEAR_REGEX_1,TIME,time_reference,1,102
1913,CD,YEAR_REGEX_1,TIME,time_reference,1,103
1913,CD,YEAR_REGEX_1,TIME,time_reference,1,104
1915,CD,YEAR_REGEX_1,TIME,time_reference,1,113
1921,CD,YEAR_REGEX_1,TIME,time_reference,1,113
1915,CD,YEAR_REGEX_1,TIME,time_reference,1,114
1916,CD,YEAR_REGEX_1,TIME,time_reference,1,115
1921,CD,YEAR_REGEX_1,TIME,time_reference,1,115
1916,CD,YEAR_REGEX_1,TIME,time_reference,1,116
1923,CD,YEAR_REGEX_1,TIME,time_reference,1,116
1917,CD,YEAR_REGEX_1,TIME,time_reference,1,117
1917,CD,YEAR_REGEX_1,TIME,time_reference,1,118
Evening,NNP,DAY_TIME_REGEX,TIME,time_reference,1,120
1920,CD,YEAR_REGEX_1,TIME,time_reference,1,120
1919,CD,YEAR_REGEX_1,TIME,time_reference,1,121
1919–1920,CD,YEAR_REGEX_1,TIME,time_reference,1,123
1883,CD,YEAR_REGEX_1,TIME,time_reference,0,125
1918–1919,CD,YEAR_REGEX_1,TIME,time_reference,0,126
1920,CD,YEAR_REGEX_1,TIME,time_reference,0,127
1923,CD,YEAR_REGEX_1,TIME,time_reference,0,128
1923,CD,YEAR_REGEX_1,TIME,time_reference,0,129
2002,CD,YEAR_REGEX_1,TIME,time_reference,0,135
1980,CD,YEAR_REGEX_1,TIME,time_reference,2,136
2008,CD,YEAR_REGEX_1,TIME,time_reference,1,140
