time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
12 December 1920 – 1 February 1986,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
12 December 1920,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,2
1940,CD,YEAR_REGEX_1,TIME,time_reference,3,2
1942,CD,YEAR_REGEX_1,TIME,time_reference,3,2
early 1950s,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,5,2
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,6,2
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,3
1958,CD,YEAR_REGEX_1,TIME,time_reference,1,5
1961,CD,YEAR_REGEX_1,TIME,time_reference,1,5
early 1963,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,5
1968,CD,YEAR_REGEX_1,TIME,time_reference,5,5
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,7,5
1969,CD,YEAR_REGEX_1,TIME,time_reference,7,5
the 1960s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,9,5
the 1960s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,10,5
days,NNS,TIME_UNIT_REGEX,TIME,time_reference,1,6
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,7
1963,CD,YEAR_REGEX_1,TIME,time_reference,0,7
night,NN,DAY_TIME_REGEX,TIME,time_reference,0,7
1969,CD,YEAR_REGEX_1,TIME,time_reference,1,7
1976,CD,YEAR_REGEX_1,TIME,time_reference,3,7
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1982,CD,YEAR_REGEX_1,TIME,time_reference,0,8
June 1985,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,8
1 February 1986,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,10
currently,RB,TIMELINE_REGEX,TIME,time_reference,2,10
1956,CD,YEAR_REGEX_1,TIME,time_reference,0,12
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,13
2000,CD,YEAR_REGEX_1,TIME,time_reference,0,16
2005,CD,YEAR_REGEX_1,TIME,time_reference,0,18
