time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
17 August 1891,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Ludvík Kundera (17 August 1891 in Brno – 12 May 1971 in Brno) was a Czech musicologist, pianist and academic administrator.",0,0,,44376470
12 May 1971,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Ludvík Kundera (17 August 1891 in Brno – 12 May 1971 in Brno) was a Czech musicologist, pianist and academic administrator.",0,0,,44376470
1912,CD,YEAR_REGEX_1,TIME,time_reference,"His first public performance took place in 1912, with compositions by Johann Sebastian Bach, Robert Schumann, Bedřich Smetana and Franz Liszt.",2,2,== Biography ==,44376470
14 July 1914,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"He enlisted on 14 July 1914 and was assigned to the 8th Infantry Regiment operating in Sibiu, Transylvania.",4,2,== Biography ==,44376470
1915,CD,YEAR_REGEX_1,TIME,time_reference,He was captured by Russians in 1915 and on 1 August 1916 he joined the Czechoslovak Legion in Russia.,5,2,== Biography ==,44376470
1 August 1916,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,He was captured by Russians in 1915 and on 1 August 1916 he joined the Czechoslovak Legion in Russia.,5,2,== Biography ==,44376470
"June , 1920","NNP , CD",MONTH_REGEX COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_reference,"In June, 1920, he travelled from Vladivostok to Terst and later back to the Czechoslovakia.",7,2,== Biography ==,44376470
1925,CD,YEAR_REGEX_1,TIME,time_reference,"In 1925, he attended the masterclasses of Alfred Cortot at the École Normale de Musique in Paris.",0,3,== Biography ==,44376470
1925,CD,YEAR_REGEX_1,TIME,time_reference,He also continued his studies in Vienna and Prague and earned a doctorate in musicology from Brno University in 1925.,1,3,== Biography ==,44376470
1922 to 1941,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,He taught at Brno Conservatory from 1922 to 1941 (until his removal by the Nazi authorities occupying Czechoslovakia) and at Brno Academy JAMU from 1948 to 1950.,2,3,== Biography ==,44376470
1948 to 1950,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,He taught at Brno Conservatory from 1922 to 1941 (until his removal by the Nazi authorities occupying Czechoslovakia) and at Brno Academy JAMU from 1948 to 1950.,2,3,== Biography ==,44376470
1945 to 1946,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,From 1945 to 1946 he was directory of the Brno Conservatory.,3,3,== Biography ==,44376470
1946 to 1948,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,From 1946 to 1948 he was head of the music department of the Education Faculty of the Charles University in Prague.,4,3,== Biography ==,44376470
