time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
24 January 1915 – 16 June 1940,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,Vítězslava Kaprálová (Czech pronunciation: [ˈvi:cɛslava ˈkapra:lova:]; 24 January 1915 – 16 June 1940) was a Czech composer and conductor of 20th-century classical music.,0,0,,4770254
now,RB,TIMELINE_REGEX,TIME,time_reference,"Vítězslava Kaprálová was born in Brno, Austro-Hungarian Empire (now Czech Republic), a daughter of composer Václav Kaprál and singer Viktorie Kaprálová.",0,2,== Life and career ==,4770254
1930-1935,JJ,YEAR_REGEX_1,TIME,time_reference,From 1930-1935 she studied composition with Vilém Petrželka and conducting with Zdeněk Chalabala at the Brno Conservatory.,1,2,== Life and career ==,4770254
1935–37,CD,YEAR_REGEX_1,TIME,time_reference,"She continued her musical education with Vítězslav Novák (1935–37) and Václav Talich (1935–36) in Prague and with Bohuslav Martinů,  Charles Munch (1937–39) and, according to some unverified accounts, with Nadia Boulanger (1940) in Paris.",2,2,== Life and career ==,4770254
1935–36,CD,YEAR_REGEX_1,TIME,time_reference,"She continued her musical education with Vítězslav Novák (1935–37) and Václav Talich (1935–36) in Prague and with Bohuslav Martinů,  Charles Munch (1937–39) and, according to some unverified accounts, with Nadia Boulanger (1940) in Paris.",2,2,== Life and career ==,4770254
1937–39,CD,YEAR_REGEX_1,TIME,time_reference,"She continued her musical education with Vítězslav Novák (1935–37) and Václav Talich (1935–36) in Prague and with Bohuslav Martinů,  Charles Munch (1937–39) and, according to some unverified accounts, with Nadia Boulanger (1940) in Paris.",2,2,== Life and career ==,4770254
1940,CD,YEAR_REGEX_1,TIME,time_reference,"She continued her musical education with Vítězslav Novák (1935–37) and Václav Talich (1935–36) in Prague and with Bohuslav Martinů,  Charles Munch (1937–39) and, according to some unverified accounts, with Nadia Boulanger (1940) in Paris.",2,2,== Life and career ==,4770254
1937,CD,YEAR_REGEX_1,TIME,time_reference,In 1937 she conducted the Czech Philharmonic and a year later the BBC Orchestra in her composition Military Sinfonietta.,3,2,== Life and career ==,4770254
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,In 1937 she conducted the Czech Philharmonic and a year later the BBC Orchestra in her composition Military Sinfonietta.,3,2,== Life and career ==,4770254
two months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"Her husband was the Czech writer Jiří Mucha, whom she married two months before she died.",4,2,== Life and career ==,4770254
