time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"December 26 , 1911","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Hal Borne (December 26, 1911, Chicago, Illinois - February 25, 2000, Tarzana, California) was an American popular song composer, orchestra leader, music arranger and musical director, who studied music at the University of Illinois.",0,0,,22692727
"February 25 , 2000","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Hal Borne (December 26, 1911, Chicago, Illinois - February 25, 2000, Tarzana, California) was an American popular song composer, orchestra leader, music arranger and musical director, who studied music at the University of Illinois.",0,0,,22692727
the 1935,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"[obbligato] I'm in heaven [obbligato]"") in the 1935 film Top Hat.",2,1,,22692727
1941,CD,YEAR_REGEX_1,TIME,time_reference,"In 1941 he collaborated with Duke Ellington, Paul Francis Webster and Kuller on the progressive all-black revue Jump for Joy, which was supported by many Hollywood liberals of the time, such as Groucho Marx, Mickey Rooney, and Orson Welles.",3,1,,22692727
February 1942,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,Borne became a big-band orchestra leader and in February 1942 signed as the music director for RCM's Soundies (musical shorts filmed for jukeboxes) for which his trio often provided backings.,4,1,,22692727
1942,CD,YEAR_REGEX_1,TIME,time_reference,"Borne joined ASCAP in 1942 and was one of the composers for Ray Golden's 1950 revue Alive and Kicking, featuring Jack Cassidy, Bobby Van and Carl Reiner and the debut of Gwen Verdon.",5,1,,22692727
1950,CD,YEAR_REGEX_1,TIME,time_reference,"Borne joined ASCAP in 1942 and was one of the composers for Ray Golden's 1950 revue Alive and Kicking, featuring Jack Cassidy, Bobby Van and Carl Reiner and the debut of Gwen Verdon.",5,1,,22692727
many years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,For many years Borne was associated with Tony Martin and became his regular music director for live and TV appearances throughout the 1950s and 60s.,6,1,,22692727
the 1950s and 60s,DT CD CC CD,PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1,MODIFIER TIME MODIFIER NUMERAL,time_reference,For many years Borne was associated with Tony Martin and became his regular music director for live and TV appearances throughout the 1950s and 60s.,6,1,,22692727
1963,CD,YEAR_REGEX_1,TIME,time_reference,In 1963 he composed most of the songs for the infamous first topless mainstream movie Promises!,7,1,,22692727
1961,CD,YEAR_REGEX_1,TIME,time_reference,"His other film work included the scores to The Explosive Generation (1961), Flight of the Lost Balloon (1961) and Hillbillys in a Haunted House (1967).",9,1,,22692727
1961,CD,YEAR_REGEX_1,TIME,time_reference,"His other film work included the scores to The Explosive Generation (1961), Flight of the Lost Balloon (1961) and Hillbillys in a Haunted House (1967).",9,1,,22692727
1967,CD,YEAR_REGEX_1,TIME,time_reference,"His other film work included the scores to The Explosive Generation (1961), Flight of the Lost Balloon (1961) and Hillbillys in a Haunted House (1967).",9,1,,22692727
1957,CD,YEAR_REGEX_1,TIME,time_reference,"Among his many albums, he supported Marie McDonald for her 1957 musical foray ""The Body Sings"".",1,2,,22692727
