time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"March 3 , 1989","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Walter Anthony ""Tony"" Bradford (born March 3, 1989), better known by his stage name Montana of 300 (or simply Montana), is an American rapper, singer and songwriter from Chicago, Illinois.",0,0,,51139123
"May 20 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His debut studio album, Fire in the Church, was released on May 20, 2016.",1,0,,51139123
every year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Since releasing Fire in the Church, Montana has committed to releasing an album every year on May 20.",0,1,,51139123
May 20,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"Since releasing Fire in the Church, Montana has committed to releasing an album every year on May 20.",0,1,,51139123
"May 20 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His third album, Don't Doubt the God, was released on May 20, 2017, and his fourth album, Pray 4 the Devil, was released on May 20, 2018, and his fifth album “A Gun In The Teacher’s Desk” on November 16, 2018, on May 20, 2019 Montana would later release his sixth album Views from the General's Helmet.",2,1,,51139123
"May 20 , 2018","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His third album, Don't Doubt the God, was released on May 20, 2017, and his fourth album, Pray 4 the Devil, was released on May 20, 2018, and his fifth album “A Gun In The Teacher’s Desk” on November 16, 2018, on May 20, 2019 Montana would later release his sixth album Views from the General's Helmet.",2,1,,51139123
"November 16 , 2018","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His third album, Don't Doubt the God, was released on May 20, 2017, and his fourth album, Pray 4 the Devil, was released on May 20, 2018, and his fifth album “A Gun In The Teacher’s Desk” on November 16, 2018, on May 20, 2019 Montana would later release his sixth album Views from the General's Helmet.",2,1,,51139123
"May 20 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His third album, Don't Doubt the God, was released on May 20, 2017, and his fourth album, Pray 4 the Devil, was released on May 20, 2018, and his fifth album “A Gun In The Teacher’s Desk” on November 16, 2018, on May 20, 2019 Montana would later release his sixth album Views from the General's Helmet.",2,1,,51139123
"February 18 , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On February 18, 2020 Montana would release his EP mixtape titled “A Cold Day In Hell”.",3,1,,51139123
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,"On February 18, 2020 Montana would release his EP mixtape titled “A Cold Day In Hell”.",3,1,,51139123
2019,CD,YEAR_REGEX_1,TIME,time_reference,"After several delays dating back to 2019, the album was finally released on January 6, 2022.",1,2,,51139123
"January 6 , 2022","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"After several delays dating back to 2019, the album was finally released on January 6, 2022.",1,2,,51139123
"March 3 , 1989","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Tony Bradford was born on March 3, 1989 in Chicago, Illinois.",0,4,== Early life ==,51139123
2008,CD,YEAR_REGEX_1,TIME,time_reference,"""In 2008, Montana, his friend from high school, Montelle Talley (known professionally as ""Talley of 300""), as well as several others joined together to form the rap group ""300"".",4,4,== Early life ==,51139123
2014,CD,YEAR_REGEX_1,TIME,time_reference,"In 2014, Montana released his first mixtape titled, Cursed with a Blessing.",0,6,== Career ==,51139123
September 2015,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In September 2015, Montana made a cameo appearance in the popular television show, Empire.",1,6,== Career ==,51139123
December 2015,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In December 2015, Montana and Talley of 300 released a collaborative mixtape titled Gunz and Roses.",2,6,== Career ==,51139123
"May 20 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On May 20, 2016, Montana released his debut studio album, titled Fire in the Church.",4,6,== Career ==,51139123
"February 10 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On February 10, 2017, Montana released a compilation album with his Fly Guy labelmates, titled No Surrender No Retreat.",0,7,== Career ==,51139123
2021,CD,YEAR_REGEX_1,TIME,time_reference,"In 2021, He contracted COVID-19.",0,9,== Health ==,51139123
