time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"April 5 , 1908 – October 6 , 1989","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
more than 50 years and 100,JJR IN CD NNS CC CD,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX LINKAGE_REGEX DIGIT_REGEX_1,MODIFIER MODIFIER NUMERAL TIME MODIFIER NUMERAL,time_reference,1,0
1930,CD,YEAR_REGEX_1,TIME,time_reference,0,1
1934,CD,YEAR_REGEX_1,TIME,time_reference,1,1
that year,IN NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,1
The next year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,2,1
1935,CD,YEAR_REGEX_1,TIME,time_reference,2,1
1937,CD,YEAR_REGEX_1,TIME,time_reference,0,2
the start of more than a decade,DT NN IN JJR IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER MODIFIER MODIFIER MODIFIER TIME,time_reference,0,2
year,NN,TIME_UNIT_REGEX,TIME,time_reference,1,2
1850s,CD,YEAR_REGEX_1,TIME,time_reference,2,2
1938,CD,YEAR_REGEX_1,TIME,time_reference,2,2
the first of five consecutive years,DT JJ IN CD JJ NNS,PREFIX_REGEX_1 ORDINAL_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL MODIFIER NUMERAL MODIFIER TIME,time_reference,2,2
1939,CD,YEAR_REGEX_1,TIME,time_reference,2,2
1940,CD,YEAR_REGEX_1,TIME,time_reference,2,2
1941,CD,YEAR_REGEX_1,TIME,time_reference,2,2
Now,RB,TIMELINE_REGEX,TIME,time_reference,2,2
1942,CD,YEAR_REGEX_1,TIME,time_reference,2,2
1950,CD,YEAR_REGEX_1,TIME,time_reference,3,3
1962,CD,YEAR_REGEX_1,TIME,time_reference,4,3
1978,CD,YEAR_REGEX_1,TIME,time_reference,5,3
of August,IN NNP,PREFIX_REGEX_1 MONTH_REGEX,MODIFIER TIME,time_reference,5,3
1987,CD,YEAR_REGEX_1,TIME,time_reference,5,3
1989,CD,YEAR_REGEX_1,TIME,time_reference,6,3
1985,CD,YEAR_REGEX_1,TIME,time_reference,10,3
1999,CD,YEAR_REGEX_1,TIME,time_reference,13,3
1908–1929,CD,YEAR_REGEX_1,TIME,time_reference,1,5
"April 5 , 1908","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,6
1885–1938,CD,YEAR_REGEX_1,TIME,time_reference,0,6
1885–1961,CD,YEAR_REGEX_1,TIME,time_reference,0,6
1915,CD,YEAR_REGEX_1,TIME,time_reference,2,6
three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,2,6
the fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,3,6
of 1921,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,6
1926,CD,YEAR_REGEX_1,TIME,time_reference,4,7
a 1929,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,8,7
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,8,7
1929,CD,YEAR_REGEX_1,TIME,time_reference,9,7
1929,CD,YEAR_REGEX_1,TIME,time_reference,10,7
1930–1936,CD,YEAR_REGEX_1,TIME,time_reference,0,8
Early years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,8
1930,CD,YEAR_REGEX_1,TIME,time_reference,0,9
a 1971,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,5,9
the 1931,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,10,9
1931,CD,YEAR_REGEX_1,TIME,time_reference,12,9
Summerville,NNP,SEASON_REGEX,TIME,time_reference,13,9
1931,CD,YEAR_REGEX_1,TIME,time_reference,14,9
three months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,15,9
1931,CD,YEAR_REGEX_1,TIME,time_reference,15,9
1932,CD,YEAR_REGEX_1,TIME,time_reference,15,9
one year,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,16,9
1932,CD,YEAR_REGEX_1,TIME,time_reference,17,9
The Saturday Evening,DT NNP NNP,PREFIX_REGEX_1 WEEK_REGEX DAY_TIME_REGEX,MODIFIER TIME TIME,time_reference,18,9
the next 18 years,DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,19,9
"August 18 , 1932","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,20,9
100 a week,CD DT NN,DIGIT_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,NUMERAL MODIFIER TIME,,21,9
2020,CD,YEAR_REGEX_1,TIME,time_reference,21,9
"1,000 a week",CD DT NN,DIGIT_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,NUMERAL MODIFIER TIME,,21,9
1934,CD,YEAR_REGEX_1,TIME,time_reference,0,10
One Night,CD NNP,BASIC_NUMBER_REGEX_1 DAY_TIME_REGEX,NUMERAL TIME,,7,10
the following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,10,10
1935,CD,YEAR_REGEX_1,TIME,time_reference,0,11
