time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"December 23 , 1907 – May 7 , 1996","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
more than 35 years,JJR IN CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,0,0
1928,CD,YEAR_REGEX_1,TIME,time_reference,0,3
1933,CD,YEAR_REGEX_1,TIME,time_reference,3,3
early morning,JJ NN,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,1,5
an 8 AM,DT CD NNP,INARTICLE_REGEX DIGIT_REGEX_1 HALFDAY_REGEX_1,MODIFIER NUMERAL TIME,time_reference,1,5
the hour,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,5
"June 23 , 1933","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,5
morning,NN,DAY_TIME_REGEX,TIME,time_reference,6,5
now,RB,TIMELINE_REGEX,TIME,time_reference,7,5
daily,JJ,PERIOD_REGEX,TIME,time_reference,8,5
1953,CD,YEAR_REGEX_1,TIME,time_reference,8,5
That year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,9,5
October 1953,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,11,5
day,NN,TIME_UNIT_REGEX,TIME,time_reference,11,5
1950–1951,CD,YEAR_REGEX_1,TIME,time_reference,12,5
1954–1955,CD,YEAR_REGEX_1,TIME,time_reference,13,5
1963,CD,YEAR_REGEX_1,TIME,time_reference,14,5
1968,CD,YEAR_REGEX_1,TIME,time_reference,15,5
Later years,RB NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,6
1970 to 1972,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,7
1970 to 1980,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,7
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,9
Seven years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,9
The 1953,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,12
Year,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,12
