time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"November 10 , 1932 – January 3 , 2016","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Paul Bley, CM (November 10, 1932 – January 3, 2016) was a jazz pianist known for his contributions to the free jazz movement of the 1960s as well as his innovations and influence on trio playing and his early live performance on the Moog and Arp audio synthesizers.",0,0,,1156693
of the 1960s,IN DT NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"Paul Bley, CM (November 10, 1932 – January 3, 2016) was a jazz pianist known for his contributions to the free jazz movement of the 1960s as well as his innovations and influence on trio playing and his early live performance on the Moog and Arp audio synthesizers.",0,0,,1156693
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,Bley's prolific output includes influential recordings from the 1950s through to his solo piano recordings of the 2000s.,2,0,,1156693
of the 2000s,IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,Bley's prolific output includes influential recordings from the 1950s through to his solo piano recordings of the 2000s.,2,0,,1156693
"November 10 , 1932","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Bley was born in Montreal, Quebec, on November 10, 1932.",0,2,== Early life ==,1156693
1993,CD,YEAR_REGEX_1,TIME,time_reference,"However, in 1993 a relative from the New York branch of the Bley family walked into the Sweet Basil Jazz Club in New York City and informed Bley that his father was actually his biological parent.",3,2,== Early life ==,1156693
summer,NN,SEASON_REGEX,TIME,time_reference,At thirteen he formed a band which played at summer resorts in Ste.,6,2,== Early life ==,1156693
1949,CD,YEAR_REGEX_1,TIME,time_reference,"In 1949, when Bley was starting his senior year of high school, Oscar Peterson asked Bley to fulfill his contract at the Alberta Lounge in Montreal.",9,2,== Early life ==,1156693
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"In 1949, when Bley was starting his senior year of high school, Oscar Peterson asked Bley to fulfill his contract at the Alberta Lounge in Montreal.",9,2,== Early life ==,1156693
The next year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,The next year Bley left Montreal for New York City and Juilliard.,10,2,== Early life ==,1156693
