time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"June 3 , 1937","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Grachan Moncur III (born June 3, 1937) is an American jazz trombonist.",0,0,,632704
1959–62,CD,YEAR_REGEX_1,TIME,time_reference,"After high school, Moncur toured with Ray Charles (1959–62), Art Farmer and Benny Golson's Jazztet (1962), and Sonny Rollins.",0,3,== Biography ==,632704
1962,CD,YEAR_REGEX_1,TIME,time_reference,"After high school, Moncur toured with Ray Charles (1959–62), Art Farmer and Benny Golson's Jazztet (1962), and Sonny Rollins.",0,3,== Biography ==,632704
the early 1960s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"He took part in two Jackie McLean albums for Blue Note in the early 1960s, One Step Beyond and Destination... Out!, to which he also contributed the bulk of compositions.",1,3,== Biography ==,632704
1963,CD,YEAR_REGEX_1,TIME,time_reference,"He recorded two albums of his own for Blue Note, Evolution (1963) with Jackie McLean and Lee Morgan, and Some Other Stuff (1964) with Herbie Hancock and Wayne Shorter.",2,3,== Biography ==,632704
1964,CD,YEAR_REGEX_1,TIME,time_reference,"He recorded two albums of his own for Blue Note, Evolution (1963) with Jackie McLean and Lee Morgan, and Some Other Stuff (1964) with Herbie Hancock and Wayne Shorter.",2,3,== Biography ==,632704
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"During a stay in Paris in the summer of 1969, he recorded two albums as a leader for the BYG Actuel label, New Africa and Aco Dei de Madrugada, as well as appearing as a sideman on other releases of the label.",1,4,== Biography ==,632704
of 1969,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"During a stay in Paris in the summer of 1969, he recorded two albums as a leader for the BYG Actuel label, New Africa and Aco Dei de Madrugada, as well as appearing as a sideman on other releases of the label.",1,4,== Biography ==,632704
1974,CD,YEAR_REGEX_1,TIME,time_reference,"In 1974, the Jazz Composer's Orchestra commissioned him to write Echoes of Prayer (1974), a jazz symphony featuring a full orchestra plus vocalists and jazz soloists.",2,4,== Biography ==,632704
1974,CD,YEAR_REGEX_1,TIME,time_reference,"In 1974, the Jazz Composer's Orchestra commissioned him to write Echoes of Prayer (1974), a jazz symphony featuring a full orchestra plus vocalists and jazz soloists.",2,4,== Biography ==,632704
1977,CD,YEAR_REGEX_1,TIME,time_reference,"His sixth album as a leader, Shadows (1977) was released only in Japan.",3,4,== Biography ==,632704
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Through the 1980s, he recorded with Cassandra Wilson (1985), played occasionally with the Paris Reunion Band and Frank Lowe, appeared on John Patton's Soul Connection (1983), but mostly concentrated on teaching.",5,4,== Biography ==,632704
1985,CD,YEAR_REGEX_1,TIME,time_reference,"Through the 1980s, he recorded with Cassandra Wilson (1985), played occasionally with the Paris Reunion Band and Frank Lowe, appeared on John Patton's Soul Connection (1983), but mostly concentrated on teaching.",5,4,== Biography ==,632704
1983,CD,YEAR_REGEX_1,TIME,time_reference,"Through the 1980s, he recorded with Cassandra Wilson (1985), played occasionally with the Paris Reunion Band and Frank Lowe, appeared on John Patton's Soul Connection (1983), but mostly concentrated on teaching.",5,4,== Biography ==,632704
2004,CD,YEAR_REGEX_1,TIME,time_reference,"In 2004, he re-emerged with a new album, Exploration, on Capri Records featuring Moncur's compositions arranged by Mark Masters for an octet including Tim Hagans and Gary Bartz.",6,4,== Biography ==,632704
1963,CD,YEAR_REGEX_1,TIME,time_reference,"Evolution (Blue Note, 1963)",0,7,== Discography == | === As a leader ===,632704
1964,CD,YEAR_REGEX_1,TIME,time_reference,"Some Other Stuff (Blue Note, 1964)",0,8,== Discography == | === As a leader ===,632704
1965,CD,YEAR_REGEX_1,TIME,time_reference,"""Blue Free"" and ""The Intellect"" on The New Wave in Jazz (Impulse!, 1965)",0,9,== Discography == | === As a leader ===,632704
1978,CD,YEAR_REGEX_1,TIME,time_reference,"Sides C and D-1 (Impulse, 1978 [recorded 1965])",2,10,== Discography == | === As a leader ===,632704
1965,CD,YEAR_REGEX_1,TIME,time_reference,"Sides C and D-1 (Impulse, 1978 [recorded 1965])",2,10,== Discography == | === As a leader ===,632704
1969,CD,YEAR_REGEX_1,TIME,time_reference,"New Africa (BYG Actuel, 1969)",0,11,== Discography == | === As a leader ===,632704
One Morning,CD NNP,BASIC_NUMBER_REGEX_1 DAY_TIME_REGEX,NUMERAL TIME,,"Aco Dei de Madrugada (One Morning I Waked Up Very Early) (BYG Actuel, 1969)",0,12,== Discography == | === As a leader ===,632704
1969,CD,YEAR_REGEX_1,TIME,time_reference,"Aco Dei de Madrugada (One Morning I Waked Up Very Early) (BYG Actuel, 1969)",0,12,== Discography == | === As a leader ===,632704
1974,CD,YEAR_REGEX_1,TIME,time_reference,"Echoes of Prayer (JCOA, 1974)",0,13,== Discography == | === As a leader ===,632704
