time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"August 7 , 1939 – January 22 , 1997","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Rolan Webster Holden (August 7, 1939 – January 22, 1997) was an American pop and rhythm and blues singer from Seattle, Washington, United States.",0,0,,14906926
1958 and 1965,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Between 1958 and 1965, Holden toured with Hank Ballard & the Midnighters, James Brown, Brook Benton, Etta James, Cleve Duncan & the Penguins, Rosie and the Originals, the 5 Royales, the Coasters, Freddy Cannon, the Crests, Marvin & Johnny, Don and Dewey, Big Joe Turner, Marv Johnson, Mickey & Silvia, Harvey Fuqua & the Moonglows, Jimmy Clanton, the Olympics, Donnie Brooks and Bill Haley.",0,1,,14906926
the Midnighters,DT NNPS,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,"Between 1958 and 1965, Holden toured with Hank Ballard & the Midnighters, James Brown, Brook Benton, Etta James, Cleve Duncan & the Penguins, Rosie and the Originals, the 5 Royales, the Coasters, Freddy Cannon, the Crests, Marvin & Johnny, Don and Dewey, Big Joe Turner, Marv Johnson, Mickey & Silvia, Harvey Fuqua & the Moonglows, Jimmy Clanton, the Olympics, Donnie Brooks and Bill Haley.",0,1,,14906926
1969,CD,YEAR_REGEX_1,TIME,time_reference,"In 1969, Holden, as singer/entertainer, formed a six piece rock and R&B band: Ron Holden & Good News.",1,1,,14906926
about eight months,RB CD NNS,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,Good News performed at various clubs and festivals in the Seattle/Tacoma area for about eight months.,2,1,,14906926
1959,CD,YEAR_REGEX_1,TIME,time_reference,"In 1959, Holden recorded the single ""Love You So"", which became a hit in the U.S., peaking at No. 11 on the US Billboard R&B chart and No. 7 on the Billboard Hot 100 in April 1960.",2,3,== History ==,14906926
April 1960,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In 1959, Holden recorded the single ""Love You So"", which became a hit in the U.S., peaking at No. 11 on the US Billboard R&B chart and No. 7 on the Billboard Hot 100 in April 1960.",2,3,== History ==,14906926
1994,CD,YEAR_REGEX_1,TIME,time_reference,"Donna Records, owned by record company producer Bob Keane, bought the rights to Holden's recordings shortly after and issued a full LP entitled Love You So; this record was re-issued by Del-Fi Records in 1994.",3,3,== History ==,14906926
1974,CD,YEAR_REGEX_1,TIME,time_reference,"Holden returned to the charts in 1974 with ""Can You Talk?""",4,3,== History ==,14906926
1997,CD,YEAR_REGEX_1,TIME,time_reference,"He died of a heart attack in Rosarito Beach, Baja California, Mexico in 1997.",6,3,== History ==,14906926
