time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
1 April 1946 – 4 June 1997,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1965–69,CD,YEAR_REGEX_1,TIME,time_reference,0,0
1969–73,CD,YEAR_REGEX_1,TIME,time_reference,0,0
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,1
1977,CD,YEAR_REGEX_1,TIME,time_reference,2,1
21 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,4,1
June 1997,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,1
2012,CD,YEAR_REGEX_1,TIME,time_reference,5,1
day,NN,TIME_UNIT_REGEX,TIME,time_reference,1,4
1965,CD,YEAR_REGEX_1,TIME,time_reference,2,6
November 1965,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,6
their 1968,PRP$ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,,4,6
six weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,5,6
1969,CD,YEAR_REGEX_1,TIME,time_reference,6,6
the late 1970s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,6,6
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1972,CD,YEAR_REGEX_1,TIME,time_reference,2,8
1973,CD,YEAR_REGEX_1,TIME,time_reference,2,8
4 June,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,2,8
the Sundown,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,2,8
1975,CD,YEAR_REGEX_1,TIME,time_reference,3,8
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,10
the late 1970s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,10
May 1974,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,12
1977,CD,YEAR_REGEX_1,TIME,time_reference,2,12
late 1976,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,5,13
1977,CD,YEAR_REGEX_1,TIME,time_reference,7,13
of the year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,7,13
1979,CD,YEAR_REGEX_1,TIME,time_reference,1,14
1983,CD,YEAR_REGEX_1,TIME,time_reference,0,15
two nights,CD NNS,BASIC_NUMBER_REGEX_1 DAY_TIME_REGEX,NUMERAL TIME,time_reference,1,15
1984,CD,YEAR_REGEX_1,TIME,time_reference,0,17
a decade,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,3,17
1992,CD,YEAR_REGEX_1,TIME,time_reference,5,17
1994,CD,YEAR_REGEX_1,TIME,time_reference,0,18
4 June 1997,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,19
Nite,NNP,DAY_TIME_REGEX,TIME,time_reference,0,21
1996,CD,YEAR_REGEX_1,TIME,time_reference,0,21
their 1997,PRP$ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,,1,21
1995,CD,YEAR_REGEX_1,TIME,time_reference,2,21
1995,CD,YEAR_REGEX_1,TIME,time_reference,2,21
Summer,NNP,SEASON_REGEX,TIME,time_reference,2,21
2000,CD,YEAR_REGEX_1,TIME,time_reference,3,21
days,NNS,TIME_UNIT_REGEX,TIME,time_reference,4,21
2001,CD,YEAR_REGEX_1,TIME,time_reference,0,22
January 2006,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,22
2000,CD,YEAR_REGEX_1,TIME,time_reference,1,22
October 2006,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,22
2012,CD,YEAR_REGEX_1,TIME,time_reference,3,22
2014,CD,YEAR_REGEX_1,TIME,time_reference,4,22
