time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"May 14 , 1939 – January 7 , 2016","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Gary Wayne Schelton (May 14, 1939 – January 7, 2016), known by his stage name Troy Shondell, was an American vocalist, who achieved fame in the early 1960s.",0,0,,3833076
the early 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"Gary Wayne Schelton (May 14, 1939 – January 7, 2016), known by his stage name Troy Shondell, was an American vocalist, who achieved fame in the early 1960s.",0,0,,3833076
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"In a single year, sales were over three million copies.",3,0,,3833076
1939,CD,YEAR_REGEX_1,TIME,time_reference,"Shondell was born in 1939, raised in Fort Wayne, Indiana, and educated at Valparaiso and Indiana universities.",0,2,== Biography ==,3833076
1958,CD,YEAR_REGEX_1,TIME,time_reference,"Mercury Records released his first single, ""My Hero"", from The Chocolate Soldier, which he recorded in 1958 under the name Gary Shelton, which was close to his real name, Gary Schelton.",4,2,== Biography ==,3833076
the next year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"He followed the next year with ""Kissin' at the Drive-In"", a rockabilly song that went on to become a drive-in theater standard.",5,2,== Biography ==,3833076
nightclub,NN,DAY_TIME_REGEX,TIME,time_reference,"Chicago's Brass Rail, a major nightclub that usually hosted jazz and blues acts, brought him in for its first foray into rock and roll.",7,2,== Biography ==,3833076
16 weeks,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,The successful gig stretched to 16 weeks.,8,2,== Biography ==,3833076
1959,CD,YEAR_REGEX_1,TIME,time_reference,"In 1959, Mark Records released ""The Trance"" and ""Goodbye Little Darlin'"".",9,2,== Biography ==,3833076
1960,CD,YEAR_REGEX_1,TIME,time_reference,"A song he wrote about his father's death in 1960 from a heart attack, ""Still Loving You"", became a country hit when it was recorded by Bob Luman.",12,2,== Biography ==,3833076
April 1961,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In April 1961, he recorded ""This Time"", a song written by Chips Moman and first recorded by Thomas Wayne.",15,2,== Biography ==,3833076
the last week,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"The record was released during the last week in June on the tiny Gaye label and picked up by the small Los Angeles Goldcrest label, selling ten thousand copies during the first week.",16,2,== Biography ==,3833076
June,NNP,MONTH_REGEX,TIME,time_reference,"The record was released during the last week in June on the tiny Gaye label and picked up by the small Los Angeles Goldcrest label, selling ten thousand copies during the first week.",16,2,== Biography ==,3833076
the first week,DT JJ NN,PREFIX_REGEX_1 ORDINAL_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,"The record was released during the last week in June on the tiny Gaye label and picked up by the small Los Angeles Goldcrest label, selling ten thousand copies during the first week.",16,2,== Biography ==,3833076
Six weeks,NNP NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"Six weeks after being released and played in Chicago, Shondell flew to Los Angeles and signed with Liberty Records.",17,2,== Biography ==,3833076
the third week,DT JJ NN,PREFIX_REGEX_1 ORDINAL_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,"""This Time"" finally hit the Billboard charts the third week of September and landed in the Top 10 five weeks later at its number six peak, and it stayed in the charts for a total of thirteen weeks.",18,2,== Biography ==,3833076
of September,IN NNP,PREFIX_REGEX_1 MONTH_REGEX,MODIFIER TIME,time_reference,"""This Time"" finally hit the Billboard charts the third week of September and landed in the Top 10 five weeks later at its number six peak, and it stayed in the charts for a total of thirteen weeks.",18,2,== Biography ==,3833076
10 five weeks,CD CD NNS,DIGIT_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL NUMERAL TIME,,"""This Time"" finally hit the Billboard charts the third week of September and landed in the Top 10 five weeks later at its number six peak, and it stayed in the charts for a total of thirteen weeks.",18,2,== Biography ==,3833076
of thirteen weeks,IN JJ NNS,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,"""This Time"" finally hit the Billboard charts the third week of September and landed in the Top 10 five weeks later at its number six peak, and it stayed in the charts for a total of thirteen weeks.",18,2,== Biography ==,3833076
the end of that year,DT NN IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER MODIFIER TIME,time_reference,The track reached no. 22 in the UK Singles Chart at the end of that year.,19,2,== Biography ==,3833076
the 1981,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,The song was covered by Shakin' Stevens on the 1981 Epic album Shaky.,20,2,== Biography ==,3833076
December 1961,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"It was released in December 1961, debuting on the Billboard Hot 100 at #96 on the week ending December 31, 1961 and it would peak at #77 on the Billboard Hot 100 on the week ending February 3, 1962.",1,3,== Biography ==,3833076
the week,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"It was released in December 1961, debuting on the Billboard Hot 100 at #96 on the week ending December 31, 1961 and it would peak at #77 on the Billboard Hot 100 on the week ending February 3, 1962.",1,3,== Biography ==,3833076
"December 31 , 1961","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"It was released in December 1961, debuting on the Billboard Hot 100 at #96 on the week ending December 31, 1961 and it would peak at #77 on the Billboard Hot 100 on the week ending February 3, 1962.",1,3,== Biography ==,3833076
the week,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"It was released in December 1961, debuting on the Billboard Hot 100 at #96 on the week ending December 31, 1961 and it would peak at #77 on the Billboard Hot 100 on the week ending February 3, 1962.",1,3,== Biography ==,3833076
"February 3 , 1962","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"It was released in December 1961, debuting on the Billboard Hot 100 at #96 on the week ending December 31, 1961 and it would peak at #77 on the Billboard Hot 100 on the week ending February 3, 1962.",1,3,== Biography ==,3833076
the following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"No further chart action was forthcoming, and Shondell quietly slipped away from the music industry the following year, despite his third single ""Na-Ne-No"", being produced by Phil Spector.",2,3,== Biography ==,3833076
1963,CD,YEAR_REGEX_1,TIME,time_reference,"However, in 1963, Tommy Jackson changed the name of his high school band from ""Tom and the Tornados"" to ""The Shondells"" in honor of Shondell (one of his musical idols).",3,3,== Biography ==,3833076
of March,IN NNP,PREFIX_REGEX_1 MONTH_REGEX,MODIFIER TIME,time_reference,"Chicago band The Ides of March originally named themselves the Shon-dells, also in tribute to Troy.",5,3,== Biography ==,3833076
1968,CD,YEAR_REGEX_1,TIME,time_reference,"In 1968, Shondell became a songwriter for Acuff-Rose Music in Nashville, Tennessee, and the first recording artist for TRX Records, a branch of Hickory Records, for whom Shondell recorded some gramophone record discs until 1969, when he went into the music publishing field.",7,3,== Biography ==,3833076
1969,CD,YEAR_REGEX_1,TIME,time_reference,"In 1968, Shondell became a songwriter for Acuff-Rose Music in Nashville, Tennessee, and the first recording artist for TRX Records, a branch of Hickory Records, for whom Shondell recorded some gramophone record discs until 1969, when he went into the music publishing field.",7,3,== Biography ==,3833076
October 1969,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In October 1969, Shondell was appointed as Assistant Regional Director for ASCAP's Southern Regional Office in Nashville.",8,3,== Biography ==,3833076
2001,CD,YEAR_REGEX_1,TIME,time_reference,"In 2001, Shondell still performed at shows and other events.",9,3,== Biography ==,3833076
"October 2 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On October 2, 2007, Shondell traveled to Collins, Mississippi, to deliver a musical tribute to his fallen rock and roll colleague Dale Houston, who, with musical partner Grace Broussard, had reached no. 1 in 1963 with ""I'm Leaving It Up to You"" as the musical duo Dale & Grace.",11,3,== Biography ==,3833076
1963,CD,YEAR_REGEX_1,TIME,time_reference,"On October 2, 2007, Shondell traveled to Collins, Mississippi, to deliver a musical tribute to his fallen rock and roll colleague Dale Houston, who, with musical partner Grace Broussard, had reached no. 1 in 1963 with ""I'm Leaving It Up to You"" as the musical duo Dale & Grace.",11,3,== Biography ==,3833076
"January 7 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Shondell died from complications of Alzheimer's and Parkinson's disease on January 7, 2016.",12,3,== Biography ==,3833076
