time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
15 June 1972 – 19 November 2021,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"Hans-Erik Dyvik Husby (15 June 1972 – 19 November 2021), also known as Hank von Helvete and Hank von Hell, was a Norwegian musician best known as the lead vocalist of the punk rock band Turbonegro.",0,0,,1778184
the late 1980s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,The band formed in the late 1980s and put out a few records before disbanding in 1998 when von Hell's heroin addiction made him unable to perform.,1,2,== Career ==,1778184
1998,CD,YEAR_REGEX_1,TIME,time_reference,The band formed in the late 1980s and put out a few records before disbanding in 1998 when von Hell's heroin addiction made him unable to perform.,1,2,== Career ==,1778184
2002,CD,YEAR_REGEX_1,TIME,time_reference,"After going through rehab, Turbonegro reunited in 2002, but the band went on an indefinite hiatus in 2010.",2,2,== Career ==,1778184
2010,CD,YEAR_REGEX_1,TIME,time_reference,"After going through rehab, Turbonegro reunited in 2002, but the band went on an indefinite hiatus in 2010.",2,2,== Career ==,1778184
2009,CD,YEAR_REGEX_1,TIME,time_reference,"In 2009, he had a joint No. 1 hit alongside Maria Solheim in the Norwegian Singles Chart with ""Rom for alle"".",0,3,== Career ==,1778184
three weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,The song stayed at No. 1 for three weeks including the Christmas chart for 2009.,1,3,== Career ==,1778184
the Christmas,DT NNP,PREFIX_REGEX_1 HOLIDAY_REGEX,MODIFIER TIME,time_reference,The song stayed at No. 1 for three weeks including the Christmas chart for 2009.,1,3,== Career ==,1778184
2009,CD,YEAR_REGEX_1,TIME,time_reference,The song stayed at No. 1 for three weeks including the Christmas chart for 2009.,1,3,== Career ==,1778184
2010,CD,YEAR_REGEX_1,TIME,time_reference,"Von Hell played the title role in Cornelis, a Swedish film from 2010 about the singer-songwriter Cornelis Vreeswijk.",0,4,== Career ==,1778184
6 June 2011,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"On 6 June 2011, von Hell, alongside his new band Doctor Midnight & The Mercy Cult, released their first album I Declare: Treason.",0,5,== Career ==,1778184
Midnight,NNP,DAY_TIME_REGEX,TIME,time_reference,"On 6 June 2011, von Hell, alongside his new band Doctor Midnight & The Mercy Cult, released their first album I Declare: Treason.",0,5,== Career ==,1778184
late 2011,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In late 2011, he was a judge in the Norwegian TV series Idol.",0,6,== Career ==,1778184
October 2012,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"His biography was released in Norway October 2012, written by writer and poet Havard Rem, where he speaks openly about his life so far.",0,7,== Career ==,1778184
31 August 2018,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"On 31 August 2018, von Hell released his first single, ""Bum to Bum"", from his forthcoming solo record Egomania.",0,9,== Career == | === Solo career ===,1778184
2 November,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,The album was released on 2 November through Sony Music/Century Media worldwide.,1,9,== Career == | === Solo career ===,1778184
2018,CD,YEAR_REGEX_1,TIME,time_reference,"Von Hell was asked why he decided to return and produce a solo record in an interview in 2018, stating: ""The timing was just right.",3,9,== Career == | === Solo career ===,1778184
25 January 2019,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"""On 25 January 2019, the song ""Fake It"" was chosen for competition in the Melodi Grand Prix 2019 to represent Norway at the Eurovision Song Contest in Israel.",6,9,== Career == | === Solo career ===,1778184
2019,CD,YEAR_REGEX_1,TIME,time_reference,"""On 25 January 2019, the song ""Fake It"" was chosen for competition in the Melodi Grand Prix 2019 to represent Norway at the Eurovision Song Contest in Israel.",6,9,== Career == | === Solo career ===,1778184
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"Hans-Erik Husby and his family moved frequently during his childhood and adolescent years, living in various places across Norway.",0,11,== Personal life and death ==,1778184
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"His early childhood years were spent in the village of Å on the southwest edge of the Lofoten islands, later moving to Fauske, Rognan and Tvedestrand.",1,11,== Personal life and death ==,1778184
a presenter,DT NN,INARTICLE_REGEX TIMELINE_REGEX,MODIFIER TIME,time_reference,"Here he worked at Norsk Fiskeværsmuseum in Å, as well as working as a presenter at Moskenesradioen, a local radio station.",1,12,== Personal life and death ==,1778184
1980,CD,YEAR_REGEX_1,TIME,time_reference,He was married to model Gro Skaustein (b. 1980) from August 2009 until October 2014.,1,13,== Personal life and death ==,1778184
August 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,He was married to model Gro Skaustein (b. 1980) from August 2009 until October 2014.,1,13,== Personal life and death ==,1778184
October 2014,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,He was married to model Gro Skaustein (b. 1980) from August 2009 until October 2014.,1,13,== Personal life and death ==,1778184
21 December 2008,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,The couple had a daughter together who was born on 21 December 2008.,2,13,== Personal life and death ==,1778184
19 November 2021,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Von Hell died suddenly on 19 November 2021, at the age of 49, and was found dead in Slottsparken in Oslo.",3,13,== Personal life and death ==,1778184
1994,CD,YEAR_REGEX_1,TIME,time_reference,Never Is Forever (1994),0,17,== Discography == | ==== Albums ====,1778184
1996,CD,YEAR_REGEX_1,TIME,time_reference,Ass Cobra (1996),0,18,== Discography == | ==== Albums ====,1778184
1998,CD,YEAR_REGEX_1,TIME,time_reference,Apocalypse Dudes (1998),0,19,== Discography == | ==== Albums ====,1778184
2003,CD,YEAR_REGEX_1,TIME,time_reference,Scandinavian Leather (2003),0,20,== Discography == | ==== Albums ====,1778184
2005,CD,YEAR_REGEX_1,TIME,time_reference,Party Animals (2005),0,21,== Discography == | ==== Albums ====,1778184
2007,CD,YEAR_REGEX_1,TIME,time_reference,Retox (2007),0,22,== Discography == | ==== Albums ====,1778184
1999,CD,YEAR_REGEX_1,TIME,time_reference,(1999),1,24,== Discography == | ==== Live albums ====,1778184
2001,CD,YEAR_REGEX_1,TIME,time_reference,"Love It to Deathpunk (Australian best-of compilation, 2001)",0,26,== Discography == | ==== Compilations ====,1778184
2005,CD,YEAR_REGEX_1,TIME,time_reference,"Small Feces (Box set of rarities, 2005)",0,27,== Discography == | ==== Compilations ====,1778184
1995,CD,YEAR_REGEX_1,TIME,time_reference,"This Ain't No Fucking Melodic Punk 7"" (Probe Records, 1995)",0,28,== Discography == | ==== Compilations ====,1778184
1995,CD,YEAR_REGEX_1,TIME,time_reference,"Stinky Fingers 10"" vinyl (1995) – split EP with Flying Crap",0,30,== Discography == | ==== Splits ====,1778184
1995,CD,YEAR_REGEX_1,TIME,time_reference,"Flabby Sagging Flesh 7"" vinyl (1995) – Turbonegro / Anal Babes Split",0,31,== Discography == | ==== Splits ====,1778184
1993,CD,YEAR_REGEX_1,TIME,time_reference,"(He's a) Grunge Whore 10"" vinyl EP (1993)",0,33,== Discography == | ==== EPs ====,1778184
1995,CD,YEAR_REGEX_1,TIME,time_reference,"""Denim Demon"" 7"" vinyl (1995)",0,35,== Discography == | ==== Singles ====,1778184
1995,CD,YEAR_REGEX_1,TIME,time_reference,"""Bad Mongo"" 7"" vinyl (1995)",0,36,== Discography == | ==== Singles ====,1778184
1995,CD,YEAR_REGEX_1,TIME,time_reference,"""I Got Erection"" 7"" vinyl (1995)",0,37,== Discography == | ==== Singles ====,1778184
1996,CD,YEAR_REGEX_1,TIME,time_reference,"""Prince of the Rodeo"" 7"" vinyl (1996)",0,38,== Discography == | ==== Singles ====,1778184
1997,CD,YEAR_REGEX_1,TIME,time_reference,"""Suffragette City"" 7"" vinyl (1997)",0,39,== Discography == | ==== Singles ====,1778184
1998,CD,YEAR_REGEX_1,TIME,time_reference,"""Get It On"" 7"" vinyl (1998)",0,40,== Discography == | ==== Singles ====,1778184
2003,CD,YEAR_REGEX_1,TIME,time_reference,"""Fuck the World (F.T.W.)"" 7"" vinyl & CD (2003)",0,41,== Discography == | ==== Singles ====,1778184
2003,CD,YEAR_REGEX_1,TIME,time_reference,"""Locked Down"" 7"" vinyl & CD (2003)",0,42,== Discography == | ==== Singles ====,1778184
the Night,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,"""Sell Your Body (to the Night)"" 7"" vinyl & CD (2003)",0,43,== Discography == | ==== Singles ====,1778184
2003,CD,YEAR_REGEX_1,TIME,time_reference,"""Sell Your Body (to the Night)"" 7"" vinyl & CD (2003)",0,43,== Discography == | ==== Singles ====,1778184
2005,CD,YEAR_REGEX_1,TIME,time_reference,"""High on the Crime"" (2005)",0,44,== Discography == | ==== Singles ====,1778184
2005,CD,YEAR_REGEX_1,TIME,time_reference,"""City of Satan"" CD (2005)",0,45,== Discography == | ==== Singles ====,1778184
2007,CD,YEAR_REGEX_1,TIME,time_reference,"""Do You Do You Dig Destruction"" mobile-only download & CD (2007)",0,46,== Discography == | ==== Singles ====,1778184
2018,CD,YEAR_REGEX_1,TIME,time_reference,Egomania (2018),0,49,== Discography == | ==== Albums ====,1778184
2020,CD,YEAR_REGEX_1,TIME,time_reference,Dead (2020),0,50,== Discography == | ==== Albums ====,1778184
2019,CD,YEAR_REGEX_1,TIME,time_reference,"""Fake It"" (2019)",0,52,== Discography == | ==== Singles ====,1778184
2009,CD,YEAR_REGEX_1,TIME,time_reference,"2009: ""Rom for alle"" (duo with Maria Solheim – #1 hit in Norway in 2009)",0,54,== Discography == | ==== Other solo albums ====,1778184
2009,CD,YEAR_REGEX_1,TIME,time_reference,"2009: ""Rom for alle"" (duo with Maria Solheim – #1 hit in Norway in 2009)",0,54,== Discography == | ==== Other solo albums ====,1778184
