time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"February 26 , 1962 – August 6 , 2016","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Guillermo Anderson (February 26, 1962 – August 6, 2016) was one of the best known Honduran musicians.",0,0,,51621762
Early years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,Early years ==,1,1,== Early years ==,51621762
"February 26 , 1962","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Guillermo Anderson was born in La Ceiba, Atlántida, Honduras, February 26, 1962 to Jorge Guillermo Anderson Sarmiento and Ida Avilés Sevilla.",0,2,== Early years ==,51621762
Now,RB,TIMELINE_REGEX,TIME,time_reference,"With college friends, guitarist Mexico-American Eugene Rodríguez and Argentine Pablo Aslán, he formed a bassist trio called ""Now"".",3,4,== His career in the United States ==,51621762
1986,CD,YEAR_REGEX_1,TIME,time_reference,"He graduated from Santa Cruz in 1986 and subsequently worked in theater with ""El Teatro De La Esperanza"" in San Francisco, California, and El Teatro Campesino with Luis Valdez (producer of La Bamba).",5,4,== His career in the United States ==,51621762
1987,CD,YEAR_REGEX_1,TIME,time_reference,In 1987 Guillermo returned to Honduras.,0,6,== Honduras career ==,51621762
The presentations,DT NNS,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,The presentations were sometimes voice and guitar and other times an intense show that performed with his group.,5,12,== Tours ==,51621762
2000,CD,YEAR_REGEX_1,TIME,time_reference,"Guillermo Anderson's song En mi país, released on the Pobre Marinero album in 2000, has become an alternative national anthem of Honduras, and his children's songs are sung throughout schools in Honduras.",2,15,== Discography ==,51621762
2003,CD,YEAR_REGEX_1,TIME,time_reference,"El Encarguito, released in 2003 on the Encarguitos del Caribe album, is also considered among his most successful songs both nationally and internationally.",3,15,== Discography ==,51621762
moments,NNS,TIMELINE_REGEX,TIME,time_reference,"Wallrafen settled in La Ceiba to capture historical moments of the city, reflecting in his photographs the development of the Honduran Caribbean, the banana industry, the railroad, and domestic and daily life.",1,18,== Books == | === Del Tiempo Y El Tropico – Honduras of Time and the Tropics ===,51621762
2001 and 2002,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"An intensive collaboration carried out between 2001 and 2002 resulted in this literary work, containing 140 pages with 40 color photographs, hard bound in a wide format, with compact disc.",0,19,== Books == | === Del Tiempo Y El Tropico – Honduras of Time and the Tropics ===,51621762
2002,CD,YEAR_REGEX_1,TIME,time_reference,"The two bilingual editions, one Spanish-English edition and another Dutch-English edition, published by Koninklijk Instituut Voor De Tropen in 2002, were the first of their kind in Europe.",1,19,== Books == | === Del Tiempo Y El Tropico – Honduras of Time and the Tropics ===,51621762
2002,CD,YEAR_REGEX_1,TIME,time_reference,"Published in 2002 in San Pedro Sula, Honduras.",1,22,== Books == | === Bordeando La Costa ===,51621762
"February 26 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Costa Norte Records published unpublished artistic material of Guillermo Anderson on the anniversary of his birthday, February 26, 2017.",0,24,== Books == | === Ese mortal llamado Morazán ===,51621762
1992,CD,YEAR_REGEX_1,TIME,time_reference,"These are 18 instrumental and sung compositions that Anderson composed for the play Ese mortal llamado Morazán (That mortal called Morazán), a stage show presented in 1992 at the National Theater and Cultural Center Sampedrano, but not made again because Guillermo considered that the recording was of low quality and he would record it again in study.",1,24,== Books == | === Ese mortal llamado Morazán ===,51621762
1992,CD,YEAR_REGEX_1,TIME,time_reference,"The work is based on the novel ""General Morazán marches from the death"", by Julio Escoto, which the ballet master Flor Alvergue choreographed in 1992 a ballet of modern style for the celebration of the bicentenary of birth of Francisco Morazán.",0,25,== Books == | === Ese mortal llamado Morazán ===,51621762
1992,CD,YEAR_REGEX_1,TIME,time_reference,"Those who know this artistic composition of Anderson think that it is a work of great intellectual depth, with much feeling and nostalgia, to such a degree that some of the songs that comprise it, such as Morazán's complaint that politics has distanced his love from Mary Josefa, his wife, caused tears in the auditorium, in 1992.",1,25,== Books == | === Ese mortal llamado Morazán ===,51621762
march,NN,MONTH_REGEX,TIME,time_reference,"Other titles deal with the popular march directed to save the Federal Republic in 1829 (""Two thousand men marking Guatemala""), the claim of the hero not to be considered only as a military man but as a statesman (""Do not draw me with that sword "")",0,26,== Books == | === Ese mortal llamado Morazán ===,51621762
1829,CD,YEAR_REGEX_1,TIME,time_reference,"Other titles deal with the popular march directed to save the Federal Republic in 1829 (""Two thousand men marking Guatemala""), the claim of the hero not to be considered only as a military man but as a statesman (""Do not draw me with that sword "")",0,26,== Books == | === Ese mortal llamado Morazán ===,51621762
February 2017,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"After the technical cleaning of the audio system with modern systems, in February 2017 Costa Norte Records, in conjunction with Centro Editorial, offered Anderson's collectors and music lovers a limited edition of this unpublished disc, entitled ""That mortal called Morazán "", accompanied by a special edition of the book of Scotus, so that the listener can follow the sequence between literature and the lyrical and rhythmic creation of Guillermo.",0,27,== Books == | === Ese mortal llamado Morazán ===,51621762
2005,CD,YEAR_REGEX_1,TIME,time_reference,His work Mujer Canción Mujer (edited by the Instituto de La Mujer de Honduras in 2005) presents the role of women in songs that are used in self-esteem workshops women organize to generate discussion on the role of women in Honduran society.,0,33,== Tributes and achievements ==,51621762
presents,NNS,TIMELINE_REGEX,TIME,time_reference,The disc presents in a pedagogical way fundamental concepts of ecology and familiarizes the children with species of the endangered tropical fauna.,2,33,== Tributes and achievements ==,51621762
10 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"Over 10 years, Guillermo Anders often visited the region of La Mosquitia to pursue concerns about the ecology of the Rio Plátano.",0,34,== Tributes and achievements ==,51621762
13 and 18 years,CD CC CD NNS,DIGIT_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL MODIFIER NUMERAL TIME,time_range,The purpose of this project was to prevent violence among young people between 13 and 18 years who lived in vulnerable neighborhoods of the city.,1,35,== Tributes and achievements ==,51621762
2002,CD,YEAR_REGEX_1,TIME,time_reference,"2002 — Anderson was named ""Embajador cultural de Honduras ante el mundo por el pueblo y gobierno de Honduras (Honduran cultural ambassador to the world for the people and government of Honduras)"".",0,37,== Awards ==,51621762
2003,CD,YEAR_REGEX_1,TIME,time_reference,"2003 — ""Premio Nacional de Arte (National Art Award)"" by the Ministry of Education of Honduras.",0,38,== Awards ==,51621762
2003,CD,YEAR_REGEX_1,TIME,time_reference,"2003 — ""Premio Copán de Turismo (Copan Tourism Award)"" by the Cámara Nacional de Turismo for promoting Honduras around the world.",0,39,== Awards ==,51621762
2005,CD,YEAR_REGEX_1,TIME,time_reference,"2005 — ""Premio Identidad Nacional 2005 (National Identity Award 2005)"" by the Museo para la Identidad Nacional.",0,40,== Awards ==,51621762
2005,CD,YEAR_REGEX_1,TIME,time_reference,"2005 — ""Premio Identidad Nacional 2005 (National Identity Award 2005)"" by the Museo para la Identidad Nacional.",0,40,== Awards ==,51621762
2005,CD,YEAR_REGEX_1,TIME,time_reference,"2005 — ""Premio Identidad Nacional 2005 (National Identity Award 2005)"" by the Museo para la Identidad Nacional.",0,40,== Awards ==,51621762
2008,CD,YEAR_REGEX_1,TIME,time_reference,"2008 — The Secretary of State for Culture, Arts and Sports awarded Anderson with ""La Orden Laurel de Oro"" for his contribution to Honduran culture.",0,41,== Awards ==,51621762
2008,CD,YEAR_REGEX_1,TIME,time_reference,"2008 — ""Martin Luther King Jr Award"" from the Martin Luther King Jr Foundation.",0,42,== Awards ==,51621762
2015,CD,YEAR_REGEX_1,TIME,time_reference,"2015 — ""Premio Ones Mediterrania"" from the Fundació Mediterránia.",0,43,== Awards ==,51621762
2016,CD,YEAR_REGEX_1,TIME,time_reference,"2016 — Premio Nacional de Arte ""Pablo Zelaya Sierra"" awarded posthumously by the Secretaría de Desarrollo e Inclusión Social (SEDIS)",0,44,== Awards ==,51621762
November 2015,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,In November 2015 Anderson was diagnosed with anaplastic thyroid cancer.,0,46,== Death ==,51621762
"August 6 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"He died in company of his family on August 6, 2016 at the Hospital D'Antoni in La Ceiba, Atlantida.",1,46,== Death ==,51621762
the day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,On the day of his funeral the schools of La Ceiba lined the way that the coffin of the singer-songwriter would follow from the Cathedral to the cemetery.,2,46,== Death ==,51621762
day,NN,TIME_UNIT_REGEX,TIME,time_reference,"The independence day parades, held on September 15, a month after his death, paid tribute to the late singer-songwriter Guillermo Anderson.",4,46,== Death ==,51621762
September 15,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"The independence day parades, held on September 15, a month after his death, paid tribute to the late singer-songwriter Guillermo Anderson.",4,46,== Death ==,51621762
a month,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"The independence day parades, held on September 15, a month after his death, paid tribute to the late singer-songwriter Guillermo Anderson.",4,46,== Death ==,51621762
2016,CD,YEAR_REGEX_1,TIME,time_reference,"The educational promotion of Honduras in 2016 was named ""Guillermo Anderson"" after the singer's death.",7,46,== Death ==,51621762
200 days,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"Consequently, the Secretary of Education celebrated 200 days of classes in La Ceiba and paid tribute to the artist.",8,46,== Death ==,51621762
