time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"January 11 , 1980","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Shunsuke Kiyokiba (清木場 俊介, Kiyokiba Shunsuke) (born January 11, 1980 in Ube, Yamaguchi) is a Japanese pop singer who debuted in 2001 with the then six-member vocal and dance group, EXILE, as their vocalist under the name, SHUN.",0,0,,9711198
2001,CD,YEAR_REGEX_1,TIME,time_reference,"Shunsuke Kiyokiba (清木場 俊介, Kiyokiba Shunsuke) (born January 11, 1980 in Ube, Yamaguchi) is a Japanese pop singer who debuted in 2001 with the then six-member vocal and dance group, EXILE, as their vocalist under the name, SHUN.",0,0,,9711198
2004,CD,YEAR_REGEX_1,TIME,time_reference,"In 2004, he participated in the tribute album for Yutaka Ozaki (尾崎豊) under his full name Shunsuke Kiyokiba as a solo artist.",1,0,,9711198
"January 19 , 2005","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On January 19, 2005, his solo debut single Itsuka... (いつか…) was released.",2,0,,9711198
four-and-a-half years,JJ NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"After four-and-a-half years with EXILE, in March 2006, Kiyokiba announced his withdrawal from the group to focus on his solo career as a rock artist.",3,0,,9711198
March 2006,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"After four-and-a-half years with EXILE, in March 2006, Kiyokiba announced his withdrawal from the group to focus on his solo career as a rock artist.",3,0,,9711198
"September 29 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His latest work is his 12th single ""Mahou No Kotoba"" releasing September 29, 2010, 13th single ""Yale"" releasing October 27, 2010, and his 6th album ""ROCK & SOUL"" releasing on November 24, 2010, and he will start his 6th nationwide tour ROCK & SOUL in Japan on December 18, 2010.",0,1,,9711198
"October 27 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His latest work is his 12th single ""Mahou No Kotoba"" releasing September 29, 2010, 13th single ""Yale"" releasing October 27, 2010, and his 6th album ""ROCK & SOUL"" releasing on November 24, 2010, and he will start his 6th nationwide tour ROCK & SOUL in Japan on December 18, 2010.",0,1,,9711198
"November 24 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His latest work is his 12th single ""Mahou No Kotoba"" releasing September 29, 2010, 13th single ""Yale"" releasing October 27, 2010, and his 6th album ""ROCK & SOUL"" releasing on November 24, 2010, and he will start his 6th nationwide tour ROCK & SOUL in Japan on December 18, 2010.",0,1,,9711198
"December 18 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His latest work is his 12th single ""Mahou No Kotoba"" releasing September 29, 2010, 13th single ""Yale"" releasing October 27, 2010, and his 6th album ""ROCK & SOUL"" releasing on November 24, 2010, and he will start his 6th nationwide tour ROCK & SOUL in Japan on December 18, 2010.",0,1,,9711198
July 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In July 2011, he recorded a duet ""I Believe"", with South Korean singer Shin Hye-sung of Shinhwa.",0,2,,9711198
"September 27 , 2001","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"September 27, 2001 – debuted as EXILE's vocalist, SHUN",0,7,== Biography == | === Music Career Highlights ===,9711198
"March 24 , 2004","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"March 24, 2004 – took part in Yutaka Ozaki's tribute album, officially beginning his solo career as Shunsuke Kiyokiba",0,8,== Biography == | === Music Career Highlights ===,9711198
"January 19 , 2005","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"January 19, 2005 – released solo debut single ""Itsuka..."".",0,9,== Biography == | === Music Career Highlights ===,9711198
"October 19 , 2005","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"October 19, 2005 – released solo debut album under solo name ""Kiyokiba Shunsuke"".",0,10,== Biography == | === Music Career Highlights ===,9711198
"March 27 , 2006","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"March 27, 2006 – announced withdrawal from EXILE, effective March 29, 2006",0,11,== Biography == | === Music Career Highlights ===,9711198
"March 29 , 2006","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"March 27, 2006 – announced withdrawal from EXILE, effective March 29, 2006",0,11,== Biography == | === Music Career Highlights ===,9711198
"October 21 – December 11 , 2006","NNP CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"October 21 – December 11, 2006 – performed first nationwide solo live tour",0,12,== Biography == | === Music Career Highlights ===,9711198
"March 28 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"March 28, 2007 – released nationwide live tour DVD",0,13,== Biography == | === Music Career Highlights ===,9711198
"September 17 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"September 17, 2008 – announced leave from LDH and Avex Record Label",0,14,== Biography == | === Music Career Highlights ===,9711198
"January 11 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"January 11, 2009 – announced on his birthday and last Tour day of Rock&SoulII that he's now signed with Victor Entertainment's Speedstar Records.",0,15,== Biography == | === Music Career Highlights ===,9711198
day,NN,TIME_UNIT_REGEX,TIME,time_reference,"January 11, 2009 – announced on his birthday and last Tour day of Rock&SoulII that he's now signed with Victor Entertainment's Speedstar Records.",0,15,== Biography == | === Music Career Highlights ===,9711198
now,RB,TIMELINE_REGEX,TIME,time_reference,"January 11, 2009 – announced on his birthday and last Tour day of Rock&SoulII that he's now signed with Victor Entertainment's Speedstar Records.",0,15,== Biography == | === Music Career Highlights ===,9711198
"March 18 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"March 18, 2009 – released his last album ""SONGS 2005–2008"" with Avex Rhythm Zone.",0,16,== Biography == | === Music Career Highlights ===,9711198
2005–2008,CD,YEAR_REGEX_1,TIME,time_reference,"March 18, 2009 – released his last album ""SONGS 2005–2008"" with Avex Rhythm Zone.",0,16,== Biography == | === Music Career Highlights ===,9711198
"July 8 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"July 8, 2009 – released first album ""Rockin' the Door"" with Victor Entertainment's Speedstar Records.",0,17,== Biography == | === Music Career Highlights ===,9711198
"September 2 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"September 2, 2009 – released first single ""JET"" with Victor Entertainment's Speedstar Records.",0,18,== Biography == | === Music Career Highlights ===,9711198
"September 30 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"September 30, 2009 – released second album ""FLYING JET"" with Victor Entertainment's Speedstar Records.",0,19,== Biography == | === Music Career Highlights ===,9711198
"May 5 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"May 5, 2010 – released his live DVD: ""Otoko Matsuri 2009 Uijin −2009.11.20 Akasaka Blitz-""",0,20,== Biography == | === Music Career Highlights ===,9711198
2009,CD,YEAR_REGEX_1,TIME,time_reference,"May 5, 2010 – released his live DVD: ""Otoko Matsuri 2009 Uijin −2009.11.20 Akasaka Blitz-""",0,20,== Biography == | === Music Career Highlights ===,9711198
"September 29 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"September 29, 2010 – released second single ""Mahou no Kotoba"" with Victor Entertainment's Speedstar Records.",0,21,== Biography == | === Music Career Highlights ===,9711198
"October 27 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"October 27, 2010 – released third single ""Yale"" with Victor Entertainment's Speedstar Records.",0,22,== Biography == | === Music Career Highlights ===,9711198
"November 24 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"November 24, 2010 – release third album ""ROCK & SOUL"" with Victor Entertainment's Speedstar Records.",0,23,== Biography == | === Music Career Highlights ===,9711198
