time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
28 February 1939 – 20 January 2014,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"Jonas Trinkūnas (28 February 1939 – 20 January 2014) was the founder of Lithuania's pagan revival Romuva, as well as being an ethnologist and folklorist.",0,0,,41701500
1939,CD,YEAR_REGEX_1,TIME,time_reference,Trinkūnas was born in 1939 in Klaipėda.,0,2,== In the Soviet Union ==,41701500
1957,CD,YEAR_REGEX_1,TIME,time_reference,He finished primary school in Kaunas in 1957 and in 1965 he earned a degree in philology at the Faculty of Lithuanian Language and Literature of Vilnius University.,1,2,== In the Soviet Union ==,41701500
1965,CD,YEAR_REGEX_1,TIME,time_reference,He finished primary school in Kaunas in 1957 and in 1965 he earned a degree in philology at the Faculty of Lithuanian Language and Literature of Vilnius University.,1,2,== In the Soviet Union ==,41701500
1967,CD,YEAR_REGEX_1,TIME,time_reference,"In 1967, Trinkūnas and his friends organised the first Rasa (Summer Solstice) celebration in Kernavė, which was met with disapproval by  the Soviet authorities.",0,3,== In the Soviet Union ==,41701500
Summer,NNP,SEASON_REGEX,TIME,time_reference,"In 1967, Trinkūnas and his friends organised the first Rasa (Summer Solstice) celebration in Kernavė, which was met with disapproval by  the Soviet authorities.",0,3,== In the Soviet Union ==,41701500
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,"Despite pressure from the KGB, Lithuanians organized folklore and ethnographic ensembles, lit the bonfires on Rasa and candles on Vėlinės (All Saints' Day)—symbols important to the cultural vitality of the nation.",1,3,== In the Soviet Union ==,41701500
1969 to 1973,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"From 1969 to 1973, Trinkūnas worked at the Faculty of Philology at Vilnius University as a post-graduate and lecturer.",0,4,== In the Soviet Union ==,41701500
1973,CD,YEAR_REGEX_1,TIME,time_reference,"In 1973, for his folklore studies which were considered to be dissident activities, Trinkūnas was forced to leave the University.",1,4,== In the Soviet Union ==,41701500
1988,CD,YEAR_REGEX_1,TIME,time_reference,Until 1988 he was forbidden from engaging in any scientific research work and activities in his profession.,2,4,== In the Soviet Union ==,41701500
more than two decades,JJR IN CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,"Therefore, for more than two decades, Trinkūnas dedicated his life to studying the living traditions of Lithuania.",3,4,== In the Soviet Union ==,41701500
1990,CD,YEAR_REGEX_1,TIME,time_reference,"From 1990 until 1993, he was the head of the Ethnic Culture division of the Ministry of Culture.",1,6,== In independent Lithuania ==,41701500
1993,CD,YEAR_REGEX_1,TIME,time_reference,"From 1990 until 1993, he was the head of the Ethnic Culture division of the Ministry of Culture.",1,6,== In independent Lithuania ==,41701500
1994,CD,YEAR_REGEX_1,TIME,time_reference,"From 1994 he worked as a researcher at the Ethics and Ethno-Sociology division of the Institute of Philosophy and Sociology; he lectured on ethnic culture at Vilnius Pedagogical University, participated in numerous international conferences and events related to old pagan faiths, authored many articles in both the Lithuanian and foreign presses and penned several books.",2,6,== In independent Lithuania ==,41701500
now,RB,TIMELINE_REGEX,TIME,time_reference,"This was also the same time when the idea was raised to found the Council for the Protection of Ethnic Culture, accountable to the Seimas, which even now continues to implement the Law on National Protection of Ethnic Culture.",3,7,== In independent Lithuania ==,41701500
1992,CD,YEAR_REGEX_1,TIME,time_reference,"In 1992, together with his followers, Trinkūnas registered the Romuva religious community, which later included all of the communities throughout Lithuania and became the community of the ancient Baltic religion.",0,8,== In independent Lithuania ==,41701500
1998,CD,YEAR_REGEX_1,TIME,time_reference,"In 1998, at the World Congress of Ethnic Religions (WCER, now the ECER) in Vilnius, Trinkūnas was chosen as this organisation's Chairman.",1,8,== In independent Lithuania ==,41701500
