time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"September 28 , 1938 – April 30 , 2015","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
1961,CD,YEAR_REGEX_1,TIME,time_reference,2,0
1986,CD,YEAR_REGEX_1,TIME,time_reference,2,0
1987,CD,YEAR_REGEX_1,TIME,time_reference,2,0
of the Century—and,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,2,0
"September 28 , 1938","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,2
1947,CD,YEAR_REGEX_1,TIME,time_reference,0,2
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,5
Later that year,RB IN NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,5
1959,CD,YEAR_REGEX_1,TIME,time_reference,3,5
Moment,NNP,TIMELINE_REGEX,TIME,time_reference,4,5
"May 19 , 1960","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,6,5
June 1962,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,6,5
May 1960,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,7
1961,CD,YEAR_REGEX_1,TIME,time_reference,1,7
of the Century,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,2,7
the Night,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,5,7
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,6,7
of 1963,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,6,7
1965,CD,YEAR_REGEX_1,TIME,time_reference,7,7
1975,CD,YEAR_REGEX_1,TIME,time_reference,10,7
1975,CD,YEAR_REGEX_1,TIME,time_reference,12,7
1977,CD,YEAR_REGEX_1,TIME,time_reference,13,7
late 1982,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,8
1986,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1983,CD,YEAR_REGEX_1,TIME,time_reference,1,8
A 1986,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,2,8
three weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,3,8
February 1987,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,8
"the 1950s , 1960s , 1970s","DT CD , CD , CD",PREFIX_REGEX_1 YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1,MODIFIER TIME MODIFIER TIME MODIFIER TIME,time_reference,4,8
1980s,CD,YEAR_REGEX_1,TIME,time_reference,4,8
1990,CD,YEAR_REGEX_1,TIME,time_reference,5,8
1958,CD,YEAR_REGEX_1,TIME,time_reference,5,8
1998,CD,YEAR_REGEX_1,TIME,time_reference,6,8
2007,CD,YEAR_REGEX_1,TIME,time_reference,7,8
the 1986,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,9,8
1959 to 1986,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,10,8
2001,CD,YEAR_REGEX_1,TIME,time_reference,0,9
2009,CD,YEAR_REGEX_1,TIME,time_reference,1,9
"March 27 , 2012","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,9
2012,CD,YEAR_REGEX_1,TIME,time_reference,2,9
the 2012,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,9
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,11
"November 11 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,11
2013,CD,YEAR_REGEX_1,TIME,time_reference,4,11
2014,CD,YEAR_REGEX_1,TIME,time_reference,4,11
"April 30 , 2015","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,5,11
Springfield,NNP,SEASON_REGEX,TIME,time_reference,1,13
1963,CD,YEAR_REGEX_1,TIME,time_reference,2,13
1970,CD,YEAR_REGEX_1,TIME,time_reference,2,13
a 1979,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,2,13
1970,CD,YEAR_REGEX_1,TIME,time_reference,3,13
1971,CD,YEAR_REGEX_1,TIME,time_reference,3,13
1981,CD,YEAR_REGEX_1,TIME,time_reference,6,13
