time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
26 December 1976,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Kirill Karabits (Russian: Кирилл Карабиц, Ukrainian: Кирило Карабиць, Kyrylo Karabyts); born 26 December 1976) is a Ukrainian conductor.",0,0,,14551356
1995,CD,YEAR_REGEX_1,TIME,time_reference,"In 1995, he began studies at the Vienna Musikhochschule and earned a diploma in orchestral conducting after five years of study.",4,3,== Biography ==,14551356
five years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"In 1995, he began studies at the Vienna Musikhochschule and earned a diploma in orchestral conducting after five years of study.",4,3,== Biography ==,14551356
the 1784,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"He has done scholarly work on the musical archive of the Berliner Singakademie, such as transcribing the 1784 Johannes Passion of Carl Philipp Emanuel Bach, which was thought to be lost.",6,3,== Biography ==,14551356
1998 to 2000,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,He was assistant conductor of the Budapest Festival Orchestra from 1998 to 2000.,1,4,== Biography ==,14551356
2002 to 2005,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,He also served as associate conductor of the Orchestre Philharmonique de Radio France from 2002 to 2005.,2,4,== Biography ==,14551356
2005 to 2007,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"From 2005 to 2007, Karabits was principal guest conductor of the Orchestre Philharmonique de Strasbourg.",3,4,== Biography ==,14551356
October 2006,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In October 2006, Karabits made his first conducting appearance with the Bournemouth Symphony Orchestra (BSO), and returned in October 2007, where both concerts received acclaim.",0,5,== Biography ==,14551356
October 2007,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In October 2006, Karabits made his first conducting appearance with the Bournemouth Symphony Orchestra (BSO), and returned in October 2007, where both concerts received acclaim.",0,5,== Biography ==,14551356
November 2007,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In November 2007, the BSO announced the appointment of Karabits as their 13th Principal Conductor, after a unanimous vote from the orchestra musicians, effective with the 2009–2010 season.",1,5,== Biography ==,14551356
the 2009–2010,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In November 2007, the BSO announced the appointment of Karabits as their 13th Principal Conductor, after a unanimous vote from the orchestra musicians, effective with the 2009–2010 season.",1,5,== Biography ==,14551356
the 2008–2009,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Karabits held the title of Principal Conductor-Designate for the 2008–2009 season, with three concert appearances.",3,5,== Biography ==,14551356
August 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"He made his first conducting appearance at The Proms with the BSO in August 2009, and formally took up the BSO principal conductorship in October 2009.",4,5,== Biography ==,14551356
October 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"He made his first conducting appearance at The Proms with the BSO in August 2009, and formally took up the BSO principal conductorship in October 2009.",4,5,== Biography ==,14551356
4 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,His initial contract was for 4 years.,6,5,== Biography ==,14551356
August 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In August 2011, Karabits and the BSO agreed on a three-year extension of his contract as principal conductor through the 2015–2016 season.",8,5,== Biography ==,14551356
the 2015–2016,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In August 2011, Karabits and the BSO agreed on a three-year extension of his contract as principal conductor through the 2015–2016 season.",8,5,== Biography ==,14551356
April 2015,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In April 2015, the BSO announced that Karabits had signed a rolling contract as principal conductor, to extend his tenure to a minimum date of 2018.",9,5,== Biography ==,14551356
