time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"August 10 , 1993","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Shin Hye-jeong (born August 10, 1993), better known mononymously as Hyejeong, is a South Korean singer and actress.",0,0,,43280954
August 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"There, an FNC Entertainment casting director discovered her, and she became a FNC trainee in August 2010.",1,2,== Early life ==,43280954
"July 30 , 2012","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On July 30, 2012, Hyejeong made her debut as a member of AOA on Mnet's M! Countdown with their debut single, Angels' Story with the title track ""Elvis"".",0,5,== Career == | === Career with AOA & AOA Cream ===,43280954
"February 1 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The sub-unit released first teaser on February 1, 2016.",1,6,== Career == | === Career with AOA & AOA Cream ===,43280954
"February 4 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The music video teaser for title track I'm Jelly Baby was released on February 4, 2016.",0,7,== Career == | === Career with AOA & AOA Cream ===,43280954
"February 12 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"AOA Cream's title track and music video was released on February 12, 2016.",0,8,== Career == | === Career with AOA & AOA Cream ===,43280954
"August 8 , 2012","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On August 8, 2012, Hyejeong appeared in TV series A Gentleman's Dignity.",0,10,== Career == | === Acting career ===,43280954
"September 10 , 2012","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Hyejeong appeared in the music video for boy band F.T. Island's song ""I Wish"" from the full Korean album Five Treasure Box which was released on September 10, 2012.",1,10,== Career == | === Acting career ===,43280954
October 2012,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In October 2012, she was cast in a supporting role in drama ""Cheongdam-dong Alice"".",2,10,== Career == | === Acting career ===,43280954
"October 19 , 2012","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On October 19, 2012, Hyejeong, together with eight other stars such as Nam Ji-hyun and Jun. K, had been confirmed for tvN's dating show ""The Romantic & Idol"".",3,10,== Career == | === Acting career ===,43280954
Jun,NNP,MONTH_ABBR_REGEX,TIME,time_reference,"On October 19, 2012, Hyejeong, together with eight other stars such as Nam Ji-hyun and Jun. K, had been confirmed for tvN's dating show ""The Romantic & Idol"".",3,10,== Career == | === Acting career ===,43280954
"August 6 , 2013","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On August 6, 2013, Hyejeong was cast for The Blade and Petal.",4,10,== Career == | === Acting career ===,43280954
"May 19 , 2014","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Hyejeong appeared in the music video for boy band Phantom's song ""Seoul Lonely"" which was released on May 19, 2014.",5,10,== Career == | === Acting career ===,43280954
"March 4 , 2015","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On March 4, 2015, it was revealed that Hyejeong will be part of MBC's new variety show ""Soulmate Returns"" together with other cast members.",7,10,== Career == | === Acting career ===,43280954
"September 10 , 2015","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On September 10, 2015, Hyejeong was listed in the lineup for SBS MTV EDM Program 'Mashup' that will be aired on 21st at 11PM KST for the first time.",8,10,== Career == | === Acting career ===,43280954
2016,CD,YEAR_REGEX_1,TIME,time_reference,"In 2016, Hyejeong was cast in her first social film Mysterious Solver together with F.T. Island's Choi Min-hwan.",9,10,== Career == | === Acting career ===,43280954
March 2017,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In March 2017, it was confirmed that Hyejeong will be joining tvN's Saturday Night Live Korea for season 9.",10,10,== Career == | === Acting career ===,43280954
Saturday Night,NNP NNP,WEEK_REGEX DAY_TIME_REGEX,TIME TIME,time_reference,"In March 2017, it was confirmed that Hyejeong will be joining tvN's Saturday Night Live Korea for season 9.",10,10,== Career == | === Acting career ===,43280954
"March 25 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The first episode will be broadcast on March 25, 2017.",11,10,== Career == | === Acting career ===,43280954
January 2018,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In January 2018, casual denim brand Buckaroo announced Hyejeong as their new model for the 2018 S/S season.",12,10,== Career == | === Acting career ===,43280954
the 2018,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In January 2018, casual denim brand Buckaroo announced Hyejeong as their new model for the 2018 S/S season.",12,10,== Career == | === Acting career ===,43280954
February 2018,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In February 2018, it has been revealed that Hyejeong will have a lead role in SBS weekend drama Nice Witch as flight attendant Joo Yebin.",13,10,== Career == | === Acting career ===,43280954
weekend,NN,TIME_UNIT_REGEX,TIME,time_reference,"In February 2018, it has been revealed that Hyejeong will have a lead role in SBS weekend drama Nice Witch as flight attendant Joo Yebin.",13,10,== Career == | === Acting career ===,43280954
2019,CD,YEAR_REGEX_1,TIME,time_reference,"In 2019, Hyejeong together with Seo Yu-na and Kim Chanmi will take part in Lifetime's reality program AOA DaSaDanang Heart Attack Danang where the members will travel to Danang, Vietnam for an adventure.",14,10,== Career == | === Acting career ===,43280954
February 2020,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In February 2020, Hyejeong was cast in upcoming tvN drama 'My Unfamiliar Family'.",15,10,== Career == | === Acting career ===,43280954
