time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
2 April 1945,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Richard Filler Taruskin (born 2 April 1945) is an American musicologist and music critic who is among the leading and most prominent music historians of his generation.,0,0,,2822690
of the 18th century,IN DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,"He has written on a wide variety of topics, but central to his research is Russian music of the 18th century to present day.",2,0,,2822690
day,NN,TIME_UNIT_REGEX,TIME,time_reference,"He has written on a wide variety of topics, but central to his research is Russian music of the 18th century to present day.",2,0,,2822690
2 April 1945,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Born on 2 April 1945 in New York, Taruskin was raised in a musical family; his mother was a piano teacher and father an amateur violinist.",0,2,== Early life and education ==,2822690
1965,CD,YEAR_REGEX_1,TIME,time_reference,"Taruskin received his B.A. magna cum laude (1965), M.A. (1968) and Ph.D. in historical musicology (1976) from Columbia University.",2,2,== Early life and education ==,2822690
1968,CD,YEAR_REGEX_1,TIME,time_reference,"Taruskin received his B.A. magna cum laude (1965), M.A. (1968) and Ph.D. in historical musicology (1976) from Columbia University.",2,2,== Early life and education ==,2822690
1976,CD,YEAR_REGEX_1,TIME,time_reference,"Taruskin received his B.A. magna cum laude (1965), M.A. (1968) and Ph.D. in historical musicology (1976) from Columbia University.",2,2,== Early life and education ==,2822690
the late 1970s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,He played the viola da gamba with the Aulos Ensemble from the late 1970s to the late 1980s.,4,2,== Early life and education ==,2822690
the late 1980s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,He played the viola da gamba with the Aulos Ensemble from the late 1970s to the late 1980s.,4,2,== Early life and education ==,2822690
1996,CD,YEAR_REGEX_1,TIME,time_reference,"Taruskin's extensive 1996 study Stravinsky and the Russian Traditions: A Biography of the Works through Mavra shows that Igor Stravinsky drew more heavily on Russian folk material than has previously been recognized, and analyzes the historical trends that caused Stravinsky not to be forthcoming about some of these borrowings.",0,4,== Career ==,2822690
previously,RB,TIMELINE_REGEX,TIME,time_reference,"Taruskin's extensive 1996 study Stravinsky and the Russian Traditions: A Biography of the Works through Mavra shows that Igor Stravinsky drew more heavily on Russian folk material than has previously been recognized, and analyzes the historical trends that caused Stravinsky not to be forthcoming about some of these borrowings.",0,4,== Career ==,2822690
1986,CD,YEAR_REGEX_1,TIME,time_reference,"On the faculty of Columbia University until 1986, he moved to California as a professor of musicology at the University of California, Berkeley, where he held the Class of 1955 Chair.",4,4,== Career ==,2822690
of 1955,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"On the faculty of Columbia University until 1986, he moved to California as a professor of musicology at the University of California, Berkeley, where he held the Class of 1955 Chair.",4,4,== Career ==,2822690
the end of 2014,DT NN IN CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,He retired from Berkeley at the end of 2014.,5,4,== Career ==,2822690
1978,CD,YEAR_REGEX_1,TIME,time_reference,He received the Noah Greenberg Prize (1978) from the American Musicological Society (AMS); the Alfred Einstein Award (1980) from the AMS; and the Dent Medal (1987) from the Royal Musical Association.,1,6,== Awards and honors ==,2822690
1980,CD,YEAR_REGEX_1,TIME,time_reference,He received the Noah Greenberg Prize (1978) from the American Musicological Society (AMS); the Alfred Einstein Award (1980) from the AMS; and the Dent Medal (1987) from the Royal Musical Association.,1,6,== Awards and honors ==,2822690
1987,CD,YEAR_REGEX_1,TIME,time_reference,He received the Noah Greenberg Prize (1978) from the American Musicological Society (AMS); the Alfred Einstein Award (1980) from the AMS; and the Dent Medal (1987) from the Royal Musical Association.,1,6,== Awards and honors ==,2822690
1997 and 2006,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He received the Kinkeldey Prize from the AMS twice, in 1997 and 2006.",2,6,== Awards and honors ==,2822690
1998,CD,YEAR_REGEX_1,TIME,time_reference,"In 1998, he was elected to the American Philosophical Society.",3,6,== Awards and honors ==,2822690
1988,CD,YEAR_REGEX_1,TIME,time_reference,"The American Society of Composers, Authors and Publishers awarded him the Deems Taylor Award in 1988, and later in 2006.",4,6,== Awards and honors ==,2822690
2006,CD,YEAR_REGEX_1,TIME,time_reference,"The American Society of Composers, Authors and Publishers awarded him the Deems Taylor Award in 1988, and later in 2006.",4,6,== Awards and honors ==,2822690
2017,CD,YEAR_REGEX_1,TIME,time_reference,In 2017 he was the recipient of the Kyoto Prize in Arts and Philosophy (Music).,5,6,== Awards and honors ==,2822690
19 December 2004,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,19 December 2004.,3,16,== Further reading ==,2822690
15 February 2012,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Oestreich, James R. (15 February 2012).",0,18,== Further reading ==,2822690
