time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,0
"April 3 , 1922 – May 13 , 2019","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
1939,CD,YEAR_REGEX_1,TIME,time_reference,1,0
1945,CD,YEAR_REGEX_1,TIME,time_reference,1,0
1947 to 1967,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,2,0
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,1
the 1950s–1960s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,1
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,1,1
1948,CD,YEAR_REGEX_1,TIME,time_reference,1,1
1953,CD,YEAR_REGEX_1,TIME,time_reference,3,1
1956,CD,YEAR_REGEX_1,TIME,time_reference,3,1
them 1959,PRP CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,,4,1
1963,CD,YEAR_REGEX_1,TIME,time_reference,5,1
1963,CD,YEAR_REGEX_1,TIME,time_reference,5,1
1968,CD,YEAR_REGEX_1,TIME,time_reference,6,1
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,6,1
1968–1973,CD,YEAR_REGEX_1,TIME,time_reference,6,1
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,2
2004,CD,YEAR_REGEX_1,TIME,time_reference,1,2
2008,CD,YEAR_REGEX_1,TIME,time_reference,2,2
2011,CD,YEAR_REGEX_1,TIME,time_reference,3,2
year,NN,TIME_UNIT_REGEX,TIME,time_reference,4,2
of 2020,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,5,2
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,4
"April 3 , 1922","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,4
1895–1976,CD,YEAR_REGEX_1,TIME,time_reference,0,4
1892–1967,CD,YEAR_REGEX_1,TIME,time_reference,0,4
1875,CD,YEAR_REGEX_1,TIME,time_reference,3,4
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,4,4
1924,CD,YEAR_REGEX_1,TIME,time_reference,4,4
a 1922,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,4,4
two to three years older,CD TO CD NNS JJR,BASIC_NUMBER_REGEX_1 LINKAGE_REGEX BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL MODIFIER NUMERAL TIME MODIFIER,time_range,5,4
"October 13 , 1937","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,8,4
1938–1947,CD,YEAR_REGEX_1,TIME,time_reference,1,6
one of Day,CD IN NNP,BASIC_NUMBER_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,NUMERAL MODIFIER TIME,,1,7
a week,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,8
Years,NNS,TIME_UNIT_REGEX,TIME,time_reference,3,8
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,3,8
the eight months,DT CD NNS,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,4,8
1939,CD,YEAR_REGEX_1,TIME,time_reference,7,8
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,7,8
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,8,8
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,8,8
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,9,8
"1941 , Day","CD , NNP",YEAR_REGEX_1 COMMA_REGEX TIME_UNIT_REGEX,TIME MODIFIER TIME,,10,8
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,11,8
early 1945,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,11,8
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,13,8
1971,CD,YEAR_REGEX_1,TIME,time_reference,13,8
"1945–46 , Day","CD , NNP",YEAR_REGEX_1 COMMA_REGEX TIME_UNIT_REGEX,TIME MODIFIER TIME,,14,8
the Sun,DT NNP,PREFIX_REGEX_1 WEEK_ABBR_REGEX,MODIFIER TIME,time_reference,14,8
2019,CD,YEAR_REGEX_1,TIME,time_reference,16,8
1948–1954,CD,YEAR_REGEX_1,TIME,time_reference,1,9
nearly two years,RB CD NNS,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,0,10
1948,CD,YEAR_REGEX_1,TIME,time_reference,0,11
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,1,11
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,4,11
two months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,5,11
1948,CD,YEAR_REGEX_1,TIME,time_reference,6,11
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,7,11
1949,CD,YEAR_REGEX_1,TIME,time_reference,7,11
1950,CD,YEAR_REGEX_1,TIME,time_reference,8,11
1951,CD,YEAR_REGEX_1,TIME,time_reference,0,12
1953,CD,YEAR_REGEX_1,TIME,time_reference,0,12
1950,CD,YEAR_REGEX_1,TIME,time_reference,0,12
1951,CD,YEAR_REGEX_1,TIME,time_reference,0,13
of 20 years,IN CD NNS,PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,0,13
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,2,13
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,3,13
