time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"October 23 , 1983","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Matthew Ray Shultz (born October 23, 1983) is an American singer, songwriter, and musician best known as the lead singer and occasional guitarist for the American rock band Cage the Elephant.",0,0,,27084523
23 October 1983,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Matthew Ray Shultz was born on 23 October 1983 and raised in Bowling Green, Kentucky, alongside high school friends and future bandmates including his older brother Brad Shultz (guitar), Daniel Tichenor (bass, backing vocals), Lincoln Parish (lead guitar), and Jared Champion (drums).",0,2,== Early life ==,27084523
previously,RB,TIMELINE_REGEX,TIME,time_reference,"He therefore quit and worked at a sandwich bar with Brad, who had previously worked in telemarketing.",2,3,== Early life ==,27084523
early February 2020,RB NNP CD,PREFIX_REGEX_1 MONTH_REGEX YEAR_REGEX_1,MODIFIER TIME TIME,time_reference,Matt Shultz married Eva Ross in early February 2020.,0,5,== Personal life ==,27084523
"December 1 , 2021","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Eva announced on December 1, 2021 that the couple had separated and were filing for divorce.",4,5,== Personal life ==,27084523
Previously,RB,TIMELINE_REGEX,TIME,time_reference,"Previously, Shultz was married to Juliette Buchs from 2014-2018.",5,5,== Personal life ==,27084523
2014-2018,JJ,YEAR_REGEX_1,TIME,time_reference,"Previously, Shultz was married to Juliette Buchs from 2014-2018.",5,5,== Personal life ==,27084523
March 2019,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In March 2019, Shultz released a Boot Collection with The Frye Company.",3,9,== Art ==,27084523
August 2019,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In August 2019, Shultz threw his debut art show in Greenpoint, Brooklyn with New York artist Danny Cole, Beck, and other friends.",4,9,== Art ==,27084523
2011,CD,YEAR_REGEX_1,TIME,time_reference,"Cage the Elephant's first nomination came in 2011, when the music video for ""Shake Me Down"" was nominated for the Best Rock Video at the 2011 MTV Video Music Awards.",0,11,== Accomplishments ==,27084523
the 2011,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Cage the Elephant's first nomination came in 2011, when the music video for ""Shake Me Down"" was nominated for the Best Rock Video at the 2011 MTV Video Music Awards.",0,11,== Accomplishments ==,27084523
2014,CD,YEAR_REGEX_1,TIME,time_reference,"In 2014, Cage was nominated for the Best Alternative Music Album for Melophobia, at the 57th Annual Grammy Awards.",1,11,== Accomplishments ==,27084523
2016,CD,YEAR_REGEX_1,TIME,time_reference,"In 2016, Cage won the Grammy Award for Best Rock Album for Tell Me I'm Pretty, winning again in 2019 for Social Cues.",2,11,== Accomplishments ==,27084523
2019,CD,YEAR_REGEX_1,TIME,time_reference,"In 2016, Cage won the Grammy Award for Best Rock Album for Tell Me I'm Pretty, winning again in 2019 for Social Cues.",2,11,== Accomplishments ==,27084523
