time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"October 8 , 1930 – September 10 , 1986","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
28 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,0
the fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,3,3
of 1931,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,3
1933,CD,YEAR_REGEX_1,TIME,time_reference,4,3
1935,CD,YEAR_REGEX_1,TIME,time_reference,5,3
Two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,6,3
daily,JJ,PERIOD_REGEX,TIME,time_reference,6,3
The following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,12,3
1943,CD,YEAR_REGEX_1,TIME,time_reference,15,3
a week,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,15,3
the fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,18,3
of 1943,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,18,3
1945,CD,YEAR_REGEX_1,TIME,time_reference,19,3
1946,CD,YEAR_REGEX_1,TIME,time_reference,20,3
six nights,CD NNS,BASIC_NUMBER_REGEX_1 DAY_TIME_REGEX,NUMERAL TIME,time_reference,20,3
a week,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,20,3
1948,CD,YEAR_REGEX_1,TIME,time_reference,3,5
1978,CD,YEAR_REGEX_1,TIME,time_reference,3,5
late 1954,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,11,5
1956,CD,YEAR_REGEX_1,TIME,time_reference,12,5
of the year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,12,5
April 1957,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,14,5
about a year,IN DT NN,PREFIX_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,14,5
1958,CD,YEAR_REGEX_1,TIME,time_reference,15,5
1979,CD,YEAR_REGEX_1,TIME,time_reference,17,5
1958,CD,YEAR_REGEX_1,TIME,time_reference,18,5
1961,CD,YEAR_REGEX_1,TIME,time_reference,18,5
1965,CD,YEAR_REGEX_1,TIME,time_reference,19,5
September 1963,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,21,5
1965 to 1976,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,7
1958 to 1962,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,7
August 1965,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,7
early 1966,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,7
1967,CD,YEAR_REGEX_1,TIME,time_reference,2,7
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1978,CD,YEAR_REGEX_1,TIME,time_reference,1,9
"March 18 , 1978","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,9
1948,CD,YEAR_REGEX_1,TIME,time_reference,2,9
1979,CD,YEAR_REGEX_1,TIME,time_reference,3,9
"June 5 , 1980","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,4,9
32 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,4,9
The following day,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,5,9
"July 29 , 1980","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,6,9
December 1980,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,7,9
31 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,7,9
1981,CD,YEAR_REGEX_1,TIME,time_reference,8,9
Tuesday,NNP,WEEK_REGEX,TIME,time_reference,9,9
Tuesday,NNP,WEEK_REGEX,TIME,time_reference,9,9
1984,CD,YEAR_REGEX_1,TIME,time_reference,9,9
later years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,10,9
December 1983,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,11
the following five months,DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,1,11
October 1984,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,11
two days,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,2,11
January 1985,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,11
more than a year,JJR IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER TIME,time_reference,3,11
March 1985,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,5,11
later that month,RB DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,6,11
two months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,6,11
that summer,IN NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,6,11
"September 29 , 1985","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,7,11
"April 4–6 , 1986","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,8,11
three days,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,8,11
April 1986,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,9,11
"September 10 , 1986","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,9,11
"July 2 , 1986","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,10,11
now,RB,TIMELINE_REGEX,TIME,time_reference,5,13
1958,CD,YEAR_REGEX_1,TIME,time_reference,9,13
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,15
of the year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,0,15
1980,CD,YEAR_REGEX_1,TIME,time_reference,0,15
1979,CD,YEAR_REGEX_1,TIME,time_reference,1,15
the 1975,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,15
1967,CD,YEAR_REGEX_1,TIME,time_reference,3,15
1979 to 1982,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,4,15
December 1982,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,5,15
1953,CD,YEAR_REGEX_1,TIME,time_reference,5,15
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,18
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,19
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,20
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,21
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,22
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,23
1960,CD,YEAR_REGEX_1,TIME,time_reference,0,24
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,25
1963,CD,YEAR_REGEX_1,TIME,time_reference,0,26
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,27
1968,CD,YEAR_REGEX_1,TIME,time_reference,1,28
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,29
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,30
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,31
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,32
1978,CD,YEAR_REGEX_1,TIME,time_reference,0,33
1979,CD,YEAR_REGEX_1,TIME,time_reference,1,34
1980,CD,YEAR_REGEX_1,TIME,time_reference,0,35
1981,CD,YEAR_REGEX_1,TIME,time_reference,0,36
1983,CD,YEAR_REGEX_1,TIME,time_reference,0,37
Tuesday,NNP,WEEK_REGEX,TIME,time_reference,0,38
1983,CD,YEAR_REGEX_1,TIME,time_reference,0,38
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,39
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,40
1988,CD,YEAR_REGEX_1,TIME,time_reference,0,40
1983,CD,YEAR_REGEX_1,TIME,time_reference,0,43
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,44
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,45
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,46
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,47
1956,CD,YEAR_REGEX_1,TIME,time_reference,0,48
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,49
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,50
1978,CD,YEAR_REGEX_1,TIME,time_reference,0,51
1987,CD,YEAR_REGEX_1,TIME,time_reference,0,52
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,53
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,54
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,55
1960,CD,YEAR_REGEX_1,TIME,time_reference,0,56
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,57
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,58
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,59
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,60
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,61
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,62
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,63
the Night,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,0,64
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,64
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,65
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,66
1978,CD,YEAR_REGEX_1,TIME,time_reference,0,67
1980,CD,YEAR_REGEX_1,TIME,time_reference,0,67
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,68
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,68
1978,CD,YEAR_REGEX_1,TIME,time_reference,0,69
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,70
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,71
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,72
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,73
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,74
1967,CD,YEAR_REGEX_1,TIME,time_reference,1,75
1968,CD,YEAR_REGEX_1,TIME,time_reference,1,76
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,77
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,78
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,79
1965,CD,YEAR_REGEX_1,TIME,time_reference,0,80
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,81
Night,NNP,DAY_TIME_REGEX,TIME,time_reference,0,82
"Presents , 1966","NNP , CD",TIMELINE_REGEX COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_reference,0,82
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,83
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,84
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,85
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,86
Monday Night,NNP NNP,WEEK_REGEX DAY_TIME_REGEX,TIME TIME,time_reference,0,87
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,87
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,88
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,88
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,90
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,91
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,92
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,93
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,94
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,95
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,96
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,97
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,98
1991,CD,YEAR_REGEX_1,TIME,time_reference,0,99
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,100
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,101
1960,CD,YEAR_REGEX_1,TIME,time_reference,0,102
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,103
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,104
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,105
1994,CD,YEAR_REGEX_1,TIME,time_reference,0,105
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,106
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,107
1967,CD,YEAR_REGEX_1,TIME,time_reference,1,108
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,109
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,110
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,111
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,112
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,113
1964,CD,YEAR_REGEX_1,TIME,time_reference,0,114
