time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
6 October 1882 – 29 March 1937,CD NNP CD NN CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"Karol Maciej Szymanowski (Polish pronunciation: [ˈkarɔl ˈmat͡ɕɛj ʂɨmaˈnɔfskʲi]; 6 October 1882 – 29 March 1937) was a Polish composer and pianist, the most celebrated Polish composer of the early 20th century.",0,0,,297703
of the early 20th century,IN DT JJ JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER NUMERAL TIME,time_reference,"Karol Maciej Szymanowski (Polish pronunciation: [ˈkarɔl ˈmat͡ɕɛj ʂɨmaˈnɔfskʲi]; 6 October 1882 – 29 March 1937) was a Polish composer and pianist, the most celebrated Polish composer of the early 20th century.",0,0,,297703
1918 and 1924,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Król Roger composed between 1918 and 1924, remains the most popular opera by Szymanowski.",4,1,,297703
now,RB,TIMELINE_REGEX,TIME,time_reference,"Szymanowski was born into the Korwin-Szymanowski family, members of the wealthy land-owning Polish gentry class, in the village of Tymoszówka, then in the Kiev Governorate of the Russian Empire (now Tymoshivka in Cherkasy Oblast, Ukraine).",0,5,== Life and career == | === Early life ===,297703
1892,CD,YEAR_REGEX_1,TIME,time_reference,He studied music privately with his father before enrolling at the Gustav Neuhaus Elisavetgrad School of Music in 1892.,1,5,== Life and career == | === Early life ===,297703
1901,CD,YEAR_REGEX_1,TIME,time_reference,"From 1901 he attended the State Conservatory in Warsaw, of which he was later director from 1926 until retiring in 1930.",2,5,== Life and career == | === Early life ===,297703
1926,CD,YEAR_REGEX_1,TIME,time_reference,"From 1901 he attended the State Conservatory in Warsaw, of which he was later director from 1926 until retiring in 1930.",2,5,== Life and career == | === Early life ===,297703
1930,CD,YEAR_REGEX_1,TIME,time_reference,"From 1901 he attended the State Conservatory in Warsaw, of which he was later director from 1926 until retiring in 1930.",2,5,== Life and career == | === Early life ===,297703
1905–12,CD,YEAR_REGEX_1,TIME,time_reference,In Berlin he founded the Young Polish Composers’ Publishing Company (1905–12) whose primary aim was to publish new works by his countrymen.,0,7,== Life and career == | === Career ===,297703
1911-1914,JJ,YEAR_REGEX_1,TIME,time_reference,"During his stay in Vienna (1911-1914) he wrote the opera Hagith and composed two song cycles called The Love Songs of Hafiz, which represent a transition between the first and second periods of the composer's style.",1,7,== Life and career == | === Career ===,297703
