time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"January 8 , 1908 – June 26 , 1980","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Hal Aloma (January 8, 1908 – June 26, 1980) was a Hawaiian steel guitarist, singer and bandleader.",0,0,,55967462
"January 8 , 1908","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Aloma was born on January 8, 1908 in Honolulu as Harold David Alama.",0,2,== Biography ==,55967462
the 1930s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,He changed his name in the 1930s in response to the movies Bird of Paradise and Aloma of the South Seas.,1,2,== Biography ==,55967462
February and April 1944,NNP CC NNP CD,MONTH_REGEX LINKAGE_REGEX MONTH_REGEX YEAR_REGEX_1,TIME MODIFIER TIME TIME,time_reference,"Under his own name, he recorded three sessions for Decca records between February and April 1944.",2,3,== Biography ==,55967462
1944,CD,YEAR_REGEX_1,TIME,time_reference,"In 1944, when McIntyre left a four-year booking at the Hawaiian Room in New York's Hotel Lexington, Aloma formed his own band and took over the engagement.",3,3,== Biography ==,55967462
1952,CD,YEAR_REGEX_1,TIME,time_reference,"MGM booked him for two sessions in 1952, resulting in eight sides which were later compiled into an LP album.",4,3,== Biography ==,55967462
August and September 1953,NNP CC NNP CD,MONTH_REGEX LINKAGE_REGEX MONTH_REGEX YEAR_REGEX_1,TIME MODIFIER TIME TIME,time_reference,"He first recorded for Columbia Records in August and September 1953, resulting in song appearing not only on U.S. Columbia, but on Japanese Columbia and Philips in the Netherlands.",5,3,== Biography ==,55967462
"June 19 , 1960","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"He was featured on the Ed Sullivan Show on June 19, 1960 in a segment in tribute to Hawaii's statehood.",6,3,== Biography ==,55967462
"June 26 , 1980","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Aloma died on June 26, 1980.",8,3,== Biography ==,55967462
currently,RB,TIMELINE_REGEX,TIME,time_reference,"Aloma was accounted as a ""typical"" traditional Hawaiian singer, although he recorded tracks that were intended to appeal to currently popular tastes.",0,5,== Style ==,55967462
of the day,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,His original band's instrumentation had more in common with the big band of the day than with traditional Hawaiian music.,1,5,== Style ==,55967462
1946,CD,YEAR_REGEX_1,TIME,time_reference,King's Serenade - Decca A-429. (1946),0,8,== Partial discography == | === Albums ===,55967462
1946,CD,YEAR_REGEX_1,TIME,time_reference,King's Serenade Volume 2 - Decca A-506 (1946),0,9,== Partial discography == | === Albums ===,55967462
1950s,CD,YEAR_REGEX_1,TIME,time_reference,A Musical Portrait of Hawaii - Columbia CL 538. (1950s),0,10,== Partial discography == | === Albums ===,55967462
1962,CD,YEAR_REGEX_1,TIME,time_reference,Hal Aloma Sings Hawaiian Songs - Dot 3451/25451 (1962),0,11,== Partial discography == | === Albums ===,55967462
1966,CD,YEAR_REGEX_1,TIME,time_reference,Hawaiian Dreams - Dot 3758/25758 (1966),0,12,== Partial discography == | === Albums ===,55967462
